G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,nPA,nAB,nH,nTB,nBB,nSF,nSH,Season,Hitter ID,is_sub_row,Team,Last Team,Last Session,WAR
1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,217.0,0.0,0.0,0.08272108843537407,0.0,0,3,BC,2,1,0,0,0,1,0,S4,468.0,False,MIC,MIC,2,0.021151689995369868
1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.5,0.0,0.5,0.0,0.0,,0.0,0.0,0.5,0.0,1.0,0.0,125.0,0.5,0.0,0.04081632653061218,0.0,0,1,TT,2,1,0,0,1,0,0,S4,470.0,False,WWU,WWU,1,0.01696121380489368
2,3,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,0.6666666666666666,0.5,1.1666666666666665,0.0,0.5,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,175.75,0.6666666666666666,0.5,-0.015850340136054464,0.0,0,1,1B,3,2,1,1,1,0,0,S4,472.0,False,NU,NU,2,0.017734337714143244
2,3,2,1,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6666666666666666,1.0,1.6666666666666665,0.5,1.0,,0.0,0.3333333333333333,0.3333333333333333,,,,141.0,0.6666666666666666,1.0,1.4666666666666668,0.0,0,0,XB,3,2,1,2,1,0,0,S4,473.0,False,UWO,UWO,2,0.16598603839441536
2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,307.6666666666667,0.0,0.0,-0.5704761904761904,0.0,0,1,BC,3,3,0,0,0,0,0,S4,475.0,False,UWO,UWO,2,-0.037728247319870345
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,437.0,0.0,0.0,-0.10666666666666663,0.0,1,0,EN,1,1,0,0,0,0,0,S4,476.0,False,UWO,UWO,1,-0.004226876090750432
1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,1.0,0.0,275.5,0.0,0.0,-0.30666666666666664,0.0,0,1,WC,2,2,0,0,0,0,0,S4,477.0,False,GT,GT,2,-0.017787085514834204
1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,1.0,0.0,,348.5,0.0,0.0,-3.1066666666666665,0.0,1,0,1B,2,2,0,0,0,0,0,S4,479.0,False,GT,GT,1,-0.2977870855148342
1,2,2,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,1.5,2.0,1.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,158.0,0.5,1.5,0.16938775510204074,0.0,0,1,1B,2,2,1,3,0,0,0,S4,480.0,False,GT,GT,2,0.029818356662036537
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,479.0,0.0,0.0,-0.2,0.0,1,0,BC,1,1,0,0,0,0,0,S4,481.0,False,WSU,WSU,2,-0.013560209424083768
