G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Type,Season,Pitcher ID,is_sub_row,Team,Last Team,Last Session,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
2.0,4.0,19.0,5.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,7.5,0.0,4.5,4.5,1.0,0.3125,0.42105263157894735,0.5,0.9210526315789473,0.38461538461538464,0.0,0.15789473684210525,0.15789473684210525,0.5555555555555556,0.4444444444444444,1.25,241.57894736842104,-0.08955223880596991,0.018200000000000004,16.0,0.0,0.0,1.0,1.0,5.0,4.0,0.0,0.0,,NT-S,S7,1963,False,USF,USF,2,1.866094986807388,4.0,107,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.11557018738424663
5.0,8.0,36.0,10.0,4.0,4.0,3.0,0.0,0.0,6.0,2.0,5.0,4.0,7.0,4.0,2.0,0.0,3.0,1.625,7.5,1.5,2.25,4.5,2.0,0.30303030303030304,0.3611111111111111,0.6060606060606061,0.9671717171717171,0.32,0.05555555555555555,0.16666666666666666,0.08333333333333333,0.6666666666666666,0.3333333333333333,2.0,258.13513513513516,-0.3928275290215586,-0.05879999999999998,33.0,0.0,0.0,2.0,1.0,12.0,6.0,1.0,0.0,1.0,BF-B,S7,2498,False,LBS,LBS,5,3.991094986807388,8.666666666666666,150,6.107142857142858,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.24129005217222882
5.0,9.333333333333334,34.0,6.0,2.0,2.0,0.0,0.0,0.0,8.0,2.0,3.0,7.0,6.0,5.0,2.0,0.0,1.2857142857142856,0.6428571428571428,3.8571428571428568,1.2857142857142856,0.0,5.142857142857142,,0.17647058823529413,0.17647058823529413,0.38235294117647056,0.5588235294117647,0.16666666666666666,0.058823529411764705,0.23529411764705882,0.0,0.65,0.35,1.8571428571428572,289.2647058823529,-2.7692746050955,0.3665999999999999,34.0,0.0,0.0,1.0,0.0,13.0,7.0,0.0,0.0,,TD-B,S7,2505,False,LBS,LBS,5,2.1875235582359593,10.0,43,2.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.6666666666666666,0.4677121320423967
3.0,9.333333333333334,37.0,7.0,4.0,4.0,3.0,0.0,0.0,6.0,1.0,1.0,6.0,5.0,7.0,3.0,0.0,2.571428571428571,1.0714285714285714,4.5,0.6428571428571428,1.9285714285714284,3.8571428571428568,2.0,0.20588235294117646,0.2702702702702703,0.5294117647058824,0.7996820349761526,0.2222222222222222,0.02702702702702703,0.16216216216216217,0.08108108108108109,0.5454545454545454,0.45454545454545453,1.2,244.8918918918919,-2.523617033878227,-0.054900000000000025,34.0,0.0,0.0,2.0,3.0,12.0,10.0,0.0,0.0,,TD-B,S7,2509,False,MICH,MICH,5,2.1875235582359593,9.333333333333334,92,4.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.45998031652650884
3.0,11.0,49.0,14.0,8.0,8.0,6.0,0.0,0.0,13.0,3.0,6.0,1.0,7.0,5.0,3.0,0.0,4.363636363636363,1.8181818181818181,7.636363636363637,1.6363636363636362,3.2727272727272725,7.090909090909092,2.1666666666666665,0.32558139534883723,0.40816326530612246,0.6511627906976745,1.059326056003797,0.4074074074074074,0.061224489795918366,0.2653061224489796,0.12244897959183673,0.5789473684210527,0.42105263157894735,1.375,226.9387755102041,2.253731343283582,-0.2620000000000001,43.0,0.0,0.0,5.0,0.0,11.0,8.0,0.0,1.0,0.0,TT-H,S7,2523,False,USF,USF,5,3.9342768049892065,10.666666666666666,149,7.440476190476191,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.049581245233685546
4.0,6.333333333333333,26.0,6.0,2.0,2.0,1.0,0.0,0.0,9.0,1.0,2.0,4.0,1.0,3.0,2.0,0.0,1.8947368421052633,1.105263157894737,5.684210526315789,0.9473684210526316,0.9473684210526316,8.526315789473685,9.0,0.25,0.2692307692307692,0.5416666666666666,0.8108974358974359,0.3333333333333333,0.038461538461538464,0.34615384615384615,0.038461538461538464,0.5,0.5,1.0,256.9230769230769,-0.8280783582089553,0.0751,24.0,1.0,0.0,2.0,1.0,5.0,5.0,0.0,0.0,,BS-B,S7,2540,False,UVA,UVA,5,0.8003055131231773,7.0,61,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22870199640483707
5.0,10.666666666666666,42.0,11.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,7.0,9.0,7.0,5.0,2.0,0.0,0.5625,1.125,6.1875,0.0,0.5625,3.9375,7.0,0.2682926829268293,0.2857142857142857,0.3902439024390244,0.6759581881533101,0.3235294117647059,0.0,0.16666666666666666,0.023809523809523808,0.72,0.28,2.5714285714285716,252.67441860465115,-2.7595948827292105,0.5289999999999999,41.0,0.0,0.0,3.0,1.0,18.0,7.0,1.0,0.0,1.0,EG-H,S7,2544,False,RU,RU,5,0.08484498680738795,11.333333333333334,22,1.1919642857142856,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.5116346707546728
5.0,10.333333333333334,38.0,3.0,2.0,2.0,5.0,0.0,0.0,8.0,0.0,3.0,4.0,6.0,11.0,1.0,0.0,1.161290322580645,0.7741935483870968,1.7419354838709675,0.0,2.9032258064516125,4.64516129032258,1.6,0.09090909090909091,0.21052631578947367,0.09090909090909091,0.3014354066985646,0.12,0.0,0.21052631578947367,0.13157894736842105,0.4782608695652174,0.5217391304347826,0.9166666666666666,264.97222222222223,-5.210554371002132,0.7417000000000001,33.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,,TD-H,S7,2555,False,RU,RU,5,1.019320793259001,10.666666666666666,8,0.3839285714285714,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7342853641075126
3.0,7.666666666666667,31.0,6.0,4.0,4.0,2.0,0.0,0.0,12.0,3.0,2.0,3.0,3.0,2.0,3.0,0.0,3.1304347826086953,1.0434782608695652,4.695652173913043,2.3478260869565215,1.5652173913043477,9.391304347826086,6.0,0.20689655172413793,0.25806451612903225,0.5862068965517241,0.8442714126807563,0.21428571428571427,0.0967741935483871,0.3870967741935484,0.06451612903225806,0.5454545454545454,0.45454545454545453,1.2,263.375,-0.03624733475479702,0.16909999999999997,29.0,0.0,0.0,0.0,1.0,6.0,5.0,1.0,0.0,1.0,TT-H,S7,2557,False,UCLA,UCLA,5,3.8552254215899966,7.666666666666667,139,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.177575463402487
3.0,9.333333333333334,41.0,7.0,3.0,3.0,7.0,0.0,0.0,8.0,0.0,3.0,2.0,2.0,11.0,4.0,0.0,1.9285714285714284,1.5,4.5,0.0,4.5,5.142857142857142,1.1428571428571428,0.20588235294117646,0.34146341463414637,0.3235294117647059,0.6649928263988523,0.2692307692307692,0.0,0.1951219512195122,0.17073170731707318,0.25,0.75,0.3333333333333333,225.4047619047619,-1.8443496801705754,0.3469,34.0,0.0,0.0,4.0,0.0,5.0,15.0,2.0,0.0,1.0,NT-H,S7,2560,False,UCLA,UCLA,5,1.6518092725216738,10.0,43,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.41449883663019615
