G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,RE24,WPA,WAR,GB_outs,FB_outs,nPA,nAB,nH,nTB,nBB,nSF,nSH,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,OPS+,Avg Diff,nOBP,nSLG,Season,Team
14,333.0,306.0,79.0,42.0,38.0,18.0,3.0,20.0,163.0,42.0,25.0,1.0,55.0,8.0,4.0,1.0,0.0,2.0,10.0,36.0,35.0,63.0,40.0,0.0,-12.644391408114549,-0.9731639999999997,-0.11031616607058772,81.0,105.0,333.0,304.0,73.0,155.0,27.0,2.0,0.0,0.2581699346405229,0.3123123123123123,0.5326797385620915,0.8449920508744038,0.2745098039215686,0.2532188841201717,0.8,0.06006006006006006,0.16516516516516516,0.07507507507507508,0.43548387096774194,0.5645161290322581,0.7714285714285715,86.0,251.27018494326182,0.3003003003003003,0.5098684210526315,S5,CHI
14,343.0,298.0,68.0,43.0,27.0,15.0,6.0,20.0,155.0,42.0,42.0,1.0,71.0,5.0,0.0,0.0,1.0,2.0,15.0,47.0,41.0,51.0,22.0,0.0,-13.693556085918852,-1.313226,-0.18057428626120198,103.0,75.0,343.0,301.0,65.0,151.0,39.0,2.0,1.0,0.22818791946308725,0.3216374269005848,0.5201342281879194,0.8417716550885042,0.2919463087248322,0.22966507177033493,0.0,0.05830903790087463,0.20699708454810495,0.12244897959183673,0.5786516853932584,0.42134831460674155,1.3733333333333333,85.0,252.29332421964,0.30409356725146197,0.5016611295681063,S5,DAD
14,349.0,307.0,87.0,50.0,44.0,22.0,7.0,14.0,165.0,50.0,38.0,1.0,65.0,5.0,12.0,7.0,0.0,4.0,8.0,32.0,31.0,52.0,44.0,0.0,-4.644391408114553,-0.8650200000000002,0.7451371900731174,71.0,100.0,349.0,312.0,88.0,170.0,33.0,4.0,0.0,0.28338762214983715,0.35816618911174786,0.5374592833876222,0.89562547249937,0.254071661237785,0.3146551724137931,0.631578947368421,0.04011461318051576,0.18624641833810887,0.10888252148997135,0.4152046783625731,0.5847953216374269,0.71,106.0,242.28236989459816,0.3467048710601719,0.5448717948717948,S5,GBC
14,342.0,304.0,86.0,63.0,37.0,25.0,4.0,20.0,179.0,63.0,35.0,3.0,41.0,7.0,18.0,6.0,1.0,2.0,6.0,37.0,41.0,54.0,47.0,0.0,10.721718377088308,0.48375500000000005,2.2574873252805325,84.0,103.0,342.0,304.0,85.0,180.0,35.0,2.0,1.0,0.28289473684210525,0.3548387096774194,0.5888157894736842,0.9436544991511036,0.3059210526315789,0.2693877551020408,0.75,0.05847953216374269,0.11988304093567251,0.1023391812865497,0.44919786096256686,0.5508021390374331,0.8155339805825242,117.0,239.25744604515094,0.3519061583577713,0.5921052631578947,S5,GTY
14,341.0,306.0,83.0,43.0,44.0,23.0,7.0,9.0,147.0,45.0,33.0,0.0,78.0,20.0,8.0,1.0,0.0,2.0,9.0,31.0,35.0,54.0,27.0,0.0,-8.961336515513123,-0.1703739999999998,0.28571600126140745,75.0,83.0,341.0,308.0,80.0,145.0,30.0,3.0,0.0,0.27124183006535946,0.34017595307917886,0.4803921568627451,0.820568109941924,0.20915032679738566,0.334841628959276,0.8888888888888888,0.026392961876832845,0.2287390029325513,0.0967741935483871,0.47468354430379744,0.5253164556962026,0.9036144578313253,85.0,242.13671325051757,0.3225806451612903,0.4707792207792208,S5,ISO
14,366.0,330.0,97.0,68.0,28.0,26.0,19.0,24.0,233.0,68.0,33.0,2.0,65.0,8.0,2.0,0.0,0.0,3.0,9.0,42.0,37.0,54.0,38.0,0.0,11.306443914081152,0.5140000000000002,2.3991399131953752,88.0,95.0,366.0,331.0,94.0,216.0,33.0,2.0,0.0,0.29393939393939394,0.3551912568306011,0.706060606060606,1.061251862891207,0.4121212121212121,0.29918032786885246,1.0,0.06557377049180328,0.17759562841530055,0.09016393442622951,0.4808743169398907,0.5191256830601093,0.9263157894736842,126.0,237.89293944479968,0.3469945355191257,0.6525679758308157,S5,JUP
14,330.0,289.0,68.0,39.0,29.0,18.0,4.0,17.0,145.0,39.0,39.0,1.0,68.0,5.0,0.0,0.0,0.0,2.0,17.0,40.0,32.0,49.0,34.0,0.0,-15.644391408114554,-1.3657850000000002,-0.42071367034753276,89.0,85.0,330.0,291.0,67.0,144.0,37.0,2.0,0.0,0.23529411764705882,0.3242424242424242,0.5017301038062284,0.8259725280486526,0.2664359861591696,0.24757281553398058,0.0,0.051515151515151514,0.20606060606060606,0.11818181818181818,0.5114942528735632,0.4885057471264368,1.0470588235294118,87.0,249.643142968143,0.3151515151515151,0.4948453608247423,S5,KRB
14,333.0,292.0,68.0,39.0,33.0,18.0,1.0,16.0,136.0,39.0,36.0,0.0,69.0,5.0,2.0,2.0,0.0,5.0,9.0,43.0,40.0,50.0,27.0,0.0,-15.64439140811455,-1.5235000000000003,-0.4103161660705883,92.0,82.0,333.0,294.0,69.0,132.0,34.0,5.0,0.0,0.2328767123287671,0.3123123123123123,0.4657534246575342,0.7780657369698465,0.2328767123287671,0.24528301886792453,0.5,0.04804804804804805,0.2072072072072072,0.10810810810810811,0.5287356321839081,0.47126436781609193,1.1219512195121952,77.0,254.15505767644177,0.30930930930930933,0.4489795918367347,S5,KTY
14,359.0,319.0,94.0,71.0,43.0,22.0,8.0,21.0,195.0,71.0,38.0,6.0,50.0,1.0,12.0,5.0,1.0,1.0,11.0,43.0,38.0,55.0,40.0,0.0,15.672553699284014,0.5489259999999998,2.8114900484027903,92.0,96.0,359.0,321.0,91.0,186.0,35.0,2.0,1.0,0.2946708463949843,0.3687150837988827,0.6112852664576802,0.9800003502565628,0.3166144200626959,0.2931726907630522,0.7058823529411765,0.0584958217270195,0.1392757660167131,0.10584958217270195,0.48936170212765956,0.5106382978723404,0.9583333333333334,114.0,248.6226185307677,0.35195530726256985,0.5794392523364486,S5,LMN
14,360.0,323.0,98.0,71.0,41.0,28.0,9.0,20.0,204.0,70.0,34.0,0.0,62.0,3.0,3.0,1.0,0.0,3.0,11.0,42.0,44.0,55.0,25.0,0.0,16.355608591885446,1.196866,2.883261372421914,97.0,83.0,360.0,324.0,94.0,192.0,33.0,3.0,0.0,0.30340557275541796,0.36666666666666664,0.631578947368421,0.9982456140350877,0.32817337461300305,0.319672131147541,0.75,0.05555555555555555,0.17222222222222222,0.09444444444444444,0.5388888888888889,0.46111111111111114,1.1686746987951808,117.0,245.02556776556779,0.3527777777777778,0.5925925925925926,S5,MVM
