G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,nPA,nAB,nH,nTB,nBB,nSF,nSH,Season,Hitter ID,is_sub_row,Team,Last Team,Last Session,WAR
4,11,8,4,3.0,3,0,1,0,6,2.0,3,0,2,0,0,0,0,0,0,1,0,1,0,0,0.5,0.6363636363636364,0.75,1.3863636363636362,0.25,0.6666666666666666,,0.0,0.18181818181818182,0.2727272727272727,0.5,0.5,1.0,201.0,0.36363636363636365,0.3333333333333333,2.033780460480868,0.11958999999999999,1,1,BP,11,9,2,3,2,0,0,S4,1.0,False,FWG,FWG,8,0.23874564162293624
1,2,2,1,0.0,0,1,0,0,2,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5,0.5,1.0,,0.0,0.5,0.0,,,,231.5,0.5,0.5,1.6659400101808186,0.0799,0,0,S,2,2,1,1,0,0,0,S4,2.0,False,VFQ,VFQ,2,0.17302447294078177
1,1,1,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,,0.0,0.0,-0.29995084054149285,-0.0275,0,0,BN,1,1,0,0,0,0,0,S4,3.0,False,VFQ,VFQ,2,-0.026779848092799336
2,4,4,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.6666666666666666,0.3333333333333333,2.0,354.0,0.0,0.0,-1.1002085725002557,-0.0764,2,1,TT,4,4,0,0,0,0,0,S4,5.0,False,VFQ,VFQ,5,-0.09715991340462578
1,2,2,1,1.0,0,0,0,1,4,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,2.0,2.5,1.5,0.0,,0.5,0.0,0.0,0.0,1.0,0.0,131.5,0.5,2.0,0.7332474226804124,0.07980000000000001,0,1,BP,2,2,1,4,0,0,0,S4,6.0,False,VFQ,VFQ,1,0.07975521419074114
4,11,11,2,0.0,1,0,1,0,4,0.0,0,0,2,0,0,0,0,0,0,1,1,1,4,0,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.5454545454545454,0.18181818181818182,0.2222222222222222,,0.0,0.18181818181818182,0.0,0.2857142857142857,0.7142857142857143,0.4,343.3636363636364,0.09090909090909091,0.18181818181818182,-3.1749741767673103,-0.03869999999999998,2,5,S,11,11,1,2,0,0,0,S4,7.0,False,CCS,CCS,14,-0.2821298221018816
2,4,4,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.6666666666666666,0.3333333333333333,2.0,376.0,0.0,0.0,-1.5087459143678834,-0.1247,2,1,BN,4,4,0,0,0,0,0,S4,8.0,False,2TM,DDD,6,-0.13801364759138854
1,3,3,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,2.0,376.0,0.0,0.0,-1.003258143461426,-0.0823,2,1,BN,3,3,0,0,0,0,0,S4,8.0,True,VFQ,VFQ,1,-0.09068010646209276
1,1,1,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,,0.0,0.0,-0.5054877709064572,-0.0424,0,0,BN,1,1,0,0,0,0,0,S4,8.0,True,DDD,DDD,6,-0.047333541129295775
9,19,17,9,6.0,3,4,0,2,19,5.0,1,0,4,0,0,0,0,1,1,1,1,2,1,0,0.5294117647058824,0.5263157894736842,1.1176470588235294,1.6439628482972135,0.5882352941176471,0.5833333333333334,,0.10526315789473684,0.21052631578947367,0.05263157894736842,0.42857142857142855,0.5714285714285714,0.75,199.8421052631579,0.47368421052631576,0.875,2.924386483974195,0.18798199999999995,3,4,1B,19,16,7,14,2,1,0,S4,10.0,False,EEE,EEE,12,0.35352813166306857
2,4,4,0,0.0,0,0,0,0,0,0.0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,,0.0,0.0,-1.7043383555721925,-0.1158,0,0,BC,4,4,0,0,0,0,0,S4,11.0,False,HON,HON,7,-0.15757289171181946
5,16,16,6,5.0,2,2,0,2,14,2.0,0,0,3,0,0,0,0,0,1,0,1,3,3,0,0.375,0.375,0.875,1.25,0.5,0.36363636363636365,,0.125,0.1875,0.0,0.25,0.75,0.3333333333333333,238.875,0.375,0.7333333333333333,-1.155867726918511,0.06919999999999998,2,6,WC,16,15,5,11,1,0,0,S4,13.0,False,2TM,LMN,6,-0.06414299731025189
5,11,11,3,2.0,0,1,0,2,10,2.0,0,0,1,0,0,0,0,0,1,0,1,3,3,0,0.2727272727272727,0.2727272727272727,0.9090909090909091,1.1818181818181817,0.6363636363636364,0.125,,0.18181818181818182,0.09090909090909091,0.0,0.25,0.75,0.3333333333333333,262.45454545454544,0.2727272727272727,0.8181818181818182,-1.7985521654283327,0.012799999999999954,2,6,WC,11,11,3,9,0,0,0,S4,13.0,True,VFQ,VFQ,6,-0.14448762096798382
2,5,5,3,3.0,2,1,0,0,4,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.8,1.4,0.20000000000000007,1.0,,0.0,0.4,0.0,,,,187.0,0.6,0.5,0.642684438509822,0.05639999999999999,0,0,WC,5,4,2,2,1,0,0,S4,13.0,True,LMN,LMN,6,0.08034462365773196
8,24,20,6,8.0,0,4,0,2,16,7.0,4,0,11,3,0,0,0,0,0,0,0,3,0,0,0.3,0.4166666666666667,0.8,1.2166666666666668,0.5,0.5714285714285714,,0.08333333333333333,0.4583333333333333,0.16666666666666666,0.0,1.0,0.0,201.61904761904762,0.375,0.5,1.9926575687391002,0.40800000000000003,0,3,TT,24,20,5,10,4,0,0,S4,14.0,False,VFQ,VFQ,13,0.2764314199463088
7,18,16,6,5.0,0,3,1,2,17,8.0,2,0,2,0,0,0,0,0,0,0,1,7,0,0,0.375,0.4444444444444444,1.0625,1.5069444444444444,0.6875,0.3333333333333333,,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.125,0.875,0.14285714285714285,184.16666666666666,0.3333333333333333,0.8333333333333334,3.7612247966624177,0.6186,1,7,BP,18,18,6,15,0,0,0,S4,16.0,False,CCS,CCS,14,0.43399672697054087
6,18,16,9,4.0,7,1,1,0,12,3.0,2,0,3,0,0,0,0,0,1,2,0,1,1,0,0.5625,0.6111111111111112,0.75,1.3611111111111112,0.1875,0.6923076923076923,,0.0,0.16666666666666666,0.1111111111111111,0.6,0.4,1.5,227.72222222222223,0.5,0.3333333333333333,2.1269285864897918,0.3266,3,2,1B,18,12,3,4,6,0,0,S4,18.0,False,2TM,N69,14,0.27056710595327826
6,14,13,7,3.0,5,1,1,0,10,2.0,1,0,2,0,0,0,0,0,1,2,0,1,1,0,0.5384615384615384,0.5714285714285714,0.7692307692307693,1.3406593406593408,0.23076923076923084,0.6363636363636364,,0.0,0.14285714285714285,0.07142857142857142,0.6,0.4,1.5,227.64285714285714,0.5,0.4,1.5667589466334357,0.2122,3,2,1B,14,10,3,4,4,0,0,S4,18.0,True,N69,N69,14,0.2016891981222429
2,4,3,2,1.0,2,0,0,0,2,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.75,0.6666666666666666,1.4166666666666665,0.0,1.0,,0.0,0.25,0.25,,,,228.0,0.5,0.0,0.5601696398563563,0.1144,0,0,1B,4,2,0,0,2,0,0,S4,18.0,True,LMN,LMN,10,0.06887790783103542
