G,IP,BF,H,R,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,Season,Pitcher ID,Team,FIP,nIP,ERA+,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
8.0,37.333333333333336,154.0,36.0,21.0,10.0,1.0,1.0,22.0,11.0,13.0,9.0,5.0,28.0,44.0,0.0,3.375,1.232142857142857,5.785714285714285,1.7678571428571428,1.6071428571428572,3.5357142857142856,2.2,0.2535211267605634,0.2987012987012987,0.5915492957746479,0.8902505944759466,0.22522522522522523,0.07142857142857142,0.14285714285714285,0.06493506493506493,0.18181818181818182,0.8181818181818182,0.2222222222222222,242.22784810126583,-8.762509594558566,-0.5242,142.0,2.0,0.0,9.0,3.0,16.0,72.0,S8,149,PHI,4.734356207403447,37.0,84,7.0,4.0,3.0,0.0,2,4,0,0,0.3333333333333333,1.4925506189337228
7.0,25.666666666666668,99.0,18.0,8.0,5.0,0.0,1.0,17.0,4.0,6.0,12.0,11.0,27.0,9.0,0.0,1.87012987012987,0.8961038961038961,4.207792207792208,0.935064935064935,1.1688311688311688,3.974025974025974,3.4,0.19148936170212766,0.23232323232323232,0.40425531914893614,0.6365785514721685,0.1917808219178082,0.04040404040404041,0.1717171717171717,0.050505050505050504,0.4,0.6,0.6666666666666666,265.0416666666667,-12.228902668678193,0.07900000000000007,94.0,0.0,0.0,8.0,0.0,24.0,36.0,S8,166,SFG,2.5647133502605906,26.0,80,4.0,6.0,3.0,1.0,2,2,1,0,0.5,1.6190829051035904
8.0,29.666666666666668,130.0,33.0,17.0,13.0,0.0,0.0,15.0,4.0,17.0,16.0,6.0,13.0,34.0,0.0,3.438202247191011,1.550561797752809,6.674157303370787,0.8089887640449438,2.629213483146067,3.033707865168539,1.1538461538461537,0.28448275862068967,0.35384615384615387,0.49137931034482757,0.8452254641909814,0.29591836734693877,0.03076923076923077,0.11538461538461539,0.1,0.36486486486486486,0.6351351351351351,0.574468085106383,245.45112781954887,-6.765355946025302,0.20159999999999995,116.0,1.0,0.0,12.0,0.0,27.0,47.0,S8,195,LAA,3.3351788398272038,31.0,137,3.0,5.0,1.0,1.0,1,0,0,0,1.0,1.1967885539020275
7.0,28.0,146.0,51.0,42.0,15.0,0.0,1.0,12.0,17.0,15.0,13.0,18.0,17.0,20.0,0.0,9.0,2.357142857142857,10.928571428571429,3.6428571428571423,3.2142857142857144,2.571428571428571,0.8,0.3984375,0.4520547945205479,1.0234375,1.475492294520548,0.3333333333333333,0.11643835616438356,0.0821917808219178,0.10273972602739725,0.4788732394366197,0.5211267605633803,0.918918918918919,216.513698630137,21.942074726240463,-2.0624000000000002,128.0,3.0,0.0,9.0,10.0,34.0,37.0,S8,198,STL,9.921856207403447,28.666666666666668,52,5.0,3.0,2.0,0.0,1,4,0,0,0.2,-1.6099233798723032
10.0,34.666666666666664,154.0,42.0,25.0,14.0,0.0,0.0,27.0,8.0,18.0,16.0,10.0,38.0,7.0,0.0,4.3269230769230775,1.6153846153846154,7.26923076923077,1.3846153846153846,2.4230769230769234,4.673076923076923,1.9285714285714286,0.3,0.36363636363636365,0.6142857142857143,0.977922077922078,0.3238095238095238,0.05194805194805195,0.17532467532467533,0.09090909090909091,0.40789473684210525,0.5921052631578947,0.6888888888888889,228.72611464968153,1.1135614472200999,-0.7304999999999997,140.0,0.0,0.0,12.0,4.0,31.0,45.0,S8,212,CLE,3.932845218392459,35.666666666666664,66,8.0,2.0,0.0,0.0,2,6,0,0,0.25,0.5049435147558561
9.0,11.666666666666666,57.0,16.0,11.0,6.0,1.0,0.0,4.0,2.0,7.0,6.0,0.0,8.0,17.0,0.0,5.6571428571428575,1.885714285714286,8.228571428571428,1.0285714285714285,3.0857142857142863,2.057142857142857,0.6666666666666666,0.32653061224489793,0.38596491228070173,0.5918367346938775,0.9778016469745793,0.3111111111111111,0.03508771929824561,0.07017543859649122,0.10526315789473684,0.1935483870967742,0.8064516129032258,0.24,230.75438596491227,-0.3878253920904635,-0.0060999999999999405,49.0,2.0,0.0,7.0,0.0,6.0,25.0,S8,217,MIL,4.36471335026059,12.666666666666666,69,0.0,8.0,0.0,0.0,1,0,3,0,1.0,0.2668934521326721
10.0,14.0,60.0,15.0,12.0,3.0,0.0,0.0,6.0,4.0,3.0,12.0,10.0,11.0,3.0,0.0,5.142857142857143,1.2857142857142858,6.428571428571429,1.7142857142857142,1.2857142857142856,2.571428571428571,2.0,0.2727272727272727,0.3,0.6545454545454545,0.9545454545454546,0.23404255319148937,0.06666666666666667,0.1,0.05,0.6111111111111112,0.3888888888888889,1.5714285714285714,242.53333333333333,-1.7994543387688782,0.6338999999999999,55.0,2.0,0.0,7.0,1.0,22.0,14.0,S8,219,CHC,4.778999064546305,15.333333333333334,50,1.0,7.0,0.0,0.0,0,1,2,0,0.0,0.42006218432280973
6.0,7.333333333333333,45.0,19.0,11.0,5.0,0.0,0.0,8.0,3.0,11.0,4.0,5.0,1.0,3.0,0.0,9.0,3.272727272727273,15.545454545454545,2.4545454545454546,4.090909090909092,6.545454545454547,1.6,0.48717948717948717,0.5333333333333333,0.8461538461538461,1.3794871794871795,0.5517241379310345,0.06666666666666667,0.17777777777777778,0.1111111111111111,0.6923076923076923,0.3076923076923077,2.25,211.93617021276594,7.485020364332275,-0.9542999999999998,39.0,1.0,0.0,5.0,0.0,9.0,4.0,S8,235,NYM,6.460817246364487,8.666666666666666,30,5.0,1.0,0.0,0.0,0,1,0,0,0.0,-0.568414473598786
9.0,10.666666666666666,42.0,7.0,2.0,4.0,1.0,0.0,10.0,2.0,3.0,3.0,5.0,8.0,5.0,0.0,1.125,1.03125,3.9375,1.125,2.25,5.625,2.5,0.18421052631578946,0.2619047619047619,0.42105263157894735,0.6829573934837092,0.19230769230769232,0.047619047619047616,0.23809523809523808,0.09523809523809523,0.4090909090909091,0.5909090909090909,0.6923076923076923,269.780487804878,-9.053380945256423,0.23790000000000008,38.0,0.0,0.0,1.0,1.0,9.0,13.0,S8,258,BOS,2.966499064546305,13.666666666666666,104,0.0,9.0,0.0,0.0,2,1,1,0,0.6666666666666666,1.0734198198377876
1.0,1.3333333333333333,7.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0,2.25,9.0,9.0,4.5,0.0,0.0,0.3333333333333333,0.42857142857142855,1.3333333333333333,1.7619047619047619,0.0,0.2857142857142857,0.0,0.14285714285714285,0.5,0.5,1.0,217.71428571428572,0.464198606701853,-0.08009999999999998,6.0,0.0,0.0,0.0,0.0,2.0,2.0,S8,265,SEA,23.028999064546305,2.0,24,0.0,1.0,0.0,0.0,0,0,1,0,0.0,-0.01840623978482775
7.0,30.333333333333332,125.0,32.0,10.0,9.0,0.0,0.0,33.0,6.0,20.0,15.0,15.0,13.0,8.0,0.0,1.978021978021978,1.3516483516483517,6.32967032967033,1.186813186813187,1.7802197802197801,6.527472527472528,3.6666666666666665,0.2807017543859649,0.328,0.5087719298245614,0.8367719298245615,0.33766233766233766,0.048,0.264,0.072,0.6181818181818182,0.38181818181818183,1.619047619047619,249.8854961832061,-11.360545083852804,0.8720999999999999,114.0,2.0,0.0,4.0,2.0,34.0,21.0,S8,271,LAD,2.5647133502605906,30.666666666666668,127,6.0,3.0,2.0,1.0,4,1,0,0,0.8,1.6362977384809512
3.0,3.3333333333333335,13.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,1.2,3.5999999999999996,0.0,3.5999999999999996,0.0,0.0,0.18181818181818182,0.3076923076923077,0.2727272727272727,0.5804195804195804,0.18181818181818182,0.0,0.0,0.15384615384615385,0.8,0.2,4.0,300.2307692307692,-3.55177695366647,-0.4487000000000001,11.0,0.0,0.0,1.0,0.0,8.0,2.0,S8,275,CWS,3.078999064546305,4.666666666666667,120,0.0,3.0,0.0,0.0,0,0,0,0,0.0,0.40720299129659676
7.0,26.666666666666668,112.0,25.0,19.0,9.0,0.0,1.0,45.0,10.0,9.0,7.0,10.0,10.0,6.0,0.0,4.2749999999999995,1.275,5.625,2.25,2.025,10.125,5.0,0.24271844660194175,0.30357142857142855,0.6019417475728155,0.9055131761442441,0.3125,0.08928571428571429,0.4017857142857143,0.08035714285714286,0.5428571428571428,0.45714285714285713,1.1875,255.58928571428572,-2.8882502892489206,-0.9973000000000001,103.0,0.0,0.0,5.0,1.0,19.0,16.0,S8,284,CWS,3.7914990645463047,27.333333333333332,71,5.0,6.0,4.0,0.0,1,4,0,0,0.2,0.7370429630906129
5.0,10.666666666666666,44.0,11.0,6.0,2.0,0.0,0.0,3.0,1.0,5.0,11.0,5.0,8.0,4.0,0.0,3.375,1.21875,6.1875,0.5625,1.125,1.6875,1.5,0.2619047619047619,0.29545454545454547,0.47619047619047616,0.7716450216450217,0.2631578947368421,0.022727272727272728,0.06818181818181818,0.045454545454545456,0.5862068965517241,0.41379310344827586,1.4166666666666667,259.3636363636364,-2.5908844603741352,0.5133000000000002,42.0,0.0,0.0,4.0,1.0,17.0,12.0,S8,287,PHI,2.497749064546305,11.333333333333334,114,1.0,4.0,0.0,0.0,0,0,1,0,0.0,0.4351740630310895
6.0,19.666666666666668,93.0,23.0,15.0,12.0,0.0,0.0,27.0,6.0,11.0,4.0,6.0,12.0,9.0,0.0,4.576271186440677,1.7796610169491525,7.016949152542373,1.830508474576271,3.661016949152542,8.23728813559322,2.25,0.2911392405063291,0.3763440860215054,0.620253164556962,0.9965972505784674,0.3541666666666667,0.06451612903225806,0.2903225806451613,0.12903225806451613,0.34375,0.65625,0.5238095238095238,231.125,1.0000873730074584,-0.46279999999999993,79.0,2.0,0.0,4.0,2.0,11.0,21.0,S8,296,NYM,4.3298465221734235,20.333333333333332,68,6.0,0.0,0.0,0.0,2,4,0,0,0.3333333333333333,0.272172225890433
12.0,24.0,104.0,29.0,20.0,9.0,1.0,0.0,15.0,7.0,12.0,8.0,11.0,25.0,7.0,0.0,5.0,1.5833333333333333,7.25,1.75,2.25,3.75,1.6666666666666667,0.32222222222222224,0.36538461538461536,0.6888888888888889,1.0542735042735043,0.3013698630136986,0.0673076923076923,0.14423076923076922,0.08653846153846154,0.43859649122807015,0.5614035087719298,0.78125,232.31372549019608,-3.837858913366209,-0.4259,90.0,5.0,0.0,8.0,2.0,25.0,32.0,S8,305,PIT,4.945665731212971,26.0,54,3.0,8.0,0.0,0.0,2,3,0,0,0.4,0.7999882587762188
7.0,24.0,95.0,18.0,14.0,7.0,0.0,0.0,35.0,10.0,6.0,7.0,7.0,18.0,3.0,0.0,3.5,1.0416666666666667,4.5,2.5,1.75,8.75,5.0,0.20454545454545456,0.2631578947368421,0.5681818181818182,0.8313397129186604,0.18604651162790697,0.10526315789473684,0.3684210526315789,0.07368421052631578,0.4166666666666667,0.5833333333333334,0.7142857142857143,247.20618556701032,-4.149582252579134,-0.10840000000000011,88.0,0.0,0.0,2.0,0.0,15.0,21.0,S8,310,TBR,4.653999064546305,24.666666666666668,122,4.0,6.0,4.0,1.0,2,2,0,0,0.5,0.7951430801306231
5.0,26.0,113.0,33.0,17.0,7.0,0.0,0.0,11.0,7.0,15.0,11.0,7.0,12.0,32.0,0.0,3.923076923076923,1.5384615384615385,7.615384615384615,1.6153846153846154,1.6153846153846154,2.5384615384615383,1.5714285714285714,0.3142857142857143,0.35398230088495575,0.6285714285714286,0.9825537294563843,0.29545454545454547,0.061946902654867256,0.09734513274336283,0.061946902654867256,0.3333333333333333,0.6666666666666666,0.5,238.96491228070175,-1.1602078485735774,-0.18309999999999993,105.0,1.0,0.0,10.0,1.0,22.0,44.0,S8,326,SDP,4.740537526084767,26.0,87,5.0,2.0,2.0,0.0,3,1,0,0,0.75,0.568240664863844
2.0,10.666666666666666,42.0,7.0,2.0,4.0,0.0,0.0,11.0,0.0,1.0,2.0,4.0,9.0,5.0,0.0,1.125,1.03125,3.9375,0.0,2.25,6.1875,2.75,0.1891891891891892,0.2619047619047619,0.3783783783783784,0.6402831402831404,0.25925925925925924,0.0,0.2619047619047619,0.09523809523809523,0.3333333333333333,0.6666666666666666,0.5,262.6904761904762,-5.962633884992532,0.42260000000000003,37.0,1.0,0.0,5.0,1.0,7.0,14.0,S8,331,SDP,0.34149906454630496,11.0,174,1.0,2.0,1.0,0.0,1,0,0,0,1.0,0.7643451138113985
7.0,22.0,96.0,24.0,20.0,11.0,0.0,2.0,11.0,13.0,10.0,9.0,7.0,24.0,10.0,0.0,5.454545454545454,1.5909090909090908,6.545454545454545,3.545454545454546,3.0,3.0,1.0,0.2823529411764706,0.3645833333333333,0.7529411764705882,1.1175245098039215,0.18032786885245902,0.13541666666666666,0.11458333333333333,0.11458333333333333,0.37037037037037035,0.6296296296296297,0.5882352941176471,233.50526315789475,3.8648333173607923,-0.6936,85.0,0.0,0.0,1.0,0.0,20.0,34.0,S8,336,ARI,9.460817246364487,22.666666666666668,65,6.0,1.0,0.0,0.0,1,3,0,0,0.25,-0.0022965310226042757
7.0,23.666666666666668,107.0,32.0,19.0,8.0,0.0,0.0,18.0,9.0,12.0,15.0,10.0,20.0,4.0,0.0,4.816901408450704,1.6901408450704225,8.112676056338028,2.2816901408450705,2.028169014084507,4.563380281690141,2.25,0.32323232323232326,0.37383177570093457,0.7373737373737373,1.1112055130746719,0.3194444444444444,0.08411214953271028,0.16822429906542055,0.07476635514018691,0.5294117647058824,0.47058823529411764,1.125,238.36697247706422,4.537246848094275,-0.4656,99.0,0.0,0.0,8.0,3.0,27.0,24.0,S8,337,SEA/TEX,5.715618782856164,25.0,66,7.0,0.0,0.0,0.0,5,2,0,0,0.7142857142857143,-0.025516479847533625
