OBC,Outs,RunExpectancy
0,0,0.6507936507936508
0,1,0.3819444444444444
0,2,0.24793388429752067
1,0,1.2
1,1,0.6326530612244898
1,2,0.7
2,0,1.1904761904761905
2,1,0.45714285714285713
2,2,0.4
3,0,1.875
3,1,1.6666666666666667
3,2,0.7272727272727273
4,0,1.5714285714285714
4,1,0.9230769230769231
4,2,0.6666666666666666
5,0,1.4
5,1,0.5
5,2,0.4666666666666667
6,0,2.4285714285714284
6,1,1.8571428571428572
6,2,0.0
7,0,1.75
7,1,1.1
7,2,1.0
