G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Season,Hitter ID,Team,is_sub_row,Last Team,WAR
12.0,30.0,27.0,8.0,2.0,5.0,3.0,0.0,0.0,11.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,6.0,3.0,0.0,0.2962962962962963,0.3333333333333333,0.4074074074074074,0.7407407407407407,0.1111111111111111,0.38095238095238093,,0.0,0.23333333333333334,0.06666666666666667,0.375,0.625,0.6,234.13333333333333,0.3333333333333333,0.4074074074074074,-5.790544469671444,-0.5462,6.0,10.0,S10,59,CWS,False,CWS,-0.4619394743415791
4.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,,0.0,0.09090909090909091,0.18181818181818182,0.25,0.75,0.3333333333333333,288.45454545454544,0.18181818181818182,0.0,-1.8163990911830037,-0.3235,2.0,6.0,S10,63,CHC,False,CHC,-0.1386977524889264
11.0,33.0,28.0,8.0,6.0,5.0,1.0,0.0,2.0,15.0,4.0,5.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,7.0,1.0,0.0,0.2857142857142857,0.3939393939393939,0.5357142857142857,0.9296536796536796,0.25,0.3,0.5,0.06060606060606061,0.18181818181818182,0.15151515151515152,0.4666666666666667,0.5333333333333333,0.875,229.5142857142857,0.3939393939393939,0.5357142857142857,1.2353935907426943,0.09179999999999998,7.0,8.0,S10,65,PHI,False,PHI,0.25236582896239124
12.0,31.0,28.0,5.0,3.0,3.0,1.0,0.0,1.0,9.0,8.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,4.0,0.0,0.17857142857142858,0.25806451612903225,0.32142857142857145,0.5794930875576036,0.14285714285714288,0.17391304347826086,,0.03225806451612903,0.12903225806451613,0.0967741935483871,0.631578947368421,0.3684210526315789,1.7142857142857142,295.5806451612903,0.25806451612903225,0.32142857142857145,-5.0209898519758625,0.4295999999999999,12.0,7.0,S10,66,SEA,False,SEA,-0.38108018015116873
14.0,39.0,29.0,10.0,6.0,6.0,2.0,1.0,1.0,17.0,2.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,0.3448275862068966,0.5128205128205128,0.5862068965517241,1.099027409372237,0.2413793103448275,0.5294117647058824,,0.02564102564102564,0.28205128205128205,0.2564102564102564,0.5555555555555556,0.4444444444444444,1.25,220.82051282051282,0.5128205128205128,0.5862068965517241,5.24910226022348,0.2849999999999999,5.0,4.0,S10,68,CHC,False,CHC,0.6771596904355829
10.0,28.0,22.0,5.0,7.0,3.0,2.0,0.0,0.0,7.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,8.0,2.0,0.0,0.22727272727272727,0.35714285714285715,0.3181818181818182,0.6753246753246753,0.09090909090909091,0.2777777777777778,1.0,0.0,0.17857142857142858,0.17857142857142858,0.21428571428571427,0.7857142857142857,0.2727272727272727,227.43333333333334,0.35714285714285715,0.3181818181818182,4.04395302707321,-0.018100000000000005,3.0,11.0,S10,71,TOR,False,TOR,0.5137026104911819
2.0,4.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.5,0.5,0.6666666666666666,,0.0,0.25,0.0,0.0,1.0,0.0,161.25,0.5,1.0,0.21866805658156058,-0.023599999999999996,0.0,1.0,S10,73,COL,False,COL,0.03748213534156477
1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.75,0.25,3.0,402.3333333333333,0.0,0.0,-1.1239579578464112,-0.1954,3.0,1.0,S10,76,COL,False,COL,-0.10068429852208458
16.0,46.0,41.0,9.0,6.0,5.0,3.0,0.0,1.0,15.0,2.0,5.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,11.0,2.0,0.0,0.21951219512195122,0.30434782608695654,0.36585365853658536,0.6702014846235419,0.14634146341463414,0.25806451612903225,,0.021739130434782608,0.1956521739130435,0.10869565217391304,0.48,0.52,0.9230769230769231,253.88636363636363,0.30434782608695654,0.36585365853658536,-2.0909678656692776,-0.49460000000000015,12.0,13.0,S10,80,COL,False,COL,-0.029520495207727593
15.0,47.0,43.0,15.0,7.0,8.0,4.0,0.0,3.0,28.0,10.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,6.0,9.0,0.0,0.0,0.3488372093023256,0.3829787234042553,0.6511627906976745,1.03414151410193,0.3023255813953489,0.35294117647058826,,0.06382978723404255,0.14893617021276595,0.06382978723404255,0.6153846153846154,0.38461538461538464,1.6,235.7659574468085,0.3829787234042553,0.6511627906976745,1.0843276618734579,0.2267,16.0,10.0,S10,81,COL,False,COL,0.2919128899673981
13.0,44.0,37.0,11.0,7.0,6.0,1.0,1.0,3.0,23.0,4.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,3.0,4.0,0.0,0.2972972972972973,0.4090909090909091,0.6216216216216216,1.0307125307125307,0.3243243243243243,0.26666666666666666,,0.06818181818181818,0.09090909090909091,0.1590909090909091,0.6818181818181818,0.3181818181818182,2.142857142857143,250.70454545454547,0.4090909090909091,0.6216216216216216,5.370618990264506,0.4700999999999999,15.0,7.0,S10,82,COL,False,COL,0.7088305255439464
12.0,33.0,29.0,8.0,4.0,6.0,0.0,0.0,2.0,14.0,6.0,4.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,7.0,1.0,0.0,0.27586206896551724,0.36363636363636365,0.4827586206896552,0.8463949843260188,0.20689655172413796,0.2857142857142857,0.0,0.06060606060606061,0.18181818181818182,0.12121212121212122,0.5,0.5,1.0,246.03030303030303,0.36363636363636365,0.4827586206896552,-0.826470153652588,0.2914,8.0,8.0,S10,84,COL,False,COL,0.04617945452286305
16.0,42.0,39.0,10.0,4.0,4.0,2.0,2.0,2.0,22.0,3.0,3.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,8.0,4.0,0.0,0.2564102564102564,0.30952380952380953,0.5641025641025641,0.8736263736263736,0.3076923076923077,0.3076923076923077,1.0,0.047619047619047616,0.2619047619047619,0.07142857142857142,0.42857142857142855,0.5714285714285714,0.75,219.0,0.30952380952380953,0.5641025641025641,-3.3837126630580574,-0.3273,9.0,12.0,S10,89,COL,False,COL,-0.17441030463001428
10.0,24.0,21.0,4.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,3.0,0.0,0.19047619047619047,0.2916666666666667,0.23809523809523808,0.5297619047619048,0.047619047619047616,0.21052631578947367,,0.0,0.08333333333333333,0.125,0.4117647058823529,0.5882352941176471,0.7,271.5416666666667,0.2916666666666667,0.23809523809523808,-1.861858358974739,-0.36060000000000003,7.0,10.0,S10,90,CWS,False,CWS,-0.09249385779702164
12.0,34.0,30.0,7.0,5.0,6.0,1.0,0.0,0.0,8.0,1.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,0.0,0.23333333333333334,0.29411764705882354,0.26666666666666666,0.5607843137254902,0.033333333333333326,0.4117647058823529,,0.0,0.4117647058823529,0.08823529411764706,0.5,0.5,1.0,257.7352941176471,0.29411764705882354,0.26666666666666666,1.7430837390777343,-0.4861,6.0,6.0,S10,91,SDP,False,SDP,0.3070386762167475
11.0,28.0,24.0,5.0,3.0,2.0,2.0,0.0,1.0,10.0,1.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,3.0,2.0,0.0,0.20833333333333334,0.32142857142857145,0.4166666666666667,0.7380952380952381,0.20833333333333334,0.2222222222222222,0.0,0.03571428571428571,0.17857142857142858,0.14285714285714285,0.6666666666666666,0.3333333333333333,2.0,285.55172413793105,0.32142857142857145,0.4166666666666667,0.004604433772822825,-0.32070000000000004,10.0,5.0,S10,93,ANA,False,ANA,0.10976775116114326
12.0,29.0,21.0,8.0,6.0,1.0,4.0,0.0,3.0,21.0,5.0,7.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,7.0,2.0,0.0,0.38095238095238093,0.5172413793103449,1.0,1.5172413793103448,0.6190476190476191,0.2777777777777778,0.6666666666666666,0.10344827586206896,0.034482758620689655,0.2413793103448276,0.2857142857142857,0.7142857142857143,0.4,203.2258064516129,0.5172413793103449,1.0,4.265764894810214,0.5801,4.0,10.0,S10,99,DET,False,DET,0.5397876296857346
11.0,29.0,25.0,6.0,3.0,4.0,1.0,0.0,1.0,10.0,1.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,5.0,1.0,0.0,0.24,0.3448275862068966,0.4,0.7448275862068966,0.16000000000000003,0.2777777777777778,0.0,0.034482758620689655,0.20689655172413793,0.13793103448275862,0.5384615384615384,0.46153846153846156,1.1666666666666667,261.03333333333336,0.3448275862068966,0.4,-1.211137113003158,-0.4984,7.0,6.0,S10,104,DET,False,DET,-0.007902571095602662
10.0,25.0,24.0,4.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,4.0,0.0,0.16666666666666666,0.2,0.20833333333333334,0.4083333333333333,0.041666666666666685,0.18181818181818182,,0.0,0.08,0.04,0.3333333333333333,0.6666666666666666,0.5,280.04,0.2,0.20833333333333334,-2.670124350511907,-0.5425000000000001,6.0,12.0,S10,108,HOU,False,HOU,-0.16941662452988626
8.0,19.0,18.0,5.0,2.0,2.0,2.0,0.0,1.0,10.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.2777777777777778,0.3157894736842105,0.5555555555555556,0.8713450292397661,0.2777777777777778,0.36363636363636365,,0.05263157894736842,0.3157894736842105,0.05263157894736842,0.375,0.625,0.6,226.3684210526316,0.3157894736842105,0.5555555555555556,1.305817063725683,-0.05859999999999995,3.0,5.0,S10,109,HOU,False,HOU,0.20475452236875968
14.0,40.0,39.0,13.0,8.0,3.0,5.0,0.0,5.0,33.0,9.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,1.0,2.0,0.0,0.3333333333333333,0.35,0.8461538461538461,1.1961538461538461,0.5128205128205128,0.3333333333333333,,0.125,0.25,0.025,0.8333333333333334,0.16666666666666666,5.0,258.71794871794873,0.35,0.8461538461538461,3.550939694048881,0.3127,15.0,3.0,S10,113,HOU,False,HOU,0.5112472662389752
7.0,13.0,11.0,6.0,3.0,5.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5454545454545454,0.6153846153846154,0.6363636363636364,1.2517482517482517,0.09090909090909094,0.6666666666666666,,0.0,0.15384615384615385,0.15384615384615385,0.3333333333333333,0.6666666666666666,0.5,175.76923076923077,0.6153846153846154,0.6363636363636364,3.249453290153112,0.42539999999999994,1.0,2.0,S10,117,HOU,False,HOU,0.3756951504863895
15.0,46.0,42.0,11.0,5.0,6.0,2.0,2.0,1.0,20.0,5.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,7.0,3.0,0.0,0.2619047619047619,0.32608695652173914,0.47619047619047616,0.8022774327122153,0.21428571428571425,0.3125,,0.021739130434782608,0.1956521739130435,0.08695652173913043,0.5652173913043478,0.43478260869565216,1.3,254.3913043478261,0.32608695652173914,0.47619047619047616,-0.777539978407102,-0.034900000000000014,13.0,10.0,S10,119,HOU,False,HOU,0.10182229351848997
11.0,27.0,25.0,4.0,4.0,3.0,0.0,0.0,1.0,7.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,2.0,1.0,0.0,0.16,0.2222222222222222,0.28,0.5022222222222222,0.12000000000000002,0.14285714285714285,,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.8333333333333334,0.16666666666666666,5.0,285.6666666666667,0.2222222222222222,0.28,-0.8332533741827362,-0.2363,15.0,3.0,S10,134,MIL,False,MIL,0.022078137944735187
16.0,54.0,51.0,14.0,7.0,7.0,3.0,2.0,2.0,27.0,7.0,3.0,1.0,12.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,1.0,10.0,9.0,0.0,0.27450980392156865,0.3148148148148148,0.5294117647058824,0.8442265795206971,0.2549019607843137,0.32432432432432434,0.3333333333333333,0.037037037037037035,0.2222222222222222,0.05555555555555555,0.2692307692307692,0.7307692307692307,0.3684210526315789,251.76785714285714,0.3148148148148148,0.5294117647058824,-1.4137930320929204,-0.22830000000000003,7.0,19.0,S10,138,NYY,False,NYY,0.06942764751672556
14.0,39.0,34.0,10.0,6.0,1.0,6.0,1.0,2.0,24.0,7.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,9.0,0.0,0.0,0.29411764705882354,0.38461538461538464,0.7058823529411765,1.0904977375565612,0.411764705882353,0.2962962962962963,,0.05128205128205128,0.1282051282051282,0.1282051282051282,0.5714285714285714,0.42857142857142855,1.3333333333333333,220.69230769230768,0.38461538461538464,0.7058823529411765,1.0966358188475278,0.3432,12.0,9.0,S10,140,KCR,False,KCR,0.2619130462979877
15.0,45.0,41.0,14.0,8.0,8.0,4.0,0.0,2.0,24.0,5.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,9.0,6.0,3.0,0.0,0.34146341463414637,0.37777777777777777,0.5853658536585366,0.9631436314363143,0.24390243902439018,0.35294117647058826,1.0,0.044444444444444446,0.13333333333333333,0.06666666666666667,0.5833333333333334,0.4166666666666667,1.4,259.4782608695652,0.37777777777777777,0.5853658536585366,2.8345541079384082,0.13830000000000003,14.0,10.0,S10,151,KCR,False,KCR,0.45912786973218883
6.0,16.0,15.0,4.0,2.0,2.0,1.0,0.0,1.0,8.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,0.26666666666666666,0.3125,0.5333333333333333,0.8458333333333333,0.26666666666666666,0.25,0.0,0.0625,0.125,0.0625,0.7,0.3,2.3333333333333335,289.3529411764706,0.3125,0.5333333333333333,-3.2610950497396067,0.05940000000000006,7.0,3.0,S10,161,SDP,False,SDP,-0.2636481862403258
16.0,53.0,43.0,15.0,12.0,10.0,2.0,1.0,2.0,25.0,8.0,9.0,0.0,5.0,0.0,5.0,4.0,0.0,1.0,2.0,7.0,7.0,8.0,2.0,0.0,0.3488372093023256,0.4528301886792453,0.5813953488372093,1.0342255375164546,0.23255813953488375,0.35135135135135137,0.5555555555555556,0.03773584905660377,0.09433962264150944,0.16981132075471697,0.5925925925925926,0.4074074074074074,1.4545454545454546,239.80645161290323,0.4528301886792453,0.5813953488372093,7.215926548749778,0.05319999999999994,16.0,11.0,S10,163,LAD,False,LAD,0.9284957731801432
5.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.2,0.16666666666666666,0.4,0.5666666666666667,0.2,0.25,,0.0,0.3333333333333333,0.0,0.25,0.75,0.3333333333333333,263.6666666666667,0.16666666666666666,0.4,-1.494070839991235,-0.026999999999999996,1.0,3.0,S10,165,LAD,False,LAD,-0.12598408947401044
4.0,9.0,9.0,3.0,3.0,0.0,1.0,0.0,2.0,10.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.1111111111111112,1.4444444444444444,0.7777777777777779,0.2,,0.2222222222222222,0.2222222222222222,0.0,0.75,0.25,3.0,244.66666666666666,0.3333333333333333,1.1111111111111112,0.5632832310815536,0.436,3.0,1.0,S10,168,LAD,False,LAD,0.09146281489582496
12.0,34.0,33.0,12.0,3.0,6.0,5.0,0.0,1.0,20.0,6.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,4.0,2.0,0.0,0.36363636363636365,0.38235294117647056,0.6060606060606061,0.9884135472370766,0.24242424242424243,0.44,0.0,0.029411764705882353,0.20588235294117646,0.029411764705882353,0.6,0.4,1.5,254.9142857142857,0.38235294117647056,0.6060606060606061,-0.4967244339058975,0.027200000000000047,9.0,6.0,S10,169,NYM,False,NYM,0.0830578589183843
10.0,19.0,17.0,6.0,3.0,4.0,2.0,0.0,0.0,8.0,2.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.35294117647058826,0.42105263157894735,0.47058823529411764,0.891640866873065,0.11764705882352938,0.5,0.5,0.0,0.2631578947368421,0.10526315789473684,0.6666666666666666,0.3333333333333333,2.0,253.0952380952381,0.42105263157894735,0.47058823529411764,0.5718488155097785,0.1325,4.0,2.0,S10,170,LAD,False,LAD,0.13135769754716922
11.0,33.0,31.0,7.0,4.0,2.0,1.0,2.0,2.0,18.0,7.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,3.0,0.0,0.22580645161290322,0.2727272727272727,0.5806451612903226,0.8533724340175953,0.3548387096774194,0.29411764705882354,,0.06060606060606061,0.36363636363636365,0.06060606060606061,0.25,0.75,0.3333333333333333,236.75757575757575,0.2727272727272727,0.5806451612903226,-1.7403563320427207,-0.1992,3.0,9.0,S10,176,PIT,False,PIT,-0.045209163316150214
13.0,29.0,26.0,8.0,4.0,6.0,1.0,0.0,1.0,12.0,3.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,0.3076923076923077,0.3793103448275862,0.46153846153846156,0.8408488063660478,0.15384615384615385,0.4117647058823529,,0.034482758620689655,0.27586206896551724,0.10344827586206896,0.45454545454545453,0.5454545454545454,0.8333333333333334,233.93103448275863,0.3793103448275862,0.46153846153846156,-0.39032193087223505,0.09150000000000005,5.0,6.0,S10,178,CWS,False,CWS,0.07417894711748965
16.0,47.0,43.0,17.0,8.0,6.0,10.0,0.0,1.0,30.0,7.0,4.0,0.0,6.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,1.0,10.0,4.0,0.0,0.3953488372093023,0.44680851063829785,0.6976744186046512,1.144482929242949,0.3023255813953489,0.4444444444444444,0.2,0.02127659574468085,0.1276595744680851,0.0851063829787234,0.3,0.7,0.42857142857142855,228.65384615384616,0.44680851063829785,0.6976744186046512,4.586609471337222,0.9560999999999998,6.0,14.0,S10,180,CLE,False,CLE,0.6421410709137746
12.0,27.0,24.0,6.0,2.0,6.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.25,0.3333333333333333,0.25,0.5833333333333333,0.0,0.375,,0.0,0.2962962962962963,0.1111111111111111,0.5,0.5,1.0,242.0,0.3333333333333333,0.25,-0.7693797916957634,-0.1147,5.0,5.0,S10,186,ATL,False,ATL,0.02846549619343246
10.0,29.0,27.0,9.0,4.0,8.0,1.0,0.0,0.0,10.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,5.0,0.0,0.3333333333333333,0.3793103448275862,0.37037037037037035,0.7496807151979565,0.037037037037037035,0.36,1.0,0.0,0.06896551724137931,0.06896551724137931,0.35294117647058826,0.6470588235294118,0.5454545454545454,249.29032258064515,0.3793103448275862,0.37037037037037035,0.9192861234011278,0.18310000000000007,6.0,11.0,S10,190,MIA,False,MIA,0.20513975254482592
7.0,20.0,20.0,4.0,3.0,0.0,2.0,0.0,2.0,12.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,3.0,1.0,0.0,0.2,0.2,0.6,0.8,0.39999999999999997,0.14285714285714285,,0.1,0.2,0.0,0.6923076923076923,0.3076923076923077,2.25,288.55,0.2,0.6,-2.1698117024044974,0.15860000000000002,9.0,4.0,S10,191,COL,False,COL,-0.13890452182340618
10.0,28.0,25.0,9.0,6.0,5.0,3.0,1.0,0.0,14.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,9.0,1.0,0.0,0.36,0.39285714285714285,0.56,0.9528571428571428,0.20000000000000007,0.391304347826087,,0.0,0.10714285714285714,0.07142857142857142,0.35294117647058826,0.6470588235294118,0.5454545454545454,219.96428571428572,0.39285714285714285,0.56,3.1849045815522885,0.25789999999999996,6.0,11.0,S10,204,LAD,False,LAD,0.4277977659390898
