OBC,Outs,RunExpectancy
0,0,0.6786401539448365
0,1,0.4392123287671233
0,2,0.19969434538970962
1,0,1.063400576368876
1,1,0.7192513368983957
1,2,0.42838874680306904
2,0,1.3451612903225807
2,1,0.920863309352518
2,2,0.5410122164048866
3,0,1.5238095238095237
3,1,1.1156462585034013
3,2,0.38
4,0,1.5986842105263157
4,1,1.0596491228070175
4,2,0.8045977011494253
5,0,1.7678571428571428
5,1,1.075268817204301
5,2,0.5987654320987654
6,0,2.5238095238095237
6,1,1.3790322580645162
6,2,0.4642857142857143
7,0,2.3333333333333335
7,1,1.3770491803278688
7,2,0.9863013698630136
