Game ID,Season,Display Season,Session,HR,3B,2B,1B,BB,IBB,FO,SO,Auto K,PO,RGO,LGO,GIDP,SB,CS,H,TB,PA,R,RBI,RE24,WAR,WPA,Teams
10120,10,S10,8,4,0,4,3,3,0,6,14,0,4,5,3,1,1,1,11,27,47,6,6,-1.218508997429305,0.0597758655183684,-0.0948,SDP @ TOR
10121,10,S10,9,6,0,3,3,1,0,7,10,0,7,6,5,1,0,0,12,33,48,9,9,1.7814910025706947,0.3560691968395665,0.1608,STL @ ATL
10122,10,S10,9,3,1,3,6,4,0,5,14,0,3,3,5,0,1,1,13,27,48,6,6,-0.6169665809768627,0.1236367758424146,0.002,KCR @ BAL
10123,10,S10,9,3,0,2,10,1,0,6,10,0,4,7,5,1,2,0,15,26,48,7,7,0.3830334190231367,0.2236367758424146,0.1505999999999999,ANA @ BOS
10124,10,S10,9,4,2,1,4,8,0,18,6,0,3,5,3,1,0,0,11,28,54,7,7,-0.2185089974293053,0.1783092089123785,-0.2318,SFG @ CHC
10125,10,S10,9,3,0,3,4,2,0,8,10,0,7,4,5,1,2,1,10,22,46,8,8,0.7814910025706946,0.2597758655183684,0.2639999999999999,LAD @ CIN
10126,10,S10,9,0,0,4,6,7,0,8,8,0,9,7,2,2,5,4,10,14,51,3,3,-4.567516577115305,-0.2343515369834094,-0.4059999999999998,TBR @ CLE
10127,10,S10,9,4,0,5,6,10,1,14,22,0,5,1,9,1,1,1,15,32,77,6,6,-4.827763496143958,-0.1899495239890362,-0.5075999999999999,MIN @ DET
10128,10,S10,9,2,3,5,8,4,0,6,8,0,9,6,3,2,2,0,18,35,55,12,10,2.7814910025706947,0.4894292149487845,0.392,TOR @ HOU
10129,10,S10,9,0,1,4,3,5,0,10,6,0,7,4,3,1,0,0,8,14,44,4,4,-2.6169665809768627,-0.0986032362303974,-0.2529999999999999,ARI @ FLA
10130,10,S10,9,3,0,1,4,2,0,10,7,0,4,7,5,0,0,0,8,18,43,6,6,-0.6169665809768632,0.0976900950908005,-0.0796,COL @ MIL
10131,10,S10,9,2,0,0,8,5,0,7,7,0,3,7,4,5,1,0,10,16,43,3,3,-3.616966580976863,-0.1986032362303975,-0.3588,MTL @ NYM
10132,10,S10,9,1,0,2,9,3,0,8,10,0,4,5,6,3,1,0,12,17,48,5,5,-2.2185089974293053,-0.0402241344816315,-0.2214,OAK @ NYY
