G,IP,BF,H,R,BB,IBB,K,HR,ERA,WHIP,Avg Diff,Season,Pitcher ID,FIP,nIP,ERA+,GS,GF,CG,SHO,W,L,SV,HLD
10.0,33.333333333333336,149.0,33.0,23.0,21.0,0.0,34.0,8.0,4.14,1.6199999999999999,250.86363636363637,S4,600,4.268630136986301,35.333333333333336,93,5.0,5.0,1.0,0.0,1,3,0,0
7.0,23.666666666666668,92.0,17.0,8.0,7.0,0.0,24.0,1.0,2.028169014084507,1.0140845070422535,270.0851063829787,S4,604,0.7070808412116533,23.333333333333332,146,4.0,4.0,3.0,2.0,4,0,0,1
7.0,25.333333333333332,109.0,19.0,13.0,16.0,0.0,17.0,5.0,3.0789473684210527,1.381578947368421,264.3557692307692,S4,605,4.41705118961788,26.333333333333332,113,4.0,5.0,3.0,1.0,4,0,1,0
8.0,21.666666666666668,99.0,27.0,19.0,10.0,1.0,25.0,6.0,5.2615384615384615,1.7076923076923076,235.41,S4,610,3.975553213909378,22.0,68,5.0,2.0,1.0,0.0,1,2,1,0
7.0,21.333333333333332,92.0,24.0,12.0,6.0,0.0,18.0,4.0,3.375,1.40625,249.53191489361703,S4,624,2.892380136986301,21.0,89,4.0,5.0,2.0,0.0,1,1,0,0
9.0,19.666666666666668,80.0,8.0,4.0,15.0,0.0,29.0,3.0,1.2203389830508473,1.1694915254237288,273.3376623376623,S4,636,2.620664035291386,20.666666666666668,155,1.0,6.0,1.0,1.0,3,1,1,0
10.0,47.666666666666664,201.0,39.0,22.0,23.0,0.0,83.0,10.0,2.769230769230769,1.3006993006993008,243.12376237623764,S4,646,1.9909378292939934,45.666666666666664,102,10.0,4.0,4.0,0.0,4,4,0,0
6.0,23.333333333333332,102.0,23.0,15.0,11.0,1.0,25.0,6.0,3.857142857142857,1.4571428571428573,232.88659793814432,S4,653,3.9129158512720155,23.666666666666668,99,4.0,3.0,2.0,0.0,2,2,0,0
8.0,23.0,98.0,26.0,14.0,9.0,0.0,16.0,3.0,3.652173913043478,1.5217391304347827,243.61904761904762,S4,669,2.7768910065515184,23.666666666666668,96,3.0,5.0,0.0,0.0,2,2,0,0
5.0,13.333333333333334,53.0,13.0,7.0,2.0,0.0,11.0,4.0,3.15,1.125,274.5660377358491,S4,687,3.998630136986301,13.666666666666666,81,4.0,0.0,0.0,0.0,1,0,0,1
6.0,15.666666666666666,64.0,10.0,9.0,8.0,1.0,10.0,3.0,3.446808510638298,1.148936170212766,280.09090909090907,S4,708,4.043310988050131,16.666666666666668,67,3.0,4.0,1.0,1.0,2,2,0,0
10.0,21.666666666666668,94.0,20.0,13.0,11.0,0.0,14.0,7.0,3.5999999999999996,1.4307692307692308,252.2340425531915,S4,713,5.729399367755532,23.666666666666668,105,3.0,7.0,1.0,0.0,1,4,2,1
7.0,26.0,102.0,16.0,12.0,10.0,0.0,48.0,6.0,2.769230769230769,1.0,257.84466019417476,S4,714,1.7601685985247628,25.0,117,5.0,4.0,2.0,1.0,4,1,1,0
9.0,34.666666666666664,139.0,26.0,17.0,12.0,1.0,29.0,7.0,2.9423076923076925,1.0961538461538463,252.92857142857142,S4,716,3.2890147523709166,34.333333333333336,107,6.0,4.0,2.0,0.0,2,3,1,1
1.0,5.0,18.0,2.0,2.0,1.0,1.0,6.0,1.0,2.4,0.6,313.88235294117646,S4,718,2.0986301369863014,5.0,144,1.0,0.0,0.0,0.0,1,0,0,0
3.0,16.333333333333332,67.0,17.0,9.0,4.0,0.0,6.0,2.0,3.306122448979592,1.2857142857142858,242.91176470588235,S4,729,2.8904668716801787,16.0,97,3.0,1.0,1.0,1.0,1,1,0,0
2.0,6.0,28.0,7.0,3.0,3.0,0.0,6.0,1.0,3.0,1.6666666666666667,225.23333333333332,S4,740,2.9652968036529677,6.0,345,1.0,0.0,0.0,0.0,0,0,0,0
2.0,10.0,37.0,4.0,5.0,4.0,1.0,6.0,2.0,3.0,0.8,266.4054054054054,S4,742,3.8986301369863012,8.666666666666666,72,2.0,1.0,1.0,0.0,0,2,0,0
2.0,3.6666666666666665,18.0,4.0,4.0,3.0,0.0,6.0,2.0,6.545454545454546,1.9090909090909092,222.11111111111111,S4,744,7.571357409713574,3.6666666666666665,48,0.0,1.0,0.0,0.0,0,1,0,0
5.0,18.666666666666668,73.0,13.0,6.0,5.0,0.0,12.0,2.0,1.9285714285714284,0.9642857142857142,254.85135135135135,S4,745,2.2093444227005867,19.333333333333332,129,2.0,3.0,0.0,0.0,1,1,0,0
1.0,2.0,11.0,2.0,4.0,3.0,0.0,1.0,0.0,12.0,2.5,234.72727272727272,S4,747,4.798630136986301,2.6666666666666665,42,,,,,0,0,0,0
4.0,8.333333333333334,30.0,4.0,1.0,3.0,0.0,10.0,0.0,0.72,0.84,281.9032258064516,S4,752,-0.021369863013698698,9.0,130,0.0,4.0,0.0,0.0,0,1,0,0
3.0,11.333333333333334,42.0,7.0,2.0,1.0,0.0,10.0,1.0,1.0588235294117647,0.7058823529411764,261.8048780487805,S4,754,0.9456889605157129,11.0,183,3.0,0.0,0.0,0.0,2,0,0,0
1.0,6.0,23.0,5.0,1.0,3.0,1.0,3.0,1.0,1.0,1.3333333333333333,259.90909090909093,S4,758,3.9652968036529677,6.0,72,1.0,1.0,1.0,0.0,0,0,0,0
1.0,6.0,29.0,4.0,4.0,7.0,0.0,13.0,0.0,4.0,1.8333333333333333,234.68965517241378,S4,777,0.46529680365296777,6.0,173,1.0,1.0,1.0,0.0,0,1,0,0
1.0,3.0,15.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,220.8,S4,788,7.298630136986301,3.0,80,1.0,0.0,0.0,0.0,0,0,0,0
1.0,2.0,10.0,3.0,3.0,1.0,0.0,5.0,0.0,9.0,2.0,224.625,S4,802,-2.201369863013699,2.0,33,1.0,0.0,0.0,0.0,0,1,0,0
1.0,6.0,19.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.16666666666666666,270.8421052631579,S4,812,-0.3680365296803656,6.0,0,1.0,1.0,1.0,1.0,1,0,0,0
