G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,nPA,nAB,nH,nTB,nBB,nSF,nSH,Season,Hitter ID,is_sub_row,Team,Last Team,Last Session,WAR
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,192.0,0.0,0.0,-0.13401056014692375,0.0,0,1,WC,1,1,0,0,0,0,0,S8,301.0,False,UCL,UCL,3,-0.009275269851170363
4,12,11,1,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,1,1,2,2,4,0,0.09090909090909091,0.16666666666666666,0.09090909090909091,0.25757575757575757,0.0,0.1,,0.0,0.08333333333333333,0.08333333333333333,0.4,0.6,0.6666666666666666,330.8181818181818,0.16666666666666666,0.09090909090909091,-2.0149629410993044,0.0,4,6,SF,12,11,1,1,1,0,0,S8,567.0,False,ORD,ORD,4,-0.1519868601476663
1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,266.0,0.0,0.0,-1.4167830906467271,0.0,0,1,BP,3,3,0,0,0,0,0,S8,1784.0,False,UCL,UCL,3,-0.12930095057410668
2,5,4,1,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0.25,0.4,0.25,0.65,0.0,0.5,,0.0,0.4,0.2,1.0,0.0,,270.6,0.4,0.25,-0.22292568542568558,0.0,1,0,BC,5,4,1,1,1,0,0,S8,2583.0,False,ORD,ORD,3,-0.0016636377249584998
1,3,3,2,1,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,0.6666666666666666,,0.0,0.0,0.0,0.0,1.0,0.0,153.33333333333334,0.6666666666666666,1.6666666666666667,1.427267573696145,0.0,0,1,XB,3,3,2,5,0,0,0,S8,2590.0,False,TEN,TEN,4,0.15510411586018052
2,4,4,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.25,0.25,0.5,0.75,0.25,0.25,,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,2.0,286.25,0.25,0.5,-0.3638888888888888,0.0,2,1,XB,4,4,1,2,0,0,0,S8,2660.0,False,MSU,MSU,3,-0.019885744234800835
3,8,7,3,1,2,1,0,0,4,1,0,0,0,0,0,2,0,1,0,2,0,1,2,0,0.42857142857142855,0.375,0.5714285714285714,0.9464285714285714,0.14285714285714285,0.375,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,309.3,0.375,0.5714285714285714,-0.43624369858136086,0.0,2,4,S,8,7,3,4,0,1,0,S8,2661.0,False,PUR,PUR,4,-0.010618080549959991
4,10,9,2,0,0,2,0,0,4,4,1,0,0,0,0,0,0,0,1,0,2,1,4,0,0.2222222222222222,0.3,0.4444444444444444,0.7444444444444445,0.2222222222222222,0.2222222222222222,,0.0,0.0,0.1,0.375,0.625,0.6,281.1,0.3,0.4444444444444444,0.7520103633740003,0.0,3,5,XB,10,9,2,4,1,0,0,S8,2662.0,False,HRW,HRW,4,0.11645889797262014
3,7,6,1,1,0,1,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,2,1,0,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.6190476190476191,0.16666666666666666,0.2,1.0,0.0,0.14285714285714285,0.14285714285714285,0.25,0.75,0.3333333333333333,234.125,0.2857142857142857,0.3333333333333333,-1.0607962744326378,0.0,1,3,S,7,6,1,2,1,0,0,S8,2663.0,False,HRW,HRW,4,-0.07719912429860969
3,9,8,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,3,2,0,0,0.125,0.2222222222222222,0.125,0.3472222222222222,0.0,0.14285714285714285,,0.0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.3333333333333333,2.0,287.3333333333333,0.2222222222222222,0.125,-2.353687852551489,0.0,4,2,EN,9,8,1,1,1,0,0,S8,2664.0,False,MSU,MSU,4,-0.1982367097834508
