G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Type,Season,Pitcher ID,is_sub_row,Team,Last Team,Last Session,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
2,3.6666666666666665,15,4,2,2,0,0,0,0,0,4,4,5,1,1,0,3.272727272727273,1.090909090909091,6.545454545454547,0.0,0.0,0.0,,0.2857142857142857,0.26666666666666666,0.2857142857142857,0.5523809523809524,0.26666666666666666,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182,4.5,324.26666666666665,-1.161421695668271,-0.3731999999999999,14,1,0,0,0,9,2,0,0,,EG-B,S12,3,False,KCR,KCR,3,1.3392265193370165,5.0,69,2.0,0.0,2.0,0.0,0.0,1,1,0,0,0.5,0.18664274274221876
3,5.666666666666667,29,10,9,9,3,0,0,5,1,6,5,0,2,4,0,9.529411764705882,2.2941176470588234,10.588235294117647,1.0588235294117645,3.1764705882352944,5.294117647058823,1.6666666666666667,0.38461538461538464,0.4482758620689655,0.6153846153846154,1.063660477453581,0.45,0.034482758620689655,0.1724137931034483,0.10344827586206896,0.5,0.5,1.0,214.1290322580645,4.826166581202842,-0.6878,26,0,0,3,0,6,6,2,0,1.0,WC-H,S12,5,False,TEX,TEX,4,3.456873578160546,6.0,220,7.715234537152345,2.0,1.0,0.0,0.0,0,1,0,0,0.0,-0.3463155499811937
2,7.666666666666667,28,5,2,2,1,0,0,7,1,2,2,3,7,3,0,1.5652173913043477,0.7826086956521738,3.9130434782608696,0.7826086956521738,0.7826086956521738,5.478260869565217,7.0,0.18518518518518517,0.21428571428571427,0.37037037037037035,0.5846560846560847,0.21052631578947367,0.03571428571428571,0.25,0.03571428571428571,0.375,0.625,0.6,285.5357142857143,-3.187214611872146,0.25819999999999993,27,0,0,2,0,6,10,0,0,,BS-H,S12,37,False,FLA,FLA,4,1.6000960845544079,7.666666666666667,22,1.0,2.0,1.0,1.0,0.0,1,0,0,0,1.0,0.45032253111461235
2,2.6666666666666665,16,5,6,6,3,0,0,1,0,4,0,1,2,4,0,13.5,3.0,11.25,0.0,6.75,2.25,0.3333333333333333,0.38461538461538464,0.5,0.5384615384615384,1.0384615384615383,0.4166666666666667,0.0,0.0625,0.1875,0.14285714285714285,0.8571428571428571,0.16666666666666666,223.375,3.0547945205479454,-0.43139999999999995,13,0,0,0,1,1,6,0,0,,NH-H,S12,39,False,COL,COL,3,3.9642265193370165,2.6666666666666665,311,4.8399014778325125,1.0,1.0,0.0,0.0,0,0,0,0,0.0,-0.2302788406677101
2,2.0,10,3,0,0,2,0,0,1,0,2,1,1,2,0,0,0.0,2.5,9.0,0.0,6.0,3.0,0.5,0.375,0.5,0.5,1.0,0.42857142857142855,0.0,0.1,0.2,0.6,0.4,1.5,211.2,-1.0770794290746644,0.020199999999999944,8,0,0,1,0,3,2,0,0,,NT-H,S12,59,False,SDP,SDP,2,3.3392265193370165,2.3333333333333335,73,0.9889736477115117,0.0,1.0,0.0,0.0,0,0,1,1,0.0,0.15470832502439422
2,7.0,29,8,6,6,1,0,0,9,3,4,1,5,1,4,0,5.142857142857143,1.2857142857142858,6.857142857142857,2.571428571428571,0.8571428571428571,7.714285714285715,9.0,0.2857142857142857,0.3103448275862069,0.6428571428571429,0.9532019704433499,0.3125,0.10344827586206896,0.3103448275862069,0.034482758620689655,0.5833333333333334,0.4166666666666667,1.4,268.03333333333336,1.461187214611872,-0.11269999999999997,28,0,0,1,0,7,5,1,0,1.0,BF-S,S12,76,False,COL,COL,4,4.767797947908445,7.0,122,5.0,2.0,0.0,0.0,0.0,0,0,0,0,0.0,-0.009817613322096675
2,6.0,28,10,5,5,1,0,0,2,0,6,3,3,3,6,0,5.0,1.8333333333333333,10.0,0.0,1.0,2.0,2.0,0.37037037037037035,0.39285714285714285,0.5555555555555556,0.9484126984126984,0.4,0.0,0.07142857142857142,0.03571428571428571,0.4375,0.5625,0.7777777777777778,242.28571428571428,1.1095890410958908,-0.1714999999999999,27,0,0,3,1,7,9,0,0,,WC-B,S12,100,False,DET,DET,3,1.1725598526703498,6.0,143,5.0,1.0,1.0,0.0,0.0,0,1,1,0,0.0,0.02064216581780869
3,8.333333333333334,33,8,6,6,1,0,0,4,2,4,5,7,3,5,0,4.319999999999999,1.0799999999999998,5.76,1.44,0.72,2.88,4.0,0.25806451612903225,0.2727272727272727,0.5483870967741935,0.8211143695014662,0.23076923076923078,0.06060606060606061,0.12121212121212122,0.030303030303030304,0.6190476190476191,0.38095238095238093,1.625,281.21875,0.07063356164383605,-0.869,31,1,0,1,1,13,8,0,0,,EG-S,S12,103,False,BAL,BAL,3,3.8592265193370165,8.666666666666666,123,6.247544789934423,1.0,3.0,1.0,0.0,1,2,0,0,0.3333333333333333,0.14803790482147805
1,5.0,22,5,0,0,3,0,0,8,0,3,2,1,2,1,0,0.0,1.6,6.0,0.0,3.5999999999999996,9.600000000000001,2.6666666666666665,0.2631578947368421,0.36363636363636365,0.42105263157894735,0.784688995215311,0.45454545454545453,0.0,0.36363636363636365,0.13636363636363635,0.5714285714285714,0.42857142857142855,1.3333333333333333,240.95652173913044,-3.2420091324200913,0.4288,19,0,0,1,1,4,3,1,0,1.0,TT-H,S12,112,False,HOU,HOU,2,-0.06077348066298338,5.0,34,1.0,1.0,0.0,0.0,0.0,1,0,0,0,1.0,0.42760175389925026
1,3.3333333333333335,17,5,4,4,2,0,0,5,1,3,2,1,2,0,0,7.199999999999999,2.1,9.0,1.7999999999999998,3.5999999999999996,9.0,2.5,0.3333333333333333,0.4117647058823529,0.6666666666666666,1.0784313725490196,0.4444444444444444,0.058823529411764705,0.29411764705882354,0.11764705882352941,0.6,0.4,1.5,208.85,2.0534515175933397,-0.26870000000000005,15,0,0,0,1,3,2,3,0,1.0,BF-H,S12,114,False,TEX,TEX,2,4.039226519337016,3.3333333333333335,84,1.6415710503089143,1.0,0.0,0.0,0.0,0,1,0,0,0.0,-0.12544450216055675
