G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,nPA,nAB,nH,nTB,nBB,nSF,nSH,Season,Hitter ID,is_sub_row,Team,Last Team,WAR
3,8,8,3,2,1,2,0,0,5,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0.375,0.375,0.625,1.0,0.25,0.5,,0.0,0.25,0.0,0.3333333333333333,0.6666666666666666,0.5,207.625,0.375,0.625,0.19590140251822907,0.04790000000000001,1,2,BP,8,8,3,5,0,0,0,S5,17,False,YUM,YUM,0.047316818323675576
4,12,10,3,2,1,2,0,0,5,2,2,0,3,0,0,0,0,0,1,2,1,1,0,0,0.3,0.4166666666666667,0.5,0.9166666666666667,0.2,0.42857142857142855,,0.0,0.25,0.16666666666666666,0.8,0.2,4.0,239.33333333333334,0.4166666666666667,0.5,0.5918892391863566,0.1301,4,1,1B,12,10,3,5,2,0,0,S5,18,False,MVM,MVM,0.10077894102641465
3,9,9,2,1,1,0,0,1,5,1,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.7777777777777778,0.33333333333333337,0.25,,0.1111111111111111,0.4444444444444444,0.0,0.3333333333333333,0.6666666666666666,0.5,251.66666666666666,0.2222222222222222,0.5555555555555556,-1.154531406467395,-0.1857,1,2,TT,9,9,2,5,0,0,0,S5,20,False,POR,POR,-0.08426062781590525
9,22,16,2,3,0,1,0,1,6,1,6,0,6,0,0,1,0,0,0,1,1,4,2,0,0.125,0.36363636363636365,0.375,0.7386363636363636,0.25,0.1111111111111111,0.0,0.045454545454545456,0.2727272727272727,0.2727272727272727,0.25,0.75,0.3333333333333333,215.95652173913044,0.36363636363636365,0.4117647058823529,-0.49290883552681686,0.06863400000000003,2,6,XB,22,17,3,7,5,0,0,S5,22,False,PPP,PPP,0.026957481144913153
1,3,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,,0.0,0.0,0.0,0.5,0.5,1.0,279.6666666666667,0.3333333333333333,0.3333333333333333,0.34973711281229136,0.08749999999999998,1,1,BC,3,3,1,1,0,0,0,S5,24,False,MVM,MVM,0.04537121555817388
5,14,12,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,1,1,3,5,0,0.08333333333333333,0.21428571428571427,0.08333333333333333,0.2976190476190476,0.0,0.09090909090909091,,0.0,0.07142857142857142,0.14285714285714285,0.2727272727272727,0.7272727272727273,0.375,286.85714285714283,0.07142857142857142,0.07142857142857142,-3.791942957044421,-0.20733500000000002,3,8,SF,14,14,1,1,0,0,0,S5,29,False,PPP,PPP,-0.33067260907869994
14,48,41,9,7,3,1,1,4,24,12,7,0,17,0,0,0,0,0,2,9,0,4,2,0,0.21951219512195122,0.3333333333333333,0.5853658536585366,0.9186991869918699,0.36585365853658536,0.25,,0.08333333333333333,0.3541666666666667,0.14583333333333334,0.6470588235294118,0.35294117647058826,1.8333333333333333,242.14583333333334,0.3333333333333333,0.5952380952380952,2.6661379238310334,-0.17446699999999998,11,6,TT,48,42,10,25,6,0,0,S5,32,False,2TM,LMN,0.43297386081421935
13,34,30,7,3,3,0,1,3,18,9,4,0,13,0,0,0,0,0,2,7,0,2,1,0,0.23333333333333334,0.3235294117647059,0.6,0.9235294117647059,0.36666666666666664,0.2857142857142857,,0.08823529411764706,0.38235294117647056,0.11764705882352941,0.75,0.25,3.0,247.0,0.3235294117647059,0.6129032258064516,1.7744715704332665,-0.11256700000000006,9,3,TT,34,31,8,19,3,0,0,S5,32,True,PPP,PPP,0.29528553884870046
5,14,11,2,4,0,1,0,1,6,3,3,0,4,0,0,0,0,0,0,2,0,2,1,0,0.18181818181818182,0.35714285714285715,0.5454545454545454,0.9025974025974026,0.3636363636363636,0.16666666666666666,,0.07142857142857142,0.2857142857142857,0.21428571428571427,0.4,0.6,0.6666666666666666,230.35714285714286,0.35714285714285715,0.5454545454545454,0.8916663533977668,-0.06190000000000001,2,3,TT,14,11,2,6,3,0,0,S5,32,True,LMN,LMN,0.13768832196551886
6,18,17,7,2,3,2,0,2,15,2,1,0,3,0,0,0,0,0,1,2,2,3,0,0,0.4117647058823529,0.4444444444444444,0.8823529411764706,1.326797385620915,0.47058823529411764,0.4166666666666667,,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.625,0.375,1.6666666666666667,214.0,0.4444444444444444,0.8823529411764706,0.6221094982491044,0.2202,5,3,BC,18,17,7,15,1,0,0,S5,33,False,KRB,KRB,0.12459597548657894
7,20,17,3,1,2,1,0,0,4,2,3,1,2,0,1,0,0,0,0,1,3,5,3,0,0.17647058823529413,0.3,0.23529411764705882,0.5352941176470588,0.05882352941176469,0.2,1.0,0.0,0.1,0.15,0.3333333333333333,0.6666666666666666,0.5,285.75,0.25,0.2222222222222222,-1.1718606360520645,0.13431500000000005,4,8,S,20,18,3,4,2,0,0,S5,34,False,2TM,MVM,-0.04786936842557478
6,17,15,3,0,2,1,0,0,4,2,2,1,2,0,1,0,0,0,0,1,1,5,3,0,0.2,0.29411764705882354,0.26666666666666666,0.5607843137254902,0.06666666666666665,0.23076923076923078,1.0,0.0,0.11764705882352941,0.11764705882352941,0.2,0.8,0.25,271.88235294117646,0.29411764705882354,0.26666666666666666,-0.5083516936053356,0.19221500000000002,2,8,S,17,15,3,4,2,0,0,S5,34,True,LMN,LMN,0.008084021542153352
1,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,0.0,0.0,0.3333333333333333,1.0,0.0,,364.3333333333333,0.0,0.0,-0.6635089424467289,-0.0579,2,0,S,3,3,0,0,0,0,0,S5,34,True,MVM,MVM,-0.05595338996772814
4,10,9,1,0,0,1,0,0,2,0,1,0,4,0,0,0,0,0,0,1,0,3,0,0,0.1111111111111111,0.2,0.2222222222222222,0.4222222222222222,0.1111111111111111,0.2,,0.0,0.4,0.1,0.25,0.75,0.3333333333333333,254.5,0.2,0.2222222222222222,-1.7991424275341201,-0.26339999999999997,1,3,BP,10,9,1,2,1,0,0,S5,35,False,ISO,ISO,-0.1452558951635962
3,12,11,5,3,3,1,0,1,9,4,0,0,1,0,0,0,0,1,0,1,2,2,1,0,0.45454545454545453,0.4166666666666667,0.8181818181818182,1.2348484848484849,0.3636363636363637,0.4,,0.08333333333333333,0.08333333333333333,0.0,0.42857142857142855,0.5714285714285714,0.75,221.41666666666666,0.4166666666666667,0.8181818181818182,2.3481354650256185,0.1626,3,4,WC,12,11,5,9,0,1,0,S5,36,False,2TM,LMN,0.27640356361034085
3,10,9,4,3,2,1,0,1,8,4,0,0,1,0,0,0,0,1,0,1,2,1,1,0,0.4444444444444444,0.4,0.8888888888888888,1.2888888888888888,0.4444444444444444,0.375,,0.1,0.1,0.0,0.5,0.5,1.0,236.6,0.4,0.8888888888888888,2.2938198680649196,0.12279999999999999,3,3,WC,10,9,4,8,0,1,0,S5,36,True,YUM,YUM,0.2640403343963078
1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0,0.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,145.5,0.5,0.5,0.054315596960699375,0.0398,0,1,WC,2,2,1,1,0,0,0,S5,36,True,LMN,LMN,0.012363229214033104
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,273.0,0.0,,-0.06575270271207367,0.042199999999999994,0,2,SM,1,0,0,,0,1,0,S5,37,False,GBC,GBC,-0.003109435512225784
12,34,29,10,5,6,4,0,0,14,3,5,0,4,1,0,0,0,0,0,3,5,3,4,0,0.3448275862068966,0.4411764705882353,0.4827586206896552,0.9239350912778905,0.13793103448275862,0.4,,0.0,0.11764705882352941,0.14705882352941177,0.5333333333333333,0.4666666666666667,1.1428571428571428,241.66666666666666,0.35294117647058826,0.46875,1.0021518127191105,0.18825500000000003,8,7,1B,34,32,10,15,2,0,0,S5,39,False,GBC,GBC,0.2180535630772849
4,13,11,2,2,0,1,1,0,5,2,2,1,3,1,0,0,0,0,0,2,1,3,0,0,0.18181818181818182,0.3076923076923077,0.45454545454545453,0.7622377622377623,0.2727272727272727,0.25,,0.0,0.23076923076923078,0.15384615384615385,0.5,0.5,1.0,237.8181818181818,0.3076923076923077,0.45454545454545453,0.6243777339642869,0.08547199999999999,3,3,BC,13,11,2,5,2,0,0,S5,41,False,YUM,YUM,0.10749362526318926
3,6,5,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,,0.0,0.5,0.16666666666666666,0.5,0.5,1.0,279.5,0.16666666666666666,0.0,-1.6367094986142603,-0.10039999999999996,1,1,1B,6,5,0,0,1,0,0,S5,42,False,2TM,RKT,-0.14287594130753653
1,3,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,,,0.0,0.6666666666666666,0.3333333333333333,,,,262.0,0.3333333333333333,0.0,-0.5385739480977577,0.04180000000000002,0,0,1B,3,2,0,0,1,0,0,S5,42,True,SAR,SAR,-0.04345989053283102
2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3333333333333333,0.0,0.5,0.5,1.0,297.0,0.0,0.0,-1.098135550516503,-0.14219999999999997,1,1,1B,3,3,0,0,0,0,0,S5,42,True,RKT,RKT,-0.09941605077470554
3,8,8,3,1,1,0,1,1,8,2,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0.375,0.375,1.0,1.375,0.625,0.3333333333333333,,0.125,0.125,0.0,0.6,0.4,1.5,193.625,0.375,1.0,0.6555264746596798,0.30430000000000007,3,2,BC,8,8,3,8,0,0,0,S5,45,False,YUM,YUM,0.09327932553782066
1,1,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,1.0,1.0,,0.0,0.0,0.0,,,,55.0,1.0,2.0,1.0389673483222235,0.35409999999999997,0,0,SF,1,1,1,2,0,0,0,S5,46,False,YUM,YUM,0.10736256959120394
4,12,11,3,2,1,1,0,1,7,5,1,0,4,0,0,0,0,0,1,1,1,1,1,0,0.2727272727272727,0.3333333333333333,0.6363636363636364,0.9696969696969697,0.36363636363636365,0.3333333333333333,,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.6,0.4,1.5,253.0,0.3333333333333333,0.5454545454545454,1.5032087930565108,0.28778299999999996,3,2,WC,12,11,3,6,1,0,0,S5,48,False,YUM,YUM,0.1919108964134301
4,12,10,2,2,1,1,0,0,3,2,1,0,1,0,0,0,0,1,0,1,1,4,2,0,0.2,0.25,0.3,0.55,0.09999999999999998,0.2,,0.0,0.08333333333333333,0.08333333333333333,0.2222222222222222,0.7777777777777778,0.2857142857142857,268.0,0.25,0.2222222222222222,-0.9577249743938224,-0.07929999999999998,2,7,1B,12,9,1,2,2,1,0,S5,49,False,RKT,RKT,-0.05418248033160324
7,19,16,1,2,0,0,0,1,4,2,2,0,7,3,0,0,0,1,2,3,3,3,0,0,0.0625,0.15789473684210525,0.25,0.40789473684210525,0.1875,0.0,,0.05263157894736842,0.3684210526315789,0.10526315789473684,0.6666666666666666,0.3333333333333333,2.0,284.3125,0.15789473684210525,0.25,-2.9415393704084503,-0.37249999999999994,8,4,BP,19,16,1,4,2,1,0,S5,50,False,YUM,YUM,-0.22830307662019494
2,6,6,2,1,1,0,0,1,5,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0.3333333333333333,0.3333333333333333,0.8333333333333334,1.1666666666666667,0.5,0.3333333333333333,,0.16666666666666666,0.3333333333333333,0.0,1.0,0.0,,227.0,0.3333333333333333,0.8333333333333334,1.3333331727997881,0.04989999999999997,2,0,EN,6,6,2,5,0,0,0,S5,54,False,CHI,CHI,0.15412832583386832
3,8,8,3,2,1,0,0,2,9,4,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0.375,0.375,1.125,1.5,0.75,0.2,,0.25,0.125,0.0,0.75,0.25,3.0,240.375,0.375,1.125,2.6155288183468812,-0.02564899999999999,3,1,BN,8,8,3,9,0,0,0,S5,55,False,YUM,YUM,0.2892795599065408
6,15,14,4,3,2,0,0,2,10,4,1,0,3,1,0,0,0,0,2,4,0,2,1,0,0.2857142857142857,0.3333333333333333,0.7142857142857143,1.0476190476190477,0.4285714285714286,0.2222222222222222,,0.13333333333333333,0.2,0.06666666666666667,0.6666666666666666,0.3333333333333333,2.0,270.7857142857143,0.3333333333333333,0.6923076923076923,0.13279364105022262,-0.09120000000000002,6,3,S,15,13,3,9,2,0,0,S5,56,False,NUL,NUL,0.06526688548974602
5,9,9,1,0,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,1,3,2,1,0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.125,,0.0,0.1111111111111111,0.0,0.5714285714285714,0.42857142857142855,1.3333333333333333,329.0,0.1111111111111111,0.2222222222222222,-0.9427263051518342,-0.2942,4,3,1B,9,9,1,2,0,0,0,S5,59,False,CHI,CHI,-0.06308011768434917
12,33,32,11,5,6,3,0,2,20,6,1,0,1,0,0,0,0,0,0,3,1,11,5,0,0.34375,0.36363636363636365,0.625,0.9886363636363636,0.28125,0.3103448275862069,,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.2,0.8,0.25,230.21212121212122,0.36363636363636365,0.59375,2.5155682924781284,0.4351,4,16,SM,33,32,11,19,1,0,0,S5,63,False,2TM,CHI,0.3659293762942051
9,20,19,5,3,2,1,0,2,12,5,1,0,1,0,0,0,0,0,0,1,0,8,4,0,0.2631578947368421,0.3,0.631578947368421,0.9315789473684211,0.3684210526315789,0.1875,,0.1,0.05,0.05,0.07692307692307693,0.9230769230769231,0.08333333333333333,239.9,0.3,0.631578947368421,1.1388917176535411,0.4633000000000001,1,12,SM,20,19,5,12,1,0,0,S5,63,True,CHI,CHI,0.18320586694498578
5,13,13,6,2,4,2,0,0,8,1,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0.46153846153846156,0.46153846153846156,0.6153846153846154,1.076923076923077,0.15384615384615385,0.46153846153846156,,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.75,215.30769230769232,0.46153846153846156,0.5384615384615384,1.3766765748245877,-0.0282,3,4,SM,13,13,6,7,0,0,0,S5,63,True,LMN,LMN,0.18272350934921935
7,20,19,5,2,1,2,1,1,12,7,1,0,3,0,0,1,0,0,0,2,2,3,4,0,0.2631578947368421,0.3,0.631578947368421,0.9315789473684211,0.3684210526315789,0.26666666666666666,0.0,0.05,0.15,0.05,0.36363636363636365,0.6363636363636364,0.5714285714285714,276.0952380952381,0.3,0.5263157894736842,2.9854686405353656,0.046468,4,7,S,20,19,5,10,1,0,0,S5,65,False,TAC,TAC,0.3678635592331682
1,2,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.5,,,,240.5,1.0,1.0,-0.36459199463882275,-0.0189,0,0,SF,2,1,1,1,1,0,0,S5,66,False,TAC,TAC,-0.029527529945919107
3,8,7,4,1,2,1,0,1,8,2,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0.5714285714285714,0.625,1.1428571428571428,1.7678571428571428,0.5714285714285714,0.6,1.0,0.125,0.125,0.125,1.0,0.0,,200.0,0.625,1.1666666666666667,2.29980672496417,0.15222500000000003,3,0,1B,8,6,3,7,2,0,0,S5,67,False,CHI,CHI,0.25770735056826966
4,8,8,2,1,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0.25,0.25,0.625,0.875,0.375,0.14285714285714285,,0.125,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,240.5,0.25,0.625,-0.328750630988346,-0.2099,2,4,WC,8,8,2,5,0,0,0,S5,68,False,CHI,CHI,-0.005148385026981933
7,16,16,8,3,3,3,0,2,17,2,0,0,4,0,1,1,0,0,0,1,0,1,2,0,0.5,0.5,1.0625,1.5625,0.5625,0.6,0.5,0.125,0.25,0.0,0.25,0.75,0.3333333333333333,196.94444444444446,0.5,1.0625,2.2067496913549114,0.23952700000000002,1,3,BC,16,16,8,17,0,0,0,S5,71,False,CHI,CHI,0.2761283252791965
4,12,12,2,0,0,1,1,0,5,3,0,0,4,0,0,0,0,0,0,1,1,1,3,0,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.5833333333333334,0.25,0.25,,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.5,246.83333333333334,0.16666666666666666,0.3333333333333333,-0.0908647276575345,0.028800000000000006,2,4,XB,12,12,2,4,0,0,0,S5,72,False,CHI,CHI,0.03250354434202555
2,6,5,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,,0.0,0.3333333333333333,0.16666666666666666,1.0,0.0,,357.5,0.16666666666666666,0.0,-0.9753715483157287,-0.007899999999999999,3,0,BN,6,5,0,0,1,0,0,S5,73,False,LMN,LMN,-0.07674214627768336
3,8,6,1,2,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0,3,0,1,1,0,0.16666666666666666,0.375,0.6666666666666666,1.0416666666666665,0.5,0.0,,0.125,0.0,0.25,0.6,0.4,1.5,237.75,0.375,0.6666666666666666,-0.17928919916313424,-0.04440000000000001,3,2,SF,8,6,1,4,2,0,0,S5,74,False,RKT,RKT,0.009797758155539243
5,12,10,2,0,1,1,0,0,3,1,2,0,3,0,0,2,0,0,0,1,1,2,1,0,0.2,0.3333333333333333,0.3,0.6333333333333333,0.09999999999999998,0.2857142857142857,0.0,0.0,0.25,0.16666666666666666,0.4,0.6,0.6666666666666666,263.53846153846155,0.3333333333333333,0.3,-0.7951305097925576,-0.006700000000000025,2,3,1B,12,10,2,3,2,0,0,S5,76,False,KTY,KTY,-0.03792303387147676
2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.5,1.0,301.5,0.0,0.0,-1.6952280454217434,-0.1026,1,1,BP,4,4,0,0,0,0,0,S5,78,False,SAR,SAR,-0.155659465506248
4,11,10,2,1,1,1,0,0,3,3,1,0,2,0,0,1,0,0,1,2,2,1,1,0,0.2,0.2727272727272727,0.3,0.5727272727272728,0.09999999999999998,0.25,0.0,0.0,0.18181818181818182,0.09090909090909091,0.7142857142857143,0.2857142857142857,2.5,313.3333333333333,0.2727272727272727,0.3,-0.9628799891183667,-0.058201,5,2,BP,11,10,2,3,1,0,0,S5,79,False,2TM,ISO,-0.05816381656303925
2,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.4,0.0,0.75,0.25,3.0,360.4,0.0,0.0,-2.4445287322802876,-0.1722,3,1,BP,5,5,0,0,0,0,0,S5,79,True,NUL,NUL,-0.22712369943312086
2,6,5,2,1,1,1,0,0,3,3,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0.4,0.5,0.6,1.1,0.19999999999999996,0.4,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.3333333333333333,2.0,279.7142857142857,0.5,0.6,1.4816487431619216,0.11399899999999999,2,1,BP,6,5,2,3,1,0,0,S5,79,True,ISO,ISO,0.16895988287008165
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,1.0,395.5,0.0,0.0,-0.7508941066708134,-0.06470000000000001,1,1,BP,2,2,0,0,0,0,0,S5,80,False,KTY,KTY,-0.06815774114911817
1,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,,0.0,0.0,0.0,1.0,0.0,,287.3333333333333,0.3333333333333333,0.3333333333333333,-0.02783729520465783,0.0233,2,0,1B,3,3,1,1,0,0,0,S5,82,False,KTY,KTY,0.0076137747564789665
4,11,9,2,1,0,1,1,0,5,1,2,0,2,0,0,0,0,0,0,0,1,2,2,0,0.2222222222222222,0.36363636363636365,0.5555555555555556,0.9191919191919192,0.33333333333333337,0.2857142857142857,,0.0,0.18181818181818182,0.18181818181818182,0.2,0.8,0.25,222.9090909090909,0.36363636363636365,0.5555555555555556,-0.09485333531345724,0.014299999999999981,1,4,BP,11,9,2,5,2,0,0,S5,84,False,KTY,KTY,0.028638848817451695
5,12,12,3,1,2,1,0,0,4,0,0,0,2,0,0,0,0,0,0,1,2,3,1,0,0.25,0.25,0.3333333333333333,0.5833333333333333,0.08333333333333331,0.3,,0.0,0.16666666666666666,0.0,0.42857142857142855,0.5714285714285714,0.75,267.25,0.25,0.25,-2.4107744120888115,-0.3374,3,4,S,12,12,3,3,0,0,0,S5,90,False,NUL,NUL,-0.19948742410110215
4,11,9,0,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,3,1,0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,,0.0,0.45454545454545453,0.18181818181818182,0.0,1.0,0.0,261.3636363636364,0.09090909090909091,0.0,-3.0705804345144765,-0.43359999999999993,0,4,S,11,10,0,0,1,0,0,S5,91,False,JUP,JUP,-0.2689338611026503
3,8,7,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0.14285714285714285,0.125,0.2857142857142857,0.4107142857142857,0.14285714285714285,0.125,,0.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.2857142857142857,256.75,0.125,0.2857142857142857,-1.2409986202745804,-0.1963,2,7,SM,8,7,1,2,0,1,0,S5,93,False,TAC,TAC,-0.09637318395560537
4,8,7,1,1,1,0,0,0,1,0,1,0,2,1,0,0,0,0,1,2,1,1,0,0,0.14285714285714285,0.25,0.14285714285714285,0.39285714285714285,0.0,0.2,,0.0,0.25,0.125,0.8,0.2,4.0,282.14285714285717,0.25,0.14285714285714285,-2.317172245974516,-0.18730000000000002,4,1,BP,8,7,1,1,1,0,0,S5,97,False,KTY,KTY,-0.20399054652559895
