ID,Season,Display Season,Team,Franchise,HR,3B,2B,1B,BB,IBB,Auto BB,FO,SO,PO,RGO,LGO,LO,SF,SH,GO,DP,TP,SB,CS,H,IP,BF,AB,TB,G_list,G,ER,Total Diff,Total Plays,RE24,WAR,WPA,0 Diffs,500 Diffs,300+ Pitches,400+ Pitches,Last Team,Last Session,W,L,SV,HLD,BS,GS,GF,CG,SHO,OPP,nER,nIP,FIP Constant,lgnER,lgnIP,lgnERA,ERA,WHIP,FIP,H6,HR6,BB6,SO6,SO/BB,BA,OBP,SLG,OPS,BABIP,SB%,HR%,K%,BB%,GB%,FB%,GB/FB,W-L%,SV%,nERA,Avg Diff,Name,Batting Type,Pitching Type,Handedness,Position,Pitching Type (Main),ERA-
1,5,S5,BOS,BOS,0,0,6,2,3,0,0,6,3,2,6,6,0,0,0,12,1,0,1,0,8,8.0,34,31,14,"{5018, 5138}",2,4,8694.0,35,-1.1501340482573728,0.2542260989974594,-0.14599999999999996,0,0,13,6,TBR,10,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,8.0,1.270132638559924,1907.8838001557128,2798.0,4.0912447465812285,3.0,1.375,1.645132638559924,6.0,0.0,2.25,2.25,1.0,0.25806451612903225,0.3235294117647059,0.4117647058823529,0.7352941176470589,0.2857142857142857,1.0,0.0,0.08823529411764706,0.08823529411764706,0.6,0.3,2.0,0.0,0.0,3.0,248.4,Thomas Nova,BP,EG-H,Left,P,EG,73.32731688826227
1,5,S5,KCR,KCR,0,0,2,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,2,2.0,8,8,4,{5036},1,0,1585.0,8,-0.8759567296469473,0.11941571734680263,0.1679,0,0,2,0,TBR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.270132638559924,1907.8838001557128,2798.0,4.0912447465812285,0.0,1.0,1.270132638559924,6.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.75,0.25,0.0,0.0,0.0,0.0,0.5,0.5,1.0,,0.0,0.0,198.125,Thomas Nova,BP,EG-H,Left,P,EG,0.0
1,5,S5,LAA,TEX,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,4,1.0,6,6,9,{5128},1,2,859.0,6,1.3562332439678284,-0.11175829111020193,-0.3975000000000001,1,0,1,0,TBR,9,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.568548387096774,0.6666666666666666,1.270132638559924,1907.8838001557128,2798.0,4.0912447465812285,12.0,4.0,12.270132638559923,24.0,6.0,0.0,6.0,inf,0.6666666666666666,0.6666666666666666,1.5,2.1666666666666665,0.75,0.0,0.16666666666666666,0.16666666666666666,0.0,1.0,0.0,inf,0.0,0.0,23.116935483870968,143.16666666666666,Thomas Nova,BP,EG-H,Left,P,EG,565.0342845704403
1,5,S5,MIA,FLA,2,0,0,1,1,0,0,2,1,0,5,3,0,0,0,8,1,0,0,1,3,4.333333333333333,15,14,9,{5116},1,2,4259.0,16,-0.8373022486293265,0.14737031362714847,0.1285,1,0,9,3,TBR,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.3815315315315315,4.333333333333333,1.270132638559924,1907.8838001557128,2798.0,4.0912447465812285,2.769230769230769,0.9230769230769231,7.500901869329155,4.153846153846154,2.769230769230769,1.3846153846153846,1.3846153846153846,1.0,0.21428571428571427,0.26666666666666666,0.6,0.8666666666666667,0.09090909090909091,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.8,0.2,4.0,,0.0,3.297505197505197,266.1875,Thomas Nova,BP,EG-H,Left,P,EG,80.59906951938515
1,5,S5,NYY,NYY,0,3,2,4,2,0,0,2,3,0,3,2,0,0,1,5,0,0,2,2,9,4.333333333333333,22,19,17,{5166},1,3,5710.0,26,0.6203819061136518,0.041376953630485575,-0.20489999999999997,0,0,7,2,TBR,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.8392156862745095,4.333333333333333,1.270132638559924,1907.8838001557128,2798.0,4.0912447465812285,4.153846153846154,2.5384615384615388,1.270132638559924,12.461538461538463,0.0,2.769230769230769,4.153846153846154,1.5,0.47368421052631576,0.5238095238095238,0.7727272727272727,1.2965367965367967,0.5625,0.5,0.0,0.13636363636363635,0.09090909090909091,0.7142857142857143,0.2857142857142857,2.5,,0.0,6.700452488687783,219.6153846153846,Thomas Nova,BP,EG-H,Left,P,EG,163.7754009775849
1,5,S5,OAK,OAK,0,0,5,0,1,0,0,1,4,0,0,3,0,0,0,3,0,0,1,0,5,2.6666666666666665,14,13,10,{5051},1,4,2959.0,15,1.502821353525107,-0.09061955213605835,-0.2071,1,0,3,3,TBR,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.4718614718614718,2.6666666666666665,1.270132638559924,1907.8838001557128,2798.0,4.0912447465812285,9.0,2.25,-0.6048673614400759,11.25,0.0,2.25,9.0,4.0,0.38461538461538464,0.42857142857142855,0.7142857142857143,1.1428571428571428,0.5555555555555556,1.0,0.0,0.2857142857142857,0.07142857142857142,0.75,0.25,3.0,0.0,0.0,7.811688311688312,197.26666666666668,Thomas Nova,BP,EG-H,Left,P,EG,190.9367147545011
1,5,S5,PHI,PHI,0,1,2,7,0,0,0,0,2,0,1,8,0,0,0,9,3,0,0,1,10,5.0,21,21,14,{5197},1,4,5605.0,21,0.781166219839142,0.009388500066882549,-0.22030000000000005,0,0,10,9,TBR,14,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.235906415681697,4.333333333333333,1.270132638559924,1907.8838001557128,2798.0,4.0912447465812285,4.800000000000001,2.0,0.47013263855992404,12.0,0.0,0.0,2.4000000000000004,inf,0.47619047619047616,0.47619047619047616,0.6666666666666666,1.1428571428571428,0.5263157894736842,0.0,0.0,0.09523809523809523,0.0,1.0,0.0,inf,0.0,0.0,5.865101190943888,266.9047619047619,Thomas Nova,BP,EG-H,Left,P,EG,143.3573778700223
1,5,S5,TEX,CLE,0,1,5,5,2,0,0,4,5,0,14,3,0,0,0,17,0,0,0,1,11,9.0,39,37,18,"{5082, 5007}",2,6,9733.0,40,0.20609919571045576,0.13849030233949397,0.005199999999999969,0,0,16,3,TBR,6,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,9.0,1.270132638559924,1907.8838001557128,2798.0,4.0912447465812285,4.0,1.4444444444444444,0.8256881941154797,7.333333333333334,0.0,1.3333333333333333,3.3333333333333335,2.5,0.2972972972972973,0.3333333333333333,0.46153846153846156,0.7948717948717949,0.34375,0.0,0.0,0.1282051282051282,0.05128205128205128,0.8095238095238095,0.19047619047619047,4.25,0.5,0.0,4.666666666666667,243.325,Thomas Nova,BP,EG-H,Left,P,EG,114.06471515951908
1,5,S5,TOR,TOR,1,0,1,1,2,0,0,3,5,1,4,3,0,0,0,7,1,0,1,1,3,6.0,21,19,7,{5228},1,2,6200.0,23,-1.8626005361930296,0.27774268121786316,0.3448,0,0,9,4,TBR,16,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,6.0,1.270132638559924,1907.8838001557128,2798.0,4.0912447465812285,2.0,0.8333333333333334,2.7701326385599243,3.0,1.0,2.0,5.0,2.5,0.15789473684210525,0.23809523809523808,0.3333333333333333,0.5714285714285714,0.15384615384615385,0.5,0.047619047619047616,0.23809523809523808,0.09523809523809523,0.6363636363636364,0.2727272727272727,2.3333333333333335,1.0,0.0,2.0,269.5652173913044,Thomas Nova,BP,EG-H,Left,P,EG,48.88487792550818
1,6,S6,BAL,BAL,1,1,1,4,2,0,0,3,2,3,2,3,0,1,0,5,0,0,3,2,7,5.0,22,19,13,{6172},1,3,6543.0,27,1.1440677966101696,-0.0014740642660517056,-0.18569999999999995,1,0,11,5,TBR,12,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0962502985431095,1603.725322080545,2792.6666666666665,3.4455783954941293,3.5999999999999996,1.8,4.09625029854311,8.399999999999999,1.2000000000000002,2.4000000000000004,2.4000000000000004,1.0,0.3684210526315789,0.4090909090909091,0.5909090909090909,1.0,0.35294117647058826,0.6,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.2727272727272727,1.6666666666666667,0.0,0.0,4.800000000000001,242.33333333333334,Thomas Nova,P,FP-H,Left,P,FP,139.30897657929023
