G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,Season,Hitter ID,is_sub_row,Team,Last Team,WAR
2,5,4,3,3.0,2,0,0,1,6,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75,0.8,1.5,2.3,0.75,1.0,,0.2,0.2,0.2,,,,162.2,0.8,1.5,3.0585911776991495,0.0,0,0,XB,S3,78.0,False,SCB,SCB,0.3255031971675878
4,7,7,2,0.0,1,1,0,0,3,2.0,0,0,3,2,0,0,0,0,0,1,0,1,0,0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.7142857142857142,0.14285714285714285,0.5,,0.0,0.42857142857142855,0.0,0.5,0.5,1.0,239.6,0.2857142857142857,0.42857142857142855,0.2962328520363765,0.0,1,1,BP,S3,79.0,False,SCB,SCB,0.0571249963603796
1,3,3,2,1.0,0,1,0,1,6,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6666666666666666,0.6666666666666666,2.0,2.6666666666666665,1.3333333333333335,0.5,,0.3333333333333333,0.0,0.0,1.0,0.0,,174.0,0.6666666666666666,2.0,0.9975592674300524,0.0,1,0,BP,S3,80.0,False,SCB,SCB,0.11154237438160894
1,2,1,1,1.0,0,1,0,0,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,3.0,1.0,1.0,,0.0,0.0,0.5,,,,127.5,1.0,2.0,0.8761413169530383,0.0,0,0,BC,S3,81.0,False,SCB,SCB,0.09547176345437296
1,2,2,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,1.0,0.0,293.5,0.0,0.0,-0.7899652473276558,0.0,0,1,WC,S3,83.0,False,SCB,SCB,-0.07113889297369645
3,8,6,1,2.0,0,0,0,1,4,2.0,1,0,2,0,0,0,0,1,0,1,1,1,0,0,0.16666666666666666,0.25,0.6666666666666666,0.9166666666666666,0.5,0.0,,0.125,0.25,0.125,0.5,0.5,1.0,276.625,0.25,0.6666666666666666,-0.9069127481619331,0.0,2,2,BP,S3,84.0,False,SCB,SCB,-0.059260747779916786
4,9,9,3,1.0,3,0,0,0,3,0.0,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.42857142857142855,,0.0,0.2222222222222222,0.0,0.5,0.5,1.0,252.25,0.3333333333333333,0.3333333333333333,-1.8158323473305051,0.0,2,2,BC,S3,85.0,False,SCB,SCB,-0.14622389181723944
5,12,10,2,4.0,0,0,0,2,8,5.0,2,0,4,1,0,0,0,0,0,1,3,0,0,0,0.2,0.3333333333333333,0.8,1.1333333333333333,0.6000000000000001,0.0,,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.0,0.0,,319.3,0.3333333333333333,0.8,2.587560609808998,0.0,4,0,BN,S3,86.0,False,SCB,SCB,0.3059018515353146
1,2,2,1,1.0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,0.0,0.5,,0.0,0.0,0.0,1.0,0.0,,282.5,0.5,0.5,-0.14818423914936762,0.0,1,0,BC,S3,87.0,False,SCB,SCB,-0.006960792155867633
2,4,4,1,1.0,0,1,0,0,2,0.0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0.25,0.25,0.5,0.75,0.25,0.25,,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,2.0,294.25,0.25,0.5,-1.0919573606619628,0.0,2,1,BN,S3,88.0,False,SCB,SCB,-0.09348047254805802
3,7,6,0,0.0,0,0,0,0,0,0.0,1,1,1,0,0,0,0,0,0,2,2,1,0,0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,,0.0,0.14285714285714285,0.14285714285714285,0.8,0.2,4.0,376.1666666666667,0.14285714285714285,0.0,-1.6198213870696359,0.0,4,1,EN,S3,89.0,False,SCB,SCB,-0.13448042755022163
8,21,17,4,1.0,2,2,0,0,6,0.0,4,0,7,0,0,0,0,0,2,0,0,4,0,0,0.23529411764705882,0.38095238095238093,0.35294117647058826,0.7338935574229692,0.11764705882352944,0.4,,0.0,0.3333333333333333,0.19047619047619047,0.3333333333333333,0.6666666666666666,0.5,267.3,0.38095238095238093,0.35294117647058826,-2.886327532071732,0.0,2,4,S,S3,91.0,False,LAN,LAN,-0.20612761973694735
2,6,5,2,3.0,0,2,0,0,4,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0.4,0.5,0.8,1.3,0.4,0.5,,0.0,0.16666666666666666,0.16666666666666666,0.5,0.5,1.0,237.83333333333334,0.5,0.8,0.21991083848137663,0.0,1,1,BP,S3,92.0,False,LAN,LAN,0.04556397912534506
3,7,7,3,1.0,2,0,0,1,6,1.0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.42857142857142855,0.42857142857142855,0.8571428571428571,1.2857142857142856,0.42857142857142855,0.3333333333333333,,0.14285714285714285,0.0,0.0,0.75,0.25,3.0,264.0,0.42857142857142855,0.8571428571428571,-1.4818229772103426,0.0,3,1,SM,S3,93.0,False,LAN,LAN,-0.1206805865642923
2,7,7,2,2.0,2,0,0,0,2,1.0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.0,0.2857142857142857,,0.0,0.0,0.0,0.6,0.4,1.5,301.7142857142857,0.2857142857142857,0.2857142857142857,-1.5655709947765781,0.0,3,2,BP,S3,97.0,False,LAN,LAN,-0.12905538832091584
1,3,3,3,2.0,1,0,1,1,8,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.6666666666666665,3.6666666666666665,1.6666666666666665,1.0,,0.3333333333333333,0.0,0.0,,,,47.0,1.0,2.6666666666666665,3.515516414055501,0.0,0,0,BN,S3,98.0,False,LAN,LAN,0.36333808904415377
1,4,3,2,2.0,0,0,0,2,8,5.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6666666666666666,0.5,2.6666666666666665,3.1666666666666665,2.0,0.0,,0.5,0.0,0.0,0.5,0.5,1.0,194.75,0.5,2.6666666666666665,2.8890551412872845,0.0,1,1,BP,S3,99.0,False,LAN,LAN,0.3046207776468667
1,2,1,1,2.0,1,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.0,1.0,,0.0,0.0,0.5,,,,145.0,1.0,1.0,0.4803518432688276,0.0,0,0,1B,S3,100.0,False,LAN,LAN,0.05589281608595189
4,12,10,4,2.0,2,0,2,0,8,3.0,2,0,1,1,0,0,0,0,0,1,3,1,0,0,0.4,0.5,0.8,1.3,0.4,0.4444444444444444,,0.0,0.08333333333333333,0.16666666666666666,0.8,0.2,4.0,254.9090909090909,0.5,0.8,1.297469659760161,0.0,4,1,BC,S3,103.0,False,LAN,LAN,0.17689275653043088
3,8,6,1,1.0,0,1,0,0,2,0.0,2,0,2,0,0,0,0,0,0,0,1,2,0,0,0.16666666666666666,0.375,0.3333333333333333,0.7083333333333333,0.16666666666666666,0.25,,0.0,0.25,0.25,0.3333333333333333,0.6666666666666666,0.5,251.5,0.375,0.3333333333333333,-1.0155468521568478,0.0,1,2,BN,S3,104.0,False,LAN,LAN,-0.07012415817940827
3,10,9,4,3.0,4,0,0,0,4,1.0,1,0,3,1,0,0,0,0,0,0,0,2,0,0,0.4444444444444444,0.5,0.4444444444444444,0.9444444444444444,0.0,0.6666666666666666,,0.0,0.3,0.1,0.0,1.0,0.0,212.55555555555554,0.5,0.4444444444444444,-0.06248867394730273,0.0,0,2,BN,S3,105.0,False,LAN,LAN,0.03303929140061537
4,12,11,4,1.0,2,2,0,0,6,3.0,0,0,2,0,0,0,0,1,1,1,1,2,0,0,0.36363636363636365,0.3333333333333333,0.5454545454545454,0.8787878787878787,0.18181818181818177,0.4,,0.0,0.16666666666666666,0.0,0.5,0.5,1.0,261.8333333333333,0.3333333333333333,0.5454545454545454,-0.8135857595349064,0.0,3,3,BC,S3,106.0,False,LAN,LAN,-0.034212785399075865
2,3,2,0,1.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,0.0,0.0,0.3333333333333333,0.5,0.5,1.0,253.0,0.3333333333333333,0.0,-0.4950883322862303,0.0,1,1,MH,S3,107.0,False,LAN,LAN,-0.037722385590019336
3,7,6,2,0.0,1,1,0,0,3,0.0,1,0,3,1,0,1,0,0,0,0,0,0,1,0,0.3333333333333333,0.42857142857142855,0.5,0.9285714285714286,0.16666666666666669,0.6666666666666666,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,1.0,0.0,247.57142857142858,0.42857142857142855,0.5,-0.4061402738512063,0.0,0,1,BC,S3,108.0,False,BER,BER,-0.01311231622837868
1,2,1,0,0.0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,,,0.0,0.5,0.5,,,,250.0,0.5,0.0,-0.08236174925320139,0.0,0,0,BC,S3,110.0,False,BER,BER,-0.00037854316625100944
1,3,3,1,1.0,0,0,0,1,4,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666665,1.0,0.0,,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,,268.6666666666667,0.3333333333333333,1.3333333333333333,-0.5221015830330289,0.0,1,0,WC,S3,113.0,False,SCB,SCB,-0.0404237106646992
2,5,5,2,1.0,1,1,0,0,3,1.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.4,0.4,0.6,1.0,0.19999999999999996,0.5,,0.0,0.2,0.0,0.5,0.5,1.0,254.4,0.4,0.6,0.3167446277335797,0.0,1,1,1B,S3,114.0,False,BER,BER,0.05131854217103079
3,7,6,3,1.0,2,1,0,0,4,0.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0.5,0.5714285714285714,0.6666666666666666,1.2380952380952381,0.16666666666666663,0.5,,0.0,0.0,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.5,226.0,0.5714285714285714,0.6666666666666666,-0.05931802783590867,0.0,1,2,SM,S3,115.0,False,2TM,BER,0.021569908373151085
1,2,2,1,0.0,0,1,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,1.0,1.5,0.5,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,245.0,0.5,1.0,0.32467606091250656,0.0,0,1,SM,S3,115.0,True,CCF,CCF,0.04032523785031979
2,5,4,2,1.0,2,0,0,0,2,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5,0.6,0.5,1.1,0.0,0.5,,0.0,0.0,0.2,0.5,0.5,1.0,218.4,0.6,0.5,-0.38399408874841523,0.0,1,1,SM,S3,115.0,True,BER,BER,-0.0187553294771687
2,5,5,3,2.0,2,1,0,0,4,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6,0.6,0.8,1.4,0.20000000000000007,0.75,,0.0,0.2,0.0,0.0,1.0,0.0,174.6,0.6,0.8,0.5683622880451854,0.0,0,1,1B,S3,116.0,False,BER,BER,0.07648030820219136
4,10,10,6,1.0,3,0,2,1,13,2.0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0.6,0.6,1.3,1.9,0.7000000000000001,0.7142857142857143,0.0,0.1,0.2,0.0,0.5,0.5,1.0,204.9090909090909,0.6,1.3,0.44741109805462265,0.0,1,1,XB,S3,117.0,False,BER,BER,0.08402926860080791
1,2,2,1,1.0,1,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,1.0,0.0,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,217.0,0.5,0.5,-0.34100836579455474,0.0,0,1,1B,S3,119.0,False,LAN,LAN,-0.026243204820386345
3,6,6,2,1.0,1,1,0,0,3,2.0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0.3333333333333333,0.3333333333333333,0.5,0.8333333333333333,0.16666666666666669,0.4,,0.0,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.5,224.0,0.3333333333333333,0.5,0.23535136668969447,0.0,1,2,BN,S3,120.0,False,BER,BER,0.04710803194617684
5,13,12,5,3.0,2,0,1,2,13,2.0,1,0,3,0,0,1,0,0,0,0,0,4,0,0,0.4166666666666667,0.46153846153846156,1.0833333333333333,1.5448717948717947,0.6666666666666665,0.42857142857142855,0.0,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.0,1.0,0.0,196.85714285714286,0.46153846153846156,1.0833333333333333,-0.18344229458177497,0.0,0,4,S,S3,121.0,False,2TM,BER,0.032730376975771844
4,10,9,2,1.0,1,0,1,0,4,0.0,1,0,3,0,0,1,0,0,0,0,0,4,0,0,0.2222222222222222,0.3,0.4444444444444444,0.7444444444444445,0.2222222222222222,0.3333333333333333,0.0,0.0,0.3,0.1,0.0,1.0,0.0,237.9090909090909,0.3,0.4444444444444444,-2.4198551047474828,0.0,0,4,S,S3,121.0,True,CCF,CCF,-0.20269735167940262
1,3,3,3,2.0,1,0,0,2,9,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,4.0,2.0,1.0,,0.6666666666666666,0.0,0.0,,,,46.333333333333336,1.0,3.0,2.236412810165708,0.0,0,0,S,S3,121.0,True,BER,BER,0.23542772865517447
1,2,2,0,0.0,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,295.0,0.0,0.0,-0.5350711331170527,0.0,0,0,XB,S3,122.0,False,BER,BER,-0.04564948155263614
3,6,5,0,0.0,0,0,0,0,0,0.0,1,0,3,3,0,0,0,0,0,0,1,1,0,0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,,0.0,0.5,0.16666666666666666,0.5,0.5,1.0,303.0,0.16666666666666666,0.0,-1.402887536509363,0.0,1,1,BN,S3,123.0,False,2TM,BER,-0.11671585837372891
1,2,2,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,1.0,0.0,241.0,0.0,0.0,-0.8644124504823221,0.0,0,1,BN,S3,123.0,True,TZS,TZS,-0.07858361328916308
2,4,3,0,0.0,0,0,0,0,0,0.0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0.0,0.25,0.0,0.25,0.0,0.0,,0.0,0.5,0.25,1.0,0.0,,334.0,0.25,0.0,-0.5384750860270409,0.0,1,0,BN,S3,123.0,True,BER,BER,-0.03813224508456583
1,3,2,0,1.0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,265.0,0.3333333333333333,0.0,-0.4422089436900043,0.0,0,1,BP,S3,124.0,False,BER,BER,-0.032434446730396735
8,19,16,2,2.0,0,1,1,0,5,4.0,1,0,8,2,0,0,0,2,0,1,2,3,0,0,0.125,0.15789473684210525,0.3125,0.47039473684210525,0.1875,0.2,,0.0,0.42105263157894735,0.05263157894736842,0.375,0.625,0.6,294.8125,0.15789473684210525,0.3125,-5.504014643939653,0.0,3,5,BP,S3,125.0,False,BER,BER,-0.47575396268280856
5,10,8,3,1.0,3,0,0,0,3,0.0,2,0,2,1,0,0,0,0,1,0,1,1,0,0,0.375,0.5,0.375,0.875,0.0,0.5,,0.0,0.2,0.2,0.6666666666666666,0.3333333333333333,2.0,280.77777777777777,0.5,0.375,-0.6583097333955195,0.0,2,1,SM,S3,126.0,False,BER,BER,-0.0265428145442063
3,6,5,1,0.0,1,0,0,0,1,1.0,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0.2,0.16666666666666666,0.2,0.3666666666666667,0.0,0.2,0.0,0.0,0.16666666666666666,0.0,0.25,0.75,0.3333333333333333,286.14285714285717,0.16666666666666666,0.2,-1.5569394110094112,0.0,1,3,EN,S3,127.0,False,TZS,TZS,-0.13212104582373374
1,3,2,1,1.0,0,1,0,0,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.6666666666666666,1.0,1.6666666666666665,0.5,0.5,,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,190.66666666666666,0.6666666666666666,1.0,1.0560212907518296,0.0,0,1,BC,S3,128.0,False,TZS,TZS,0.11738857671378666
3,9,8,4,5.0,0,0,1,3,15,4.0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0.5,0.5555555555555556,1.875,2.4305555555555554,1.375,0.25,,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.3333333333333333,2.0,199.77777777777777,0.5555555555555556,1.875,1.2050260693376242,0.0,2,1,XB,S3,129.0,False,TZS,TZS,0.15586194984957352
11,25,22,5,5.0,2,0,0,3,14,5.0,3,0,4,0,0,0,0,0,0,1,2,8,2,0,0.22727272727272727,0.32,0.6363636363636364,0.9563636363636363,0.40909090909090906,0.13333333333333333,,0.12,0.16,0.12,0.23076923076923078,0.7692307692307693,0.3,256.76,0.32,0.6363636363636364,-1.6819371760422333,0.0,3,10,WC,S3,132.0,False,TZS,TZS,-0.0699733206158592
9,23,18,6,5.0,1,2,1,2,16,10.0,4,0,4,0,0,0,0,1,0,5,1,1,1,0,0.3333333333333333,0.43478260869565216,0.8888888888888888,1.323671497584541,0.5555555555555556,0.3076923076923077,,0.08695652173913043,0.17391304347826086,0.17391304347826086,0.6666666666666666,0.3333333333333333,2.0,257.2608695652174,0.43478260869565216,0.8888888888888888,1.5557679617063502,0.0,6,3,HK,S3,133.0,False,TZS,TZS,0.24593956139993
8,21,21,7,3.0,2,2,0,3,18,5.0,0,0,3,0,0,1,0,0,1,3,6,1,0,0,0.3333333333333333,0.3333333333333333,0.8571428571428571,1.1904761904761905,0.5238095238095237,0.26666666666666666,0.0,0.14285714285714285,0.14285714285714285,0.0,0.9090909090909091,0.09090909090909091,10.0,272.5,0.3333333333333333,0.8571428571428571,-1.5321445173388637,0.0,10,1,MH,S3,134.0,False,TZS,TZS,-0.07070931826366052
9,27,24,10,4.0,2,4,2,2,24,4.0,3,0,3,0,0,0,0,0,0,4,2,2,3,0,0.4166666666666667,0.48148148148148145,1.0,1.4814814814814814,0.5833333333333333,0.42105263157894735,,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.5454545454545454,0.45454545454545453,1.2,239.88888888888889,0.48148148148148145,1.0,1.647365620749864,0.0,6,5,XB,S3,135.0,False,TZS,TZS,0.27081459082241965
2,6,5,0,0.0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.16666666666666666,0.0,0.6,0.4,1.5,413.0,0.0,0.0,-1.5753426263297223,0.0,3,2,S,S3,136.0,False,TZS,TZS,-0.13396136735576486
4,13,12,4,3.0,2,2,0,0,6,1.0,0,0,0,0,0,0,0,1,1,0,1,4,2,0,0.3333333333333333,0.3076923076923077,0.5,0.8076923076923077,0.16666666666666669,0.3076923076923077,,0.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.2857142857142857,254.23076923076923,0.3076923076923077,0.5,-1.7671922482599585,0.0,2,7,S,S3,137.0,False,TZS,TZS,-0.1256446183920465
2,7,7,4,3.0,2,1,1,0,7,2.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.5714285714285714,0.5714285714285714,1.0,1.5714285714285714,0.4285714285714286,0.5714285714285714,,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,226.85714285714286,0.5714285714285714,1.0,1.470091072301023,0.0,1,2,S,S3,138.0,False,TZS,TZS,0.17451081838684426
2,4,4,1,0.0,1,0,0,0,1,0.0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0.25,0.25,0.25,0.5,0.0,0.3333333333333333,,0.0,0.25,0.0,0.5,0.5,1.0,320.3333333333333,0.25,0.25,-1.2060435025970508,0.0,1,1,BP,S3,139.0,False,TZS,TZS,-0.10488908674156683
1,1,1,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,271.0,0.0,0.0,-0.3796452702702703,0.0,0,1,EN,S3,140.0,False,TZS,TZS,-0.034035711147492466
6,17,16,8,3.0,2,5,0,1,16,3.0,1,0,3,0,0,0,0,0,0,0,0,1,4,0,0.5,0.5294117647058824,1.0,1.5294117647058822,0.5,0.5833333333333334,,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.0,1.0,0.0,201.64705882352942,0.5294117647058824,1.0,1.6232547000930688,0.0,0,5,XB,S3,141.0,False,TZS,TZS,0.2291153399613945
5,11,9,4,4.0,2,1,0,1,8,4.0,2,0,3,2,0,0,0,0,0,0,0,1,1,0,0.4444444444444444,0.5454545454545454,0.8888888888888888,1.4343434343434343,0.4444444444444444,0.6,,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.0,1.0,0.0,185.0,0.5454545454545454,0.8888888888888888,2.30206173705003,0.0,0,2,TT,S3,142.0,False,FTP,FTP,0.2734231483798832
6,17,17,8,2.0,3,3,1,1,16,9.0,0,0,3,0,0,0,0,0,0,0,0,2,4,0,0.47058823529411764,0.47058823529411764,0.9411764705882353,1.4117647058823528,0.47058823529411764,0.5384615384615384,,0.058823529411764705,0.17647058823529413,0.0,0.0,1.0,0.0,227.58823529411765,0.47058823529411764,0.9411764705882353,5.809742245075337,0.0,0,6,S,S3,143.0,False,TZS,TZS,0.6477640944596212
2,6,5,2,2.0,1,1,0,0,3,0.0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0.4,0.5,0.6,1.1,0.19999999999999996,0.5,,0.0,0.16666666666666666,0.16666666666666666,1.0,0.0,,279.4,0.5,0.6,-0.6252484688025371,0.0,2,0,BP,S3,145.0,False,TZS,TZS,-0.03895195160304633
1,2,2,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,1.0,0.0,,302.5,0.0,0.0,-0.55486920895052,0.0,1,0,XB,S3,146.0,False,BAY,BAY,-0.047629289135982876
8,16,15,5,3.0,1,3,0,1,11,4.0,1,0,0,0,1,0,0,0,2,3,2,2,1,0,0.3333333333333333,0.375,0.7333333333333333,1.1083333333333334,0.39999999999999997,0.2857142857142857,1.0,0.0625,0.0,0.0625,0.7,0.3,2.3333333333333335,282.05882352941177,0.375,0.7333333333333333,-0.7364823042103548,0.0,7,3,EN,S3,147.0,False,BER,BER,-0.010787176348482442
2,6,5,3,3.0,1,1,0,1,7,2.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6,0.6666666666666666,1.4,2.0666666666666664,0.7999999999999999,0.5,,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,,201.5,0.6666666666666666,1.4,2.253562648140803,0.0,2,0,MH,S3,148.0,False,BER,BER,0.24892916009128768
3,5,5,3,1.0,2,0,0,1,6,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6,0.6,1.2,1.7999999999999998,0.6,0.5,,0.2,0.0,0.0,0.5,0.5,1.0,203.6,0.6,1.2,0.6436503407212726,0.0,1,1,1B,S3,149.0,False,BER,BER,0.08400911346980008
1,2,2,1,1.0,0,0,0,1,4,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0.5,2.0,2.5,1.5,0.0,,0.5,0.0,0.0,1.0,0.0,,212.0,0.5,2.0,0.9767811316143223,0.0,1,0,MH,S3,150.0,False,BER,BER,0.10553574492050137
1,1,1,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,260.0,0.0,0.0,-0.5568862275449101,0.0,0,1,BC,S3,151.0,False,BER,BER,-0.051759806874956446
2,5,2,0,2.0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.6,0.0,0.6,0.0,0.0,,0.0,0.0,0.6,0.0,1.0,0.0,182.6,0.6,0.0,0.18236886186321777,0.0,0,2,BP,S3,152.0,False,BER,BER,0.0378809655839946
2,6,6,2,1.0,0,1,1,0,5,1.0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0.3333333333333333,0.3333333333333333,0.8333333333333334,1.1666666666666667,0.5,0.4,,0.0,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,2.0,289.0,0.3333333333333333,0.8333333333333334,-0.3145679952486453,0.0,2,1,S,S3,153.0,False,BER,BER,-0.007883904247657142
2,4,4,0,0.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.25,0.75,0.3333333333333333,327.25,0.0,0.0,-1.9029093942602617,0.0,1,3,BC,S3,154.0,False,BER,BER,-0.17457567590788792
6,14,12,3,3.0,3,0,0,0,3,2.0,1,0,1,0,0,0,0,1,0,2,2,3,1,0,0.25,0.2857142857142857,0.25,0.5357142857142857,0.0,0.25,,0.0,0.07142857142857142,0.07142857142857142,0.4444444444444444,0.5555555555555556,0.8,297.14285714285717,0.2857142857142857,0.25,-1.3216993015423744,0.0,4,5,BC,S3,155.0,False,BER,BER,-0.07716650784075353
3,6,5,1,0.0,1,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.2,0.3333333333333333,0.2,0.5333333333333333,0.0,0.2,,0.0,0.0,0.16666666666666666,0.5,0.5,1.0,290.1666666666667,0.3333333333333333,0.2,-2.430293892522575,0.0,2,2,BC,S3,156.0,False,BER,BER,-0.21945649397505013
3,7,6,2,1.0,1,0,0,1,5,3.0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0.3333333333333333,0.42857142857142855,0.8333333333333334,1.2619047619047619,0.5,0.5,,0.14285714285714285,0.42857142857142855,0.14285714285714285,1.0,0.0,,208.6,0.42857142857142855,0.8333333333333334,1.1536363675786045,0.0,1,0,BN,S3,157.0,False,BER,BER,0.14286534791460243
1,2,2,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,1.0,432.0,0.0,0.0,-1.2641918390735607,0.0,1,1,BP,S3,158.0,False,BER,BER,-0.11856155214828694
2,3,2,0,0.0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,344.0,0.3333333333333333,0.0,0.4180538668829473,0.0,0,1,S,S3,159.0,False,BER,BER,0.05359183432689842
