win,loss,save,holds,Season,Game ID
-55,93,149.0,[],S3,1
21,37,,[],S3,2
129,112,130.0,[],S3,3
74,148,2.0,[np.int64(74)],S3,4
237,284,252.0,[np.int64(237)],S3,5
269,413,,[],S3,6
219,220,,[],S3,7
164,320,,[np.int64(167)],S3,8
58,198,,[],S3,9
306,375,,[],S3,10
373,394,,[],S3,11
336,76,38.0,[],S3,12
253,39,,[],S3,13
269,110,,[np.int64(268)],S3,14
285,305,,[],S3,15
376,413,,[np.int64(374)],S3,16
252,337,183.0,[],S3,17
93,395,,[],S3,18
75,61,,[],S3,19
167,218,,[np.int64(164)],S3,20
236,322,,[],S3,21
201,375,,[],S3,22
130,5,,[],S3,23
-54,19,,[np.int64(-54)],S3,24
109,-55,,[],S3,25
150,93,,[],S3,26
286,321,285.0,[],S3,27
376,5,,[],S3,28
164,60,,[],S3,29
252,20,,[],S3,30
394,234,,[],S3,31
197,306,236.0,[],S3,32
37,216,,[],S3,33
412,131,,[],S3,34
336,352,,[],S3,35
76,199,,[],S3,36
305,39,,[],S3,37
60,110,,[],S3,38
183,373,237.0,[],S3,39
268,321,,[],S3,40
218,395,,[],S3,41
150,76,,[],S3,43
412,164,,[],S3,44
130,375,129.0,[np.int64(131)],S3,45
21,284,,[],S3,46
5,336,,[],S3,47
253,20,,[np.int64(249)],S3,48
372,93,,[],S3,49
412,2,,[],S3,50
131,-55,-57.0,[np.int64(129)],S3,51
219,352,,[],S3,53
148,37,,[],S3,54
58,304,,[],S3,55
110,234,109.0,[np.int64(110)],S3,57
197,237,,[np.int64(236)],S3,58
220,321,,[],S3,59
285,336,,[],S3,60
251,373,253.0,[],S3,61
3,269,,[],S3,62
61,252,58.0,[],S3,63
395,412,,[],S3,64
92,109,,[],S3,65
375,236,,[],S3,67
337,305,,[],S3,68
74,320,,[],S3,69
234,167,,[],S3,70
217,285,,[],S3,71
130,21,-57.0,[],S3,72
352,321,,[],S3,73
269,93,,[],S3,74
37,394,,[],S3,75
183,75,,[],S3,76
304,197,,[],S3,78
-54,412,150.0,[np.int64(-54)],S3,79
284,234,,[],S3,80
109,149,,[],S3,81
3,21,,[],S3,82
336,165,337.0,[],S3,83
376,129,,[np.int64(374)],S3,84
130,93,,[],S3,85
413,251,,[],S3,86
373,22,376.0,[np.int64(372)],S3,87
395,37,,[],S3,88
149,268,,[],S3,89
76,236,,[],S3,91
5,110,,[],S3,93
375,58,,[],S3,94
285,164,,[],S3,95
337,320,,[],S3,96
253,3,,[],S3,97
306,320,304.0,[],S3,98
352,237,,[],S3,99
60,220,,[],S3,100
413,111,,[],S3,101
165,197,167.0,[np.int64(166)],S3,102
269,199,,[],S3,103
19,94,,[],S3,104
375,148,,[np.int64(374)],S3,105
284,74,,[],S3,106
392,129,,[],S3,107
336,219,,[],S3,108
395,22,,[],S3,109
92,413,,[],S3,110
131,150,,[],S3,111
251,109,253.0,[],S3,112
75,305,,[],S3,113
37,4,38.0,[],S3,114
269,376,,[],S3,115
183,201,,[],S3,116
337,61,,[],S3,117
219,321,217.0,[np.int64(219)],S3,119
285,197,286.0,[],S3,120
148,394,,[],S3,121
22,375,,[],S3,122
306,166,304.0,[],S3,123
220,182,217.0,[],S3,124
129,252,,[],S3,125
92,111,,[],S3,126
413,39,,[],S3,127
3,268,,[np.int64(4)],S3,128
59,284,,[],S3,129
336,199,337.0,[],S3,131
76,320,,[],S3,132
392,286,,[],S3,133
305,93,304.0,[],S3,134
131,198,,[],S3,135
-58,112,,[],S3,136
321,5,,[],S3,137
149,166,150.0,[],S3,138
74,413,,[],S3,139
337,269,,[],S3,141
61,37,60.0,[],S3,143
252,394,253.0,[],S3,145
20,268,,[],S3,146
413,149,,[],S3,147
285,237,284.0,[],S3,148
182,321,,[],S3,149
201,219,198.0,[],S3,150
167,336,,[np.int64(167)],S3,151
75,352,,[],S3,152
39,128,38.0,[],S3,153
112,373,,[],S3,154
93,2,,[],S3,155
304,60,,[],S3,156
413,4,,[],S3,157
183,305,,[],S3,158
92,129,,[],S3,159
148,269,,[],S3,160
234,199,,[],S3,161
76,164,,[],S3,162
337,321,,[],S3,163
251,375,,[],S3,164
109,391,,[],S3,165
283,217,285.0,[np.int64(283)],S3,167
-58,61,,[],S3,168
39,376,38.0,[],S3,169
413,20,,[],S3,170
93,252,,[],S3,171
112,150,,[],S3,172
131,269,269.0,[],S3,173
220,304,,[],S3,174
165,182,,[],S3,175
286,352,284.0,[],S3,176
337,-60,,[],S3,177
74,235,,[],S3,178
320,59,,[],S3,179
391,4,,[np.int64(395)],S3,180
392,372,,[],S3,181
21,253,,[],S3,182
37,93,38.0,[],S3,183
130,109,131.0,[],S3,184
3,149,,[],S3,185
413,270,,[],S3,186
220,234,216.0,"[np.int64(220), np.int64(218), np.int64(219)]",S3,187
181,283,,[np.int64(181)],S3,188
-58,305,,[],S3,189
198,58,,[],S3,190
75,336,,[],S3,191
164,321,,[],S3,192
