ID,Season,Display Season,Team,Franchise,HR,3B,2B,1B,BB,IBB,FO,SO,Auto K,PO,RGO,LGO,LO,SF,SH,GO,GIDP,GITP,SB,CS,1RHR,2RHR,3RHR,4RHR,H_RISP,AB_RISP,H,PA,AB,TB,TB+,G_list,G,R,RBI,Total Diff,Total Plays,RE24,WPA,WAR,0 Diffs,500 Diffs,Last Team,Last Session,nH,nTB,nBB,nFO,nSH,nPA,nAB,SF value,nSF,lgnH,lgnBB,lgnPA,lgnAB,lgnTB,lgnOBP,lgnSLG,BA,BARISP,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,K%,BB%,GB%,FB%,GB/FB,nOBP,nSLG,Avg Diff,Name,Batting Type,Pitching Type,Handedness,Position,OPS+
25,2,S2,TB,TBR,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,1,0,1,{2003},1,0,0,385.0,2,-0.1596320346320347,0.006000000000000002,-0.007938125093297518,0,0,BOS,1,0,0,1,1,0,2,0.9683908045977011,0.031609195402298854,0.031609195402298854,79,33,342,305.9454022988506,145,0.32748538011695905,0.4739407714921714,0.0,,0.5,0.0,0.5,0.0,0.0,,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,192.5,Rusty Shackleford,BP,,Left,1B,52.678571428571445
25,4,S4,SEA,SEA,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0,2,3,3,5,5,{4004},1,1,2,293.0,3,1.4302699055330637,0.2131,0.15608729206084404,0,0,BOS,1,2,5,0,1,0,3,2.9317803660565724,0.06821963394342762,0.06821963394342762,154,52,583,524.5424292845258,324,0.35334476843910806,0.6176812053925456,0.6666666666666666,0.5,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,0.5,,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.7054483541430192,97.66666666666667,Rusty Shackleford,HK,,Left,1B,364.7780844368093
26,2,S2,TB,TBR,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,2,2,3,3,{2003},1,1,0,72.0,2,0.6786032594856124,0.1051,0.07588540431846719,0,0,BOS,1,2,3,0,0,0,2,2.0,0.031609195402298854,0.0,79,33,342,305.9454022988506,145,0.32748538011695905,0.4739407714921714,1.0,,1.0,1.5,2.5,0.5,1.0,,0.0,0.0,0.0,,,,1.0,1.5,36.0,Ben Beezle,BC,,Right,2B,521.8523866145745
29,4,S4,SEA,SEA,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2,4,3,3,4,{4004},1,2,1,487.0,4,1.440342305868622,0.2225,0.1614479659302458,0,0,BOS,1,2,3,1,1,0,4,2.9317803660565724,0.06821963394342762,0.06821963394342762,154,52,583,524.5424292845258,324,0.35334476843910806,0.6176812053925456,0.6666666666666666,1.0,0.75,1.0,1.75,0.33333333333333337,0.6666666666666666,,0.0,0.0,0.25,0.0,1.0,0.0,0.75,1.0232690124858115,121.75,Eric Leeder,SF,,Right,SS,277.92024872033795
32,2,S2,TB,TBR,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,3,3,0,0,{2003},1,0,0,1249.0,3,-0.868097643097643,-0.08120000000000001,-0.07477214675490537,0,0,BOS,1,0,0,0,0,0,3,3.0,0.031609195402298854,0.0,79,33,342,305.9454022988506,145,0.32748538011695905,0.4739407714921714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0,1.0,0.0,inf,0.0,0.0,416.3333333333333,Larry Longshot,BN,,Right,CF,-100.0
33,2,S2,TB,TBR,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,1,3,3,2,2,{2003},1,0,1,737.0,3,0.5259421950598422,0.0007000000000000062,0.06463183706084313,0,0,BOS,1,1,2,0,1,0,3,2.968390804597701,0.031609195402298854,0.031609195402298854,79,33,342,305.9454022988506,145,0.32748538011695905,0.4739407714921714,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,,0.0,0.0,0.0,0.5,0.5,1.0,0.3333333333333333,0.6737657308809293,245.66666666666666,Oscar Vegas,BC,,Left,CF,143.94814710609012
33,4,S4,SEA,SEA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1,3,3,1,1,{4004},1,0,0,570.0,3,-0.5870338267706688,-0.025799999999999997,-0.04564308116952919,0,0,BOS,1,1,1,0,1,0,3,2.9317803660565724,0.06821963394342762,0.06821963394342762,154,52,583,524.5424292845258,324,0.35334476843910806,0.6176812053925456,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.5,,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.3333333333333333,0.34108967082860386,190.0,Brian Zucchini,BC,,Left,CF,49.55755863493465
33,5,S5,NYY,NYY,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,2,2,1,1,{5003},1,0,0,568.0,2,0.4448979591836737,-0.0007,0.051531227622628024,0,0,MIN,1,1,1,0,0,0,2,2.0,0.06597222222222222,0.0,135,51,558,499.875,269,0.3333333333333333,0.5381345336334084,0.5,,0.5,0.5,1.0,0.0,0.5,,0.0,0.0,0.0,1.0,0.0,inf,0.5,0.5,284.0,Brian Zucchini,BC,,Left,CF,142.91356877323418
34,4,S4,SEA,SEA,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,4,3,2,3,{4004},1,1,2,635.0,4,1.9435308385308385,0.030299999999999994,0.21176681919646742,0,0,BOS,1,1,2,0,3,0,4,3.7953410981697173,0.06821963394342762,0.20465890183028285,154,52,583,524.5424292845258,324,0.35334476843910806,0.6176812053925456,0.3333333333333333,1.0,0.5,0.6666666666666666,1.1666666666666665,0.3333333333333333,0.3333333333333333,,0.0,0.0,0.25,0.0,1.0,0.0,0.25,0.5269618588338448,158.75,Dixon Uraz,S,,Left,RF,56.06534495390871
34,9,S9,CLE,CLE,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1,3,3,1,1,{9003},1,0,0,650.0,3,-0.2087151841868824,-0.0602,-0.009791531349489324,0,0,BOS,1,1,1,0,1,0,3,2.9627659574468086,0.03723404255319149,0.03723404255319149,137,51,539,485.02127659574467,254,0.34879406307977734,0.5236883663800667,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.5,,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.3333333333333333,0.33752244165170553,216.66666666666666,Dixon Uraz,WC,EG-H,Right,RF,60.018385937557504
