win,loss,save,holds,Season,Game ID
235,37,,[],S7,1
92,130,,[],S7,2
481,605,,[],S7,3
2498,1961,134.0,[],S7,4
373,5,,[],S7,5
46,2629,,[],S7,7
788,2509,275.0,[np.int64(788)],S7,8
265,212,,[],S7,9
776,802,,[],S7,11
1962,76,,[],S7,12
109,336,,[],S7,13
10,1759,270.0,[],S7,14
646,758,,[],S7,15
74,28,,[],S7,16
772,146,,[np.int64(525)],S7,17
2629,776,1843.0,[np.int64(2629)],S7,18
2245,76,,[],S7,19
256,112,2555.0,[],S7,20
275,2560,788.0,[np.int64(275)],S7,22
1838,392,,[],S7,23
1703,2258,,[],S7,24
198,1736,,[],S7,25
2345,714,10.0,[],S7,26
361,2540,,[],S7,27
2627,13,,[np.int64(610)],S7,29
2505,2557,,[],S7,30
2560,111,,[],S7,32
321,2611,,[],S7,33
729,1838,,[],S7,34
336,1724,,[],S7,35
282,390,,[],S7,36
696,146,,[],S7,37
2220,2555,,[np.int64(258)],S7,38
1843,2377,,[],S7,39
394,1828,,[],S7,41
5,481,,[],S7,42
708,1977,,[],S7,43
270,2258,,[],S7,44
1962,777,,[],S7,45
669,326,,[],S7,46
336,2627,675.0,[np.int64(336)],S7,47
1736,2498,,[],S7,48
10,1834,,[],S7,49
2560,2220,,[],S7,50
284,2586,275.0,[],S7,51
1743,375,,[],S7,52
265,103,,[],S7,54
76,165,,[],S7,55
2207,395,,[],S7,56
2457,2585,28.0,[],S7,58
235,1692,,[],S7,59
355,471,,[],S7,60
481,392,,[],S7,61
2345,2395,,[],S7,62
1759,5,,[],S7,63
714,256,,[],S7,64
719,758,,[],S7,65
1743,2243,,[np.int64(2495)],S7,66
149,771,,[],S7,68
1961,2397,165.0,[],S7,70
331,1962,326.0,"[np.int64(331), np.int64(772)]",S7,71
336,729,675.0,[],S7,72
802,361,,[],S7,73
296,2461,,[],S7,74
74,646,,[],S7,75
321,2377,,[],S7,76
2245,1743,,[],S7,77
1942,282,,[],S7,78
2555,310,,[],S7,79
1828,284,,[],S7,80
163,166,,[np.int64(165)],S7,81
696,1843,,[],S7,82
2540,2509,258.0,[],S7,83
786,212,,[],S7,84
111,675,,[],S7,85
394,2505,,[],S7,86
1963,1977,,[],S7,87
758,708,217.0,[np.int64(758)],S7,88
2557,2627,,[],S7,89
390,2544,2523.0,[],S7,90
1703,2509,,[],S7,91
395,10,,[],S7,92
2377,2544,,[np.int64(219)],S7,93
235,471,,[],S7,94
112,481,,[],S7,95
336,776,,[],S7,96
1786,130,275.0,[],S7,97
610,103,,[],S7,98
195,605,,[],S7,99
134,326,,[],S7,100
2585,2461,217.0,[np.int64(758)],S7,101
1692,165,,[],S7,102
2586,131,,[],S7,103
646,76,,[],S7,104
2523,28,390.0,[],S7,105
212,296,610.0,[],S7,106
165,714,,[],S7,107
166,256,,[],S7,108
525,1759,,[],S7,109
37,2220,,[],S7,110
109,74,117.0,[],S7,111
719,1743,,[np.int64(2377)],S7,112
355,337,,[],S7,113
392,788,,[],S7,114
217,777,,[],S7,115
2245,1703,,[],S7,116
2345,361,270.0,[np.int64(310)],S7,117
282,1724,,[],S7,118
771,5,,[],S7,119
2629,2627,,[np.int64(2461)],S7,120
802,321,,[],S7,121
669,2544,,[],S7,122
758,390,217.0,[],S7,123
481,131,,[],S7,124
373,2276,,[],S7,125
130,2557,,[],S7,126
646,708,,[],S7,127
745,336,,[],S7,128
2395,2457,610.0,[],S7,129
1736,1961,,[],S7,130
270,1703,,[],S7,131
394,112,714.0,[],S7,132
1786,2509,,[],S7,133
1977,2461,,[],S7,134
2275,1963,,[np.int64(1838)],S7,135
2377,2585,,[],S7,136
2478,37,,[np.int64(2245)],S7,138
1828,258,265.0,[],S7,139
195,413,,[np.int64(729)],S7,140
2495,109,,[],S7,141
76,2523,,[],S7,142
166,235,,[],S7,143
395,103,,[],S7,144
361,146,134.0,[],S7,145
786,310,2207.0,[],S7,146
198,2215,,[],S7,147
326,284,,[],S7,148
2505,337,,[],S7,149
74,2629,,[],S7,150
92,1786,,[],S7,151
235,392,,[],S7,152
5,2555,,[np.int64(5)],S7,153
265,1961,,[],S7,154
696,2585,,[],S7,155
149,802,,[],S7,156
2397,321,,[],S7,157
2457,1963,,[],S7,158
481,714,,[],S7,159
2540,2395,,[],S7,160
2243,270,109.0,[],S7,161
777,131,,[np.int64(729)],S7,162
1736,2249,219.0,[],S7,163
772,771,,[],S7,164
2648,336,,[],S7,165
2498,74,,[],S7,166
758,1942,,[],S7,167
2477,275,2648.0,"[np.int64(716), np.int64(2477)]",S7,168
2555,1759,,[],S7,169
1703,212,,[],S7,170
390,471,,[],S7,171
708,478,,[],S7,172
130,605,,[],S7,173
394,337,,[],S7,174
719,646,,[],S7,175
1962,2461,28.0,[],S7,176
2544,2215,,[],S7,177
5,2345,2505.0,[],S7,178
2276,112,,[np.int64(2276)],S7,179
1724,76,,[],S7,180
605,2509,2495.0,[np.int64(2258)],S7,181
235,37,,[],S7,182
2648,109,,[],S7,183
149,2523,,[],S7,184
1692,696,,[],S7,185
758,256,217.0,[np.int64(758)],S7,186
1703,336,,[],S7,187
1786,2395,,[],S7,188
395,2540,,[],S7,189
2377,802,,[],S7,190
76,1963,,[],S7,191
310,2276,,[],S7,192
28,165,,[],S7,193
1824,2207,,[],S7,194
326,2629,,[],S7,195
296,525,,[np.int64(1942)],S7,196
1786,1703,,[np.int64(1786)],S7,197
696,1843,,[np.int64(198)],S7,198
165,802,,[],S7,199
2648,2495,,[np.int64(716)],S7,202
395,2586,,[],S7,203
112,130,,[],S7,204
321,2345,,[],S7,205
669,719,,[],S7,206
195,337,,[],S7,207
131,2505,,[],S7,209
2523,2397,,[],S7,210
217,74,,[],S7,211
714,1834,,[],S7,212
788,336,,[],S7,213
605,2557,,[],S7,214
2220,310,,[],S7,215
696,2523,,[],S7,216
2544,2498,37.0,[],S7,217
708,1962,,[],S7,218
1942,471,,[],S7,219
2657,111,265.0,[],S7,220
719,76,,[],S7,221
716,777,2648.0,[np.int64(716)],S7,222
786,2629,,[],S7,223
149,478,,[],S7,224
610,373,,[],S7,225
2657,103,,[],S7,226
3,284,1776.0,[np.int64(3)],S7,227
2509,696,2505.0,[np.int64(2509)],S7,229
719,1692,,[np.int64(1736)],S7,230
326,1963,772.0,[],S7,231
2207,714,,[],S7,232
37,166,,[],S7,233
2523,2206,390.0,[],S7,234
2611,2461,,[],S7,235
716,2395,2648.0,[],S7,237
10,21,,[],S7,238
2276,2243,702.0,[],S7,239
669,235,149.0,[],S7,240
