Team,Opponent,Game ID,Season,Display Season,Session,HR,3B,2B,1B,BB,IBB,Auto BB,FO,SO,PO,RGO,LGO,DP,SB,CS,H,BF,IP,ER,RE24,WAR,WPA,300+ Pitches,400+ Pitches,Location
TEX,ATL,3007,3,S3,3,0,0,1,0,0,0,0,1,10,1,3,3,0,0,0,1,19,6.0,0,-2.7692307692307687,0.36963978836412853,0.4627,11,8,Away
TEX,CLE,3005,3,S3,2,0,0,0,1,4,0,0,3,4,2,2,5,2,0,0,1,21,6.0,0,-2.7692307692307687,0.3793994422000287,0.6558,9,7,Away
TEX,KCR,3001,3,S3,1,2,1,0,1,5,1,0,1,9,1,2,4,1,0,0,4,26,6.0,3,0.23076923076923114,0.10379857678977908,0.27849999999999997,12,6,Away
TEX,KCR,7004,7,S7,1,1,1,3,5,2,0,0,1,2,3,5,5,2,0,0,10,28,6.0,5,0.8394160583941603,0.023587219374462787,-0.4124,14,8,Home
TEX,KCR,9004,9,S9,1,0,0,1,5,1,0,0,4,2,1,2,7,2,0,0,6,23,6.0,0,-3.1714285714285717,0.41611472932864413,0.6318,11,7,Home
TEX,MIN,9008,9,S9,2,1,0,4,3,0,0,0,3,1,5,4,2,0,0,0,8,23,5.0,5,2.357142857142857,-0.1367424135284987,-0.37990000000000007,9,5,Away
TEX,OAK,5002,5,S5,1,2,0,3,2,1,0,0,1,8,1,2,2,0,0,1,7,22,5.0,6,2.7293233082706765,-0.17382198987050965,-0.21979999999999997,9,5,Away
TOR,CLE,2004,2,S2,1,1,0,2,2,3,0,0,4,7,0,4,2,1,0,0,5,25,6.0,2,-0.38636363636363635,0.14450104493207938,0.46049999999999996,9,3,Away
TOR,MIN,7010,7,S7,3,1,0,1,0,4,0,0,4,8,5,0,4,0,0,1,2,27,7.333333333333333,2,-3.0036575346794328,0.4078945786818221,1.0676000000000003,14,7,Away
TOR,PHI,2007,2,S2,3,2,0,0,4,2,0,0,4,7,0,3,3,1,0,0,6,25,6.0,3,0.6136363636363638,0.04450104493207942,-0.052399999999999995,10,4,Home
TOR,SEA,8004,8,S8,1,1,0,1,4,1,0,0,4,3,1,6,4,0,2,0,6,25,6.0,2,-2.9285714285714284,0.3593889574682976,-0.011799999999999977,12,6,Home
TOR,TBR,2006,2,S2,2,0,0,2,5,2,0,0,3,6,1,4,3,1,1,0,7,26,6.0,1,-1.3863636363636362,0.25297021943573667,0.37729999999999997,13,7,Home
TOR,TBR,7008,7,S7,2,1,1,4,3,3,0,0,1,5,4,3,4,1,1,0,9,29,6.0,5,0.8394160583941603,0.03126784974688267,-0.05140000000000003,11,6,Home
