G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,nPA,nAB,nH,nTB,nBB,nSF,nSH,Season,Hitter ID,is_sub_row,Team,Last Team,Last Session,WAR
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,,0.0,0.0,-0.17142857142857143,0.0,0,0,,1,1,0,0,0,0,0,S3,-29.0,False,RIC,RIC,2,-0.008229813664596273
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,,0.0,0.0,-0.17142857142857143,0.0,0,0,,1,1,0,0,0,0,0,S3,-28.0,False,RIC,RIC,2,-0.008229813664596273
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,161.0,0.0,0.0,-0.1763975155279503,0.0,0,1,,1,1,0,0,0,0,0,S3,-27.0,False,WSU,WSU,2,-0.00872670807453416
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,1.0,333.5,0.0,0.0,-0.8763975155279502,0.0,1,1,,2,2,0,0,0,0,0,S3,-26.0,False,WSU,WSU,2,-0.06981366459627328
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,388.0,0.0,0.0,-0.2962417096536477,0.0,0,1,,1,1,0,0,0,0,0,S3,-25.0,False,NEB,NEB,2,-0.0207111274871039
1,2,2,2,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.0,1.0,,0.0,0.0,0.0,,,,70.0,1.0,1.0,0.381340579710145,0.0,0,0,,2,2,2,2,0,0,0,S3,-24.0,False,HOF,HOF,2,0.05596014492753624
2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,1.0,0.0,,369.5,0.0,0.0,-0.46767028108221914,0.0,1,0,,2,2,0,0,0,0,0,S3,-23.0,False,VT,VT,2,-0.02894094115170017
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,,0.0,0.0,-0.1763975155279503,0.0,0,0,,1,1,0,0,0,0,0,S3,-22.0,False,VT,VT,1,-0.00872670807453416
2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,,0.0,0.0,-0.34782608695652173,0.0,0,0,,2,2,0,0,0,0,0,S3,-21.0,False,VT,VT,2,-0.016956521739130433
2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,,,0.0,0.5,0.5,,,,350.0,0.5,0.0,0.29324534161490684,0.0,0,0,,2,1,0,0,1,0,0,S3,-20.0,False,UOM,UOM,2,0.04715062111801242
1,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,,,0.0,0.5,0.5,,,,98.0,0.5,0.0,0.4017569100841026,0.0,0,0,,2,1,0,0,1,0,0,S3,-19.0,False,IND,IND,1,0.058001777964932
2,2,2,1,1,0,0,0,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,2.5,1.5,,,0.5,0.5,0.0,,,,137.0,0.5,2.0,1.1763975155279502,0.0,0,0,,2,2,1,4,0,0,0,S3,-18.0,False,UOM,UOM,2,0.13546583850931676
2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,1.0,0.0,,409.5,0.0,0.0,-0.472639225181598,0.0,1,0,,2,2,0,0,0,0,0,S3,-17.0,False,RIC,RIC,2,-0.029437835561638058
2,4,4,1,1,0,0,0,1,4,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0.25,0.25,1.0,1.25,0.75,0.0,,0.25,0.5,0.0,0.0,1.0,0.0,222.75,0.25,1.0,-0.6103174603174606,0.0,0,1,,4,4,1,4,0,0,0,S3,-16.0,False,NEB,NEB,2,-0.025379572118702582
1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,1.0,0.0,,417.0,0.0,0.0,-1.5047619047619047,0.0,1,0,,2,2,0,0,0,0,0,S3,-15.0,False,RIC,RIC,1,-0.13265010351966872
1,2,2,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.0,1.0,,0.0,0.5,0.0,,,,80.0,0.5,0.5,0.16843220338983056,0.0,0,0,,2,2,1,1,0,0,0,S3,-14.0,False,RIC,RIC,1,0.03466930729550479
2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,1.0,0.0,279.0,0.0,0.0,-0.5924834193072954,0.0,0,1,,2,2,0,0,0,0,0,S3,-13.0,False,TOL,TOL,2,-0.0414222549742078
2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,373.5,0.0,0.0,-0.95,0.0,0,0,,2,2,0,0,0,0,0,S3,-12.0,False,TCU,TCU,2,-0.07717391304347826
1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,1.0,0.0,,413.0,0.0,0.0,-0.8714285714285714,0.0,1,0,,2,2,0,0,0,0,0,S3,-11.0,False,TOL,TOL,1,-0.0693167701863354
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,338.0,0.0,0.0,-0.5924834193072954,0.0,0,2,,2,2,0,0,0,0,0,S3,-10.0,False,HOF,HOF,2,-0.0414222549742078
2,2,2,2,1,0,1,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,4.0,2.0,1.0,,0.5,0.0,0.0,,,,17.5,1.0,3.0,3.4714285714285715,0.0,0,0,,2,2,2,6,0,0,0,S3,-9.0,False,CSUF,CSUF,2,0.3649689440993789
2,4,4,1,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0.0,0.5,,0.0,0.5,0.0,0.0,1.0,0.0,221.66666666666666,0.25,0.25,-0.879575042986981,0.0,0,1,,4,4,1,1,0,0,0,S3,-8.0,False,HOF,HOF,2,-0.052305330385654616
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,356.0,0.0,0.0,-0.1763975155279503,0.0,0,1,,1,1,0,0,0,0,0,S3,-4.0,False,IND,IND,2,-0.00872670807453416
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,233.0,0.0,0.0,-0.1763975155279503,0.0,0,1,S,1,1,0,0,0,0,0,S3,7.0,False,TOL,TOL,2,-0.00872670807453416
2,3,2,1,1,0,0,0,1,4,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.6666666666666666,2.0,2.6666666666666665,1.5,0.0,,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,93.0,0.6666666666666666,2.0,3.316666666666667,0.0,0,1,TT,3,2,1,4,1,0,0,S3,9.0,False,TCU,TCU,2,0.35840579710144926
2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,,0.0,0.0,0.5,0.0,1.0,0.0,215.0,0.5,0.0,-0.21767028108221914,0.0,0,1,WC,2,1,0,0,1,0,0,S3,13.0,False,WSU,WSU,2,-0.003940941151700175
