OBC,Outs,RunExpectancy
0,0,0.6486369536996971
0,1,0.39963503649635035
0,2,0.17261055634807418
1,0,0.9477977161500816
1,1,0.7145110410094637
1,2,0.43164362519201227
2,0,1.3595505617977528
2,1,0.8237885462555066
2,2,0.5507692307692308
3,0,1.5555555555555556
3,1,1.2647058823529411
3,2,0.3644067796610169
4,0,1.567251461988304
4,1,1.23109243697479
4,2,0.8761467889908257
5,0,2.3529411764705883
5,1,1.1643835616438356
5,2,0.4416243654822335
6,0,2.260869565217391
6,1,2.1481481481481484
6,2,0.5333333333333333
7,0,2.966666666666667
7,1,2.1654135338345863
7,2,1.2923076923076924
