G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,nPA,nAB,nH,nTB,nBB,nSF,nSH,Season,Hitter ID,is_sub_row,Team,Last Team,Last Session,WAR
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,,0.0,0.0,-0.2019006075712728,-0.0227,0,0,,1,1,0,0,0,0,0,S5,-39.0,False,NEB,NEB,4,-0.014240846730525104
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,,0.0,0.0,-0.1450381679389313,-0.015600000000000001,0,0,,1,1,0,0,0,0,0,S5,-38.0,False,CCU,CCU,3,-0.008554602767290953
3,4,4,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.25,0.25,0.5,0.75,0.25,0.3333333333333333,,0.0,0.25,0.0,1.0,0.0,,335.0,0.25,0.5,-0.4212941718300607,0.028399999999999995,2,0,,4,4,1,2,0,0,0,S5,-37.0,False,SLC,SLC,5,-0.01833256107659736
2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,196.66666666666666,0.0,0.0,-0.8932509510850437,-0.0873,0,3,,3,3,0,0,0,0,0,S5,-36.0,False,GT,GT,4,-0.07147745302869783
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,,0.0,0.0,-0.1450381679389313,-0.022799999999999997,0,0,,1,1,0,0,0,0,0,S5,-35.0,False,CCU,CCU,2,-0.008554602767290953
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,1.0,335.5,0.0,0.0,-0.43986749243842715,-0.0564,1,1,,2,2,0,0,0,0,0,S5,-34.0,False,CCU,CCU,3,-0.03208832119063836
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,,0.0,0.0,-0.1450381679389313,-0.0218,0,0,,1,1,0,0,0,0,0,S5,-33.0,False,CCU,CCU,2,-0.008554602767290953
2,4,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0,0.25,0.0,0.25,0.0,0.0,,0.0,0.25,0.25,0.5,0.5,1.0,337.0,0.25,0.0,-1.1515438739158415,-0.010200000000000004,1,1,,4,3,0,0,1,0,0,S5,-32.0,False,GT,GT,3,-0.09135753128517544
3,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0,1.0,0.0,,372.0,0.0,0.0,-0.5488393830814768,-0.06509999999999999,1,0,,3,3,0,0,0,0,0,S5,-31.0,False,LOU,LOU,4,-0.037036296228341155
2,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,237.66666666666666,0.3333333333333333,0.0,-0.7211313768020421,-0.0567,0,1,,3,2,0,0,1,0,0,S5,-30.0,False,CCU,CCU,4,-0.05426549560039769
3,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.3333333333333333,0.6666666666666666,0.5,282.5,0.0,0.0,-1.3997432935438325,-0.1525,1,2,TT,4,4,0,0,0,0,0,S5,134.0,False,SLC,SLC,6,-0.11617747324797453
3,6,4,2,2,2,0,0,0,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0.6666666666666666,0.5,1.1666666666666665,0.0,0.6666666666666666,,0.0,0.16666666666666666,0.3333333333333333,1.0,0.0,,187.66666666666666,0.6666666666666666,0.5,0.8579585284437037,0.1592,1,0,BC,6,4,2,2,2,0,0,S5,452.0,False,CCU,CCU,6,0.12149113700398342
4,6,6,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.25,,0.0,0.3333333333333333,0.0,0.75,0.25,3.0,264.6666666666667,0.16666666666666666,0.3333333333333333,-1.2018601344746898,-0.19140000000000001,3,1,XB,6,6,1,2,0,0,0,S5,616.0,False,SLC,SLC,6,-0.08449072928785592
3,6,5,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,,0.0,0.6666666666666666,0.16666666666666666,0.0,1.0,0.0,262.6666666666667,0.16666666666666666,0.0,-1.0674276085018661,-0.1475,0,1,TT,6,5,0,0,1,0,0,S5,814.0,False,NEB,NEB,6,-0.07104747669057355
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,142.0,0.0,0.0,-0.5,-0.060599999999999994,0,1,MH,1,1,0,0,0,0,0,S5,1687.0,False,GT,GT,4,-0.04405078597339782
2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,207.33333333333334,0.0,0.0,-0.6778343773055815,-0.0673,0,2,XB,3,3,0,0,0,0,0,S5,1688.0,False,CCU,CCU,4,-0.04993579565075162
3,7,6,1,0,0,0,1,0,3,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0.16666666666666666,0.2857142857142857,0.5,0.7857142857142857,0.33333333333333337,0.25,,0.0,0.2857142857142857,0.14285714285714285,0.6666666666666666,0.3333333333333333,2.0,280.14285714285717,0.2857142857142857,0.5,-1.332241234414235,-0.0892,2,1,S,7,6,1,3,1,0,0,S5,1689.0,False,NCS,NCS,5,-0.09157962525520827
3,5,5,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.2,0.2,0.4,0.6000000000000001,0.2,0.2,,0.0,0.0,0.0,0.0,1.0,0.0,198.0,0.2,0.4,-0.13637640131930373,-0.09519999999999999,0,4,1B,5,5,1,2,0,0,0,S5,1690.0,False,GT,GT,5,0.01610843000108051
