G,PA,AB,H,R,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Season,Hitter ID,Team,WAR
12.0,35.0,32.0,11.0,6.0,3.0,0.0,4.0,26.0,7.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34375,0.4,0.8125,1.2125,0.46875,0.2916666666666667,0.0,0.11428571428571428,0.11428571428571428,0.08571428571428572,0.47058823529411764,0.5294117647058824,0.8888888888888888,227.86111111111111,0.34285714285714286,0.7647058823529411,2.4804911090120285,0.6025,8.0,9.0,S6,55,CIN,0.39402291740732875
7.0,21.0,18.0,8.0,2.0,2.0,1.0,1.0,15.0,5.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4444444444444444,0.5238095238095238,0.8333333333333334,1.3571428571428572,0.38888888888888895,0.4666666666666667,1.0,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.4444444444444444,0.5555555555555556,0.8,207.36363636363637,0.5263157894736842,0.8823529411764706,0.8207362803438881,0.7567000000000002,4.0,5.0,S6,59,MIL,0.16965791193806437
10.0,22.0,19.0,8.0,8.0,1.0,1.0,2.0,17.0,5.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.42105263157894735,0.45454545454545453,0.8947368421052632,1.3492822966507176,0.4736842105263158,0.42857142857142855,1.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.5714285714285714,0.42857142857142855,1.3333333333333333,212.2173913043478,0.5263157894736842,1.0625,4.792935315744506,0.6283000000000001,4.0,3.0,S6,63,CHC,0.5710484956640155
14.0,32.0,30.0,8.0,4.0,2.0,2.0,2.0,20.0,6.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.3125,0.6666666666666666,0.9791666666666666,0.39999999999999997,0.2857142857142857,0.0,0.0625,0.21875,0.0625,0.4,0.6,0.6666666666666666,238.875,0.3125,0.6666666666666666,-2.185875737325519,-0.03989999999999999,6.0,9.0,S6,65,SEA,-0.08512580778409393
14.0,42.0,38.0,11.0,6.0,3.0,0.0,2.0,20.0,3.0,4.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.2894736842105263,0.35714285714285715,0.5263157894736842,0.8834586466165413,0.23684210526315785,0.2647058823529412,0.75,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.4230769230769231,0.5769230769230769,0.7333333333333333,259.2173913043478,0.35,0.5945945945945946,0.29305585368335085,-0.1901,11.0,15.0,S6,66,SEA,0.20447415317568618
15.0,33.0,27.0,6.0,2.0,0.0,2.0,1.0,13.0,4.0,5.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.2222222222222222,0.3333333333333333,0.48148148148148145,0.8148148148148148,0.25925925925925924,0.20833333333333334,0.6666666666666666,0.030303030303030304,0.09090909090909091,0.15151515151515152,0.3157894736842105,0.6842105263157895,0.46153846153846156,244.58333333333334,0.30303030303030304,0.4642857142857143,-1.6409712933041638,0.03780000000000003,6.0,13.0,S6,68,CHC,-0.026464683196069094
6.0,11.0,9.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2222222222222222,0.2727272727272727,0.2222222222222222,0.4949494949494949,0.0,0.2222222222222222,0.0,0.0,0.09090909090909091,0.09090909090909091,0.5714285714285714,0.42857142857142855,1.3333333333333333,296.09090909090907,0.3,0.25,-1.0445358980799928,-0.04540000000000001,4.0,3.0,S6,71,TOR,-0.058576107763216846
13.0,33.0,31.0,8.0,5.0,4.0,2.0,2.0,22.0,7.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25806451612903225,0.30303030303030304,0.7096774193548387,1.0127077223851417,0.4516129032258065,0.2608695652173913,0.0,0.06060606060606061,0.18181818181818182,0.06060606060606061,0.6111111111111112,0.3888888888888889,1.5714285714285714,267.45454545454544,0.24242424242424243,0.5757575757575758,-1.2228676524501414,0.041600000000000054,11.0,7.0,S6,72,CHC,0.015345680889333146
6.0,10.0,9.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2,0.4444444444444444,0.6444444444444444,0.3333333333333333,0.0,1.0,0.1,0.2,0.1,0.3333333333333333,0.6666666666666666,0.5,249.63636363636363,0.3,0.5,-0.5616550895966826,0.052399999999999974,2.0,4.0,S6,73,COL,-0.014458707100775148
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0,1.0,1.0,1.195064847047226,0.0158,0.0,0.0,S6,74,CIN,0.12367716489061191
13.0,33.0,30.0,8.0,5.0,2.0,0.0,2.0,16.0,6.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,0.26666666666666666,0.2727272727272727,0.5333333333333333,0.806060606060606,0.26666666666666666,0.24,0.0,0.06060606060606061,0.15151515151515152,0.030303030303030304,0.3,0.7,0.42857142857142855,244.25,0.28125,0.5517241379310345,-0.8398255043111502,-0.013700000000000035,6.0,14.0,S6,79,STL,0.05364989570323227
16.0,41.0,36.0,8.0,3.0,2.0,1.0,1.0,15.0,6.0,4.0,0.0,10.0,0.0,1.0,2.0,0.0,1.0,1.0,0.2222222222222222,0.2926829268292683,0.4166666666666667,0.709349593495935,0.19444444444444448,0.2692307692307692,0.3333333333333333,0.024390243902439025,0.24390243902439024,0.0975609756097561,0.4,0.6,0.6666666666666666,256.3720930232558,0.2564102564102564,0.35294117647058826,-4.989532830804761,-0.4103,8.0,12.0,S6,80,COL,-0.3279553954590143
15.0,45.0,40.0,10.0,5.0,3.0,1.0,1.0,18.0,6.0,3.0,1.0,10.0,1.0,0.0,1.0,0.0,2.0,1.0,0.25,0.28888888888888886,0.45,0.7388888888888889,0.2,0.2903225806451613,0.0,0.022222222222222223,0.2222222222222222,0.06666666666666667,0.43478260869565216,0.5652173913043478,0.7692307692307693,257.3181818181818,0.2857142857142857,0.4594594594594595,-3.00863135794955,-0.24160000000000004,10.0,13.0,S6,81,COL,-0.11318252742993595
15.0,43.0,38.0,16.0,11.0,4.0,0.0,5.0,35.0,8.0,5.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.4883720930232558,0.9210526315789473,1.4094247246022031,0.5,0.4074074074074074,1.0,0.11627906976744186,0.13953488372093023,0.11627906976744186,0.5625,0.4375,1.2857142857142858,206.42222222222222,0.46511627906976744,0.9210526315789473,7.13074286182966,0.9743000000000002,9.0,7.0,S6,82,COL,0.8924135341762064
16.0,41.0,39.0,8.0,4.0,2.0,0.0,2.0,16.0,6.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.20512820512820512,0.21951219512195122,0.41025641025641024,0.6297686053783614,0.20512820512820512,0.21428571428571427,1.0,0.04878048780487805,0.24390243902439024,0.024390243902439025,0.36363636363636365,0.6363636363636364,0.5714285714285714,267.6190476190476,0.225,0.40540540540540543,-4.217107127874669,-0.19310000000000008,8.0,14.0,S6,84,COL,-0.25071282516600507
12.0,29.0,27.0,5.0,3.0,0.0,2.0,1.0,12.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.2413793103448276,0.4444444444444444,0.685823754789272,0.25925925925925924,0.18181818181818182,0.0,0.034482758620689655,0.13793103448275862,0.06896551724137931,0.16666666666666666,0.8333333333333334,0.2,268.3448275862069,0.2413793103448276,0.4444444444444444,-0.45038387863860063,0.2375,3.0,15.0,S6,90,MTL,0.07591133752693
15.0,35.0,33.0,4.0,1.0,2.0,0.0,0.0,6.0,4.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,0.12121212121212122,0.14285714285714285,0.18181818181818182,0.3246753246753247,0.06060606060606061,0.16666666666666666,1.0,0.0,0.2857142857142857,0.02857142857142857,0.3333333333333333,0.6666666666666666,0.5,278.25714285714287,0.14705882352941177,0.1875,-10.036765514597015,-0.7719,7.0,14.0,S6,91,CHC,-0.8577027449535756
13.0,33.0,30.0,8.0,3.0,2.0,1.0,1.0,15.0,4.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,0.26666666666666666,0.3333333333333333,0.5,0.8333333333333333,0.23333333333333334,0.3333333333333333,1.0,0.030303030303030304,0.24242424242424243,0.09090909090909091,0.6470588235294118,0.35294117647058826,1.8333333333333333,275.90909090909093,0.3548387096774194,0.5185185185185185,-3.5917468283393195,0.21920000000000003,11.0,6.0,S6,93,SEA,-0.22154223669958464
15.0,34.0,31.0,9.0,5.0,3.0,0.0,3.0,21.0,10.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.2903225806451613,0.35294117647058826,0.6774193548387096,1.0303605313092978,0.3870967741935483,0.24,1.0,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.391304347826087,0.6086956521739131,0.6428571428571429,216.05882352941177,0.3448275862068966,0.75,-2.847601268003982,-0.002600000000000085,9.0,14.0,S6,99,DET,-0.14295700048016163
12.0,35.0,29.0,8.0,6.0,3.0,2.0,2.0,21.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.27586206896551724,0.37142857142857144,0.7241379310344828,1.095566502463054,0.4482758620689655,0.2222222222222222,0.0,0.05714285714285714,0.02857142857142857,0.14285714285714285,0.6086956521739131,0.391304347826087,1.5555555555555556,247.94285714285715,0.36363636363636365,0.7857142857142857,-0.3859361268048057,0.4024999999999999,14.0,9.0,S6,100,DET,0.10738019382564534
14.0,40.0,36.0,9.0,4.0,5.0,1.0,2.0,22.0,5.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.325,0.6111111111111112,0.9361111111111111,0.36111111111111116,0.25,0.0,0.05,0.15,0.1,0.30434782608695654,0.6956521739130435,0.4375,228.625,0.2894736842105263,0.6111111111111112,-2.2630598362790684,0.17609999999999998,7.0,16.0,S6,103,DET,-0.05947877619233437
13.0,31.0,27.0,9.0,5.0,2.0,0.0,1.0,14.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.3333333333333333,0.3870967741935484,0.5185185185185185,0.9056152927120669,0.18518518518518517,0.3333333333333333,0.0,0.03225806451612903,0.0967741935483871,0.0967741935483871,0.4444444444444444,0.5555555555555556,0.8,233.29032258064515,0.42857142857142855,0.5833333333333334,-0.5427594645732579,0.17440000000000014,8.0,10.0,S6,104,DET,0.07501513930524288
10.0,25.0,22.0,7.0,0.0,1.0,0.0,0.0,8.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3181818181818182,0.32,0.36363636363636365,0.6836363636363636,0.04545454545454547,0.4117647058823529,0.0,0.0,0.28,0.04,0.4,0.6,0.6666666666666666,234.8,0.3333333333333333,0.47619047619047616,-4.735834244968142,-0.15309999999999999,4.0,6.0,S6,106,DET,-0.3693164198495814
12.0,32.0,31.0,6.0,5.0,2.0,1.0,1.0,13.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1935483870967742,0.21875,0.41935483870967744,0.6381048387096775,0.22580645161290325,0.2,0.0,0.03125,0.15625,0.03125,0.6190476190476191,0.38095238095238093,1.625,306.46875,0.1935483870967742,0.43333333333333335,-0.7453031328486225,-0.03250000000000014,13.0,8.0,S6,108,HOU,0.05893145266359573
6.0,17.0,16.0,3.0,2.0,0.0,1.0,0.0,5.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.23529411764705882,0.3125,0.5477941176470589,0.125,0.3333333333333333,0.0,0.0,0.4117647058823529,0.058823529411764705,0.6666666666666666,0.3333333333333333,2.0,291.375,0.23529411764705882,0.3125,-0.884855845544256,-0.028100000000000003,4.0,2.0,S6,113,HOU,-0.017584021394307304
11.0,28.0,26.0,9.0,6.0,1.0,1.0,3.0,21.0,7.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34615384615384615,0.39285714285714285,0.8076923076923077,1.2005494505494505,0.46153846153846156,0.35294117647058826,0.0,0.10714285714285714,0.21428571428571427,0.07142857142857142,0.5,0.5,1.0,221.17857142857142,0.4074074074074074,0.8333333333333334,2.714345009598606,0.4187,6.0,6.0,S6,114,HOU,0.38821354616476134
14.0,39.0,34.0,6.0,1.0,1.0,0.0,0.0,7.0,1.0,4.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.17647058823529413,0.2564102564102564,0.20588235294117646,0.46229260935143285,0.02941176470588233,0.2222222222222222,0.0,0.0,0.20512820512820512,0.10256410256410256,0.5909090909090909,0.4090909090909091,1.4444444444444444,277.0,0.21621621621621623,0.18181818181818182,-8.513517771186926,-0.7936000000000001,13.0,9.0,S6,116,MIA,-0.6886952498690094
3.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.4,0.5,0.5,1.0,244.2,0.2,0.0,0.8793687745707841,0.1335,1.0,1.0,S6,117,HOU,0.10879027838652497
11.0,26.0,23.0,4.0,3.0,3.0,0.0,0.0,7.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.17391304347826086,0.23076923076923078,0.30434782608695654,0.5351170568561874,0.13043478260869568,0.18181818181818182,0.0,0.0,0.07692307692307693,0.07692307692307693,0.5,0.5,1.0,293.56,0.23076923076923078,0.30434782608695654,-1.9205180828907467,-0.16860000000000003,9.0,9.0,S6,118,HOU,-0.08361412345595257
12.0,33.0,29.0,7.0,3.0,0.0,1.0,1.0,12.0,2.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.2413793103448276,0.3333333333333333,0.41379310344827586,0.7471264367816092,0.17241379310344826,0.2608695652173913,0.0,0.030303030303030304,0.15151515151515152,0.12121212121212122,0.55,0.45,1.2222222222222223,262.47058823529414,0.3333333333333333,0.4444444444444444,-2.4882464354617166,0.20700000000000007,11.0,9.0,S6,119,HOU,-0.11119219741182437
10.0,24.0,24.0,3.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.125,0.125,0.125,0.25,0.0,0.17647058823529413,0.0,0.0,0.2916666666666667,0.0,0.5625,0.4375,1.2857142857142858,309.2083333333333,0.13636363636363635,0.13636363636363635,-5.594940053004245,-0.5656000000000001,9.0,7.0,S6,122,HOU,-0.459397680839081
6.0,15.0,14.0,4.0,2.0,2.0,0.0,1.0,9.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.3333333333333333,0.6428571428571429,0.9761904761904763,0.3571428571428572,0.3,0.0,0.06666666666666667,0.2,0.06666666666666667,0.75,0.25,3.0,268.42857142857144,0.35714285714285715,0.6923076923076923,-1.116227854802652,-0.14279999999999998,6.0,2.0,S6,125,HOU,-0.049062582691925524
12.0,32.0,29.0,10.0,4.0,2.0,1.0,1.0,17.0,2.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.3448275862068966,0.40625,0.5862068965517241,0.9924568965517241,0.2413793103448275,0.36,0.6666666666666666,0.03125,0.09375,0.09375,0.6470588235294118,0.35294117647058826,1.8333333333333333,246.45714285714286,0.4,0.6296296296296297,0.10419610708971305,-0.11969999999999997,11.0,6.0,S6,126,HOU,0.14388137665742928
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1.0,1.0,0.7363636363636361,0.0793,0.0,0.0,S6,127,ARI,0.07780704382225292
8.0,19.0,16.0,4.0,2.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3684210526315789,0.25,0.618421052631579,0.0,0.3076923076923077,0.0,0.0,0.15789473684210525,0.15789473684210525,0.4444444444444444,0.5555555555555556,0.8,245.1875,0.21052631578947367,0.21052631578947367,-0.6444389271708375,0.11349999999999999,4.0,5.0,S6,128,KCR,0.014799030814813175
