G,PA,AB,H,R,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Season,Hitter ID,Team,WAR
10.0,29.0,26.0,7.0,5.0,4.0,1.0,1.0,16.0,6.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2692307692307692,0.3448275862068966,0.6153846153846154,0.960212201591512,0.3461538461538462,0.3,0.0,0.034482758620689655,0.1724137931034483,0.10344827586206896,0.5,0.5,1.0,261.35714285714283,0.3103448275862069,0.5769230769230769,2.034652832068847,0.34639999999999993,7.0,7.0,S6,129,KCR,0.3244150085976748
12.0,30.0,27.0,6.0,5.0,2.0,0.0,2.0,14.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2222222222222222,0.3,0.5185185185185185,0.8185185185185184,0.2962962962962963,0.17391304347826086,0.0,0.06666666666666667,0.06666666666666667,0.1,0.8,0.2,4.0,271.6896551724138,0.27586206896551724,0.5,0.8435924029356917,-0.2239,16.0,4.0,S6,134,ARI,0.20947964587024853
13.0,32.0,26.0,7.0,5.0,2.0,0.0,1.0,12.0,4.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2692307692307692,0.40625,0.46153846153846156,0.8677884615384616,0.19230769230769235,0.2727272727272727,1.0,0.03125,0.09375,0.1875,0.5,0.5,1.0,253.03030303030303,0.3125,0.42857142857142855,-0.1088550741850377,0.2773,8.0,8.0,S6,135,OAK,0.12257625852995421
11.0,33.0,29.0,12.0,8.0,1.0,2.0,3.0,26.0,5.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41379310344827586,0.48484848484848486,0.896551724137931,1.381400208986416,0.4827586206896552,0.47368421052631576,0.0,0.09090909090909091,0.21212121212121213,0.12121212121212122,0.4,0.6,0.6666666666666666,214.6969696969697,0.42424242424242425,0.8275862068965517,4.770112580918116,0.1381,4.0,6.0,S6,137,KCR,0.614643704226159
13.0,35.0,32.0,11.0,6.0,3.0,3.0,3.0,29.0,9.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34375,0.4,0.90625,1.30625,0.5625,0.32,0.0,0.08571428571428572,0.11428571428571428,0.08571428571428572,0.23529411764705882,0.7647058823529411,0.3076923076923077,224.5142857142857,0.37142857142857144,0.875,1.5124540237070336,0.8045,4.0,13.0,S6,138,NYY,0.2972192088768293
8.0,23.0,21.0,7.0,3.0,1.0,2.0,0.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.391304347826087,0.5714285714285714,0.9627329192546583,0.23809523809523808,0.3333333333333333,0.0,0.0,0.0,0.08695652173913043,0.6428571428571429,0.35714285714285715,1.8,262.17391304347825,0.34782608695652173,0.42857142857142855,1.018935795176409,0.09690000000000007,9.0,5.0,S6,140,KCR,0.19781922379309508
9.0,26.0,23.0,5.0,4.0,0.0,0.0,2.0,11.0,3.0,3.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.3076923076923077,0.4782608695652174,0.7859531772575251,0.26086956521739135,0.1875,0.0,0.07692307692307693,0.19230769230769232,0.11538461538461539,0.46153846153846156,0.5384615384615384,0.8571428571428571,261.3636363636364,0.3076923076923077,0.4782608695652174,0.5739553617072262,0.11460000000000002,6.0,7.0,S6,144,CLE,0.16583322100384473
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1.0,2.0,1.181918584422685,0.0254,0.0,0.0,S6,148,TEX,0.1223625386281578
1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,2.0,383.3333333333333,0.0,0.0,-0.8671565437709308,-0.032600000000000004,2.0,1.0,S6,149,CWS,-0.07420361381942514
3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.5,1.0,294.0,0.16666666666666666,0.0,-1.3451042407579772,-0.12969999999999998,2.0,2.0,S6,150,SDP,-0.10948634296046185
12.0,34.0,31.0,9.0,4.0,3.0,2.0,1.0,19.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2903225806451613,0.35294117647058826,0.6129032258064516,0.9658444022770398,0.3225806451612903,0.27586206896551724,0.0,0.029411764705882353,0.029411764705882353,0.08823529411764706,0.5,0.5,1.0,234.76470588235293,0.3870967741935484,0.6666666666666666,0.5991058399268011,0.5385000000000001,12.0,12.0,S6,151,KCR,0.20171371031291668
13.0,35.0,27.0,4.0,3.0,1.0,0.0,2.0,11.0,5.0,8.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.14814814814814814,0.34285714285714286,0.4074074074074074,0.7502645502645502,0.25925925925925924,0.10526315789473684,0.5,0.05714285714285714,0.17142857142857143,0.22857142857142856,0.5,0.5,1.0,262.7567567567568,0.2647058823529412,0.3793103448275862,-1.5412406405213717,0.04179999999999996,9.0,9.0,S6,152,CWS/MTL,-0.008150257546011263
14.0,41.0,34.0,11.0,6.0,1.0,0.0,3.0,21.0,6.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.3235294117647059,0.4146341463414634,0.6176470588235294,1.0322812051649928,0.29411764705882354,0.27586206896551724,0.0,0.07317073170731707,0.07317073170731707,0.14634146341463414,0.625,0.375,1.6666666666666667,239.66666666666666,0.40540540540540543,0.65625,0.5494939997754529,0.28120000000000006,15.0,9.0,S6,153,CWS,0.22594728759900704
9.0,21.0,18.0,2.0,2.0,2.0,0.0,0.0,4.0,3.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1111111111111111,0.19047619047619047,0.2222222222222222,0.4126984126984127,0.1111111111111111,0.14285714285714285,1.0,0.0,0.23809523809523808,0.09523809523809523,0.25,0.75,0.3333333333333333,263.1,0.19047619047619047,0.2631578947368421,-3.770177394905399,-0.29410000000000003,3.0,9.0,S6,158,ARI,-0.28943345558686434
7.0,18.0,16.0,4.0,3.0,0.0,1.0,2.0,12.0,4.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.25,0.3333333333333333,0.75,1.0833333333333333,0.5,0.18181818181818182,0.6666666666666666,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.4,0.6,0.6666666666666666,243.71428571428572,0.35294117647058826,0.8666666666666667,-0.4473362499791409,-0.14569999999999997,4.0,6.0,S6,159,CIN,0.030338618348093527
6.0,17.0,16.0,4.0,0.0,2.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.29411764705882354,0.375,0.6691176470588236,0.125,0.25,0.0,0.0,0.0,0.058823529411764705,0.5714285714285714,0.42857142857142855,1.3333333333333333,267.11764705882354,0.3333333333333333,0.46153846153846156,-3.4337121599137634,-0.3951,8.0,6.0,S6,160,NYY,-0.27246965283125807
9.0,23.0,22.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,1.0,0.13636363636363635,0.17391304347826086,0.13636363636363635,0.3102766798418972,0.0,0.25,0.6666666666666666,0.0,0.43478260869565216,0.043478260869565216,0.5,0.5,1.0,265.1923076923077,0.13636363636363635,0.13636363636363635,-6.361329242887299,-0.4396,5.0,5.0,S6,161,SDP,-0.5402072800132758
14.0,43.0,39.0,16.0,6.0,4.0,0.0,3.0,29.0,6.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.41025641025641024,0.46511627906976744,0.7435897435897436,1.208706022659511,0.33333333333333337,0.3939393939393939,0.0,0.06976744186046512,0.06976744186046512,0.09302325581395349,0.3333333333333333,0.6666666666666666,0.5,210.0909090909091,0.4523809523809524,0.7435897435897436,3.1444169898534784,0.1683,7.0,14.0,S6,162,TEX,0.49378094697858826
8.0,9.0,9.0,3.0,2.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,0.2222222222222222,0.0,0.6,0.4,1.5,240.4,0.375,0.75,-0.6114277427806052,-0.026199999999999973,3.0,2.0,S6,163,LAD,-0.023606652605056712
11.0,24.0,21.0,5.0,3.0,1.0,1.0,1.0,11.0,2.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23809523809523808,0.3333333333333333,0.5238095238095238,0.8571428571428572,0.28571428571428575,0.25,0.0,0.041666666666666664,0.16666666666666666,0.125,0.5833333333333334,0.4166666666666667,1.4,280.68,0.25,0.4782608695652174,-0.07968080514550735,-0.5025,7.0,5.0,S6,168,LAD,0.09212824394679275
12.0,29.0,27.0,9.0,2.0,2.0,0.0,2.0,17.0,3.0,2.0,0.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.3793103448275862,0.6296296296296297,1.0089399744572158,0.29629629629629634,0.4375,0.3333333333333333,0.06896551724137931,0.3103448275862069,0.06896551724137931,0.5555555555555556,0.4444444444444444,1.25,249.96875,0.3448275862068966,0.5925925925925926,-0.24856653750186386,0.22640000000000005,5.0,4.0,S6,169,NYM,0.09609307164060367
9.0,17.0,17.0,5.0,3.0,1.0,1.0,1.0,11.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.29411764705882354,0.29411764705882354,0.6470588235294118,0.9411764705882353,0.35294117647058826,0.3076923076923077,0.0,0.058823529411764705,0.17647058823529413,0.0,0.4444444444444444,0.5555555555555556,0.8,251.27777777777777,0.29411764705882354,0.5625,1.108603467497817,0.018500000000000003,4.0,5.0,S6,170,LAD,0.1817619099099
11.0,26.0,22.0,6.0,4.0,2.0,0.0,3.0,17.0,7.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2727272727272727,0.38461538461538464,0.7727272727272727,1.1573426573426573,0.5,0.23076923076923078,0.0,0.11538461538461539,0.23076923076923078,0.15384615384615385,0.5833333333333334,0.4166666666666667,1.4,229.65384615384616,0.36,0.7727272727272727,-1.6440537044466046,0.09790000000000007,7.0,5.0,S6,176,PIT,-0.05596768561153835
12.0,31.0,28.0,9.0,2.0,3.0,2.0,0.0,16.0,5.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.32142857142857145,0.3870967741935484,0.5714285714285714,0.9585253456221198,0.24999999999999994,0.375,0.0,0.0,0.12903225806451613,0.0967741935483871,0.5,0.5,1.0,236.76666666666668,0.35714285714285715,0.6666666666666666,-2.985873199248557,0.6095,9.0,9.0,S6,178,CWS,-0.16929623416228703
15.0,43.0,39.0,13.0,6.0,2.0,1.0,2.0,23.0,7.0,4.0,0.0,7.0,0.0,6.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3953488372093023,0.5897435897435898,0.985092426952892,0.25641025641025644,0.36666666666666664,0.8571428571428571,0.046511627906976744,0.16279069767441862,0.09302325581395349,0.5,0.5,1.0,238.6,0.40476190476190477,0.5945945945945946,0.5223077145863826,0.03879999999999997,10.0,10.0,S6,180,MIA,0.23157001945187866
3.0,8.0,7.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.375,0.5714285714285714,0.9464285714285714,0.2857142857142857,0.3333333333333333,0.0,0.0,0.125,0.125,0.25,0.75,0.3333333333333333,236.5,0.375,0.5714285714285714,0.906184376391037,-0.0447,1.0,3.0,S6,183,CWS,0.1239838791262182
12.0,27.0,25.0,8.0,3.0,4.0,0.0,0.0,12.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32,0.37037037037037035,0.48,0.8503703703703703,0.15999999999999998,0.42105263157894735,0.0,0.0,0.2222222222222222,0.07407407407407407,0.4166666666666667,0.5833333333333334,0.7142857142857143,242.07407407407408,0.38461538461538464,0.5416666666666666,-0.49408305715062306,-0.1964,5.0,7.0,S6,184,MIA,0.0632000593039491
12.0,35.0,34.0,10.0,2.0,4.0,0.0,2.0,20.0,5.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.29411764705882354,0.3142857142857143,0.5882352941176471,0.9025210084033614,0.29411764705882354,0.3333333333333333,0.0,0.05714285714285714,0.22857142857142856,0.02857142857142857,0.6111111111111112,0.3888888888888889,1.5714285714285714,254.61764705882354,0.3235294117647059,0.59375,-4.966069270433605,-0.2278000000000001,11.0,7.0,S6,186,ATL,-0.3506331205372346
10.0,18.0,18.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.17647058823529413,0.0,0.0,0.05555555555555555,0.0,0.26666666666666666,0.7333333333333333,0.36363636363636365,275.94444444444446,0.17647058823529413,0.23529411764705882,-3.073527495412549,-0.4129999999999999,4.0,11.0,S6,187,MIL,-0.23228050619524732
5.0,12.0,12.0,5.0,3.0,1.0,1.0,1.0,11.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.9166666666666666,1.3333333333333333,0.49999999999999994,0.4,0.0,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.8333333333333334,0.2,220.5,0.4166666666666667,0.9166666666666666,2.746339483687213,0.2566,1.0,5.0,S6,188,SEA,0.324682110599393
6.0,13.0,13.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.46153846153846156,0.15384615384615385,0.2,0.0,0.0,0.23076923076923078,0.0,0.625,0.375,1.6666666666666667,319.25,0.15384615384615385,0.3076923076923077,0.5645775383261256,-0.285,5.0,3.0,S6,189,SFG,0.11067659624917361
14.0,44.0,39.0,11.0,8.0,3.0,0.0,3.0,23.0,4.0,5.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.28205128205128205,0.36363636363636365,0.5897435897435898,0.9533799533799534,0.3076923076923077,0.25,1.0,0.06818181818181818,0.09090909090909091,0.11363636363636363,0.2916666666666667,0.7083333333333334,0.4117647058823529,215.25,0.32558139534883723,0.5897435897435898,2.2981840192780436,0.12810000000000005,7.0,17.0,S6,190,MIA,0.41332833010693404
11.0,29.0,21.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,6.0,2.0,10.0,0.0,0.0,1.0,0.0,2.0,2.0,0.09523809523809523,0.27586206896551724,0.14285714285714285,0.4187192118226601,0.047619047619047616,0.15384615384615385,0.0,0.0,0.3448275862068966,0.20689655172413793,0.5384615384615384,0.46153846153846156,1.1666666666666667,276.10714285714283,0.3076923076923077,0.16666666666666666,-4.420280858936429,-0.3117,7.0,6.0,S6,191,MIA,-0.32107836050285277
3.0,5.0,5.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,0.19999999999999996,0.5,1.0,0.0,0.2,0.0,0.5,0.5,1.0,219.83333333333334,0.4,0.6,-0.32283787576695444,-0.007099999999999995,1.0,1.0,S6,192,MIA,-0.011430386647248885
15.0,42.0,37.0,11.0,8.0,1.0,0.0,3.0,21.0,4.0,5.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.2972972972972973,0.38095238095238093,0.5675675675675675,0.9485199485199485,0.27027027027027023,0.2857142857142857,0.3333333333333333,0.07142857142857142,0.14285714285714285,0.11904761904761904,0.45,0.55,0.8181818181818182,248.77272727272728,0.38095238095238093,0.5945945945945946,2.9215483920786562,-0.07850000000000001,9.0,11.0,S6,194,MIA,0.46732340701521674
15.0,43.0,38.0,16.0,8.0,8.0,3.0,1.0,33.0,8.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.42105263157894735,0.4418604651162791,0.868421052631579,1.3102815177478582,0.44736842105263164,0.5172413793103449,0.0,0.023255813953488372,0.23255813953488372,0.06976744186046512,0.42857142857142855,0.5714285714285714,0.75,202.1904761904762,0.4523809523809524,0.8648648648648649,7.539914833569243,0.5017,6.0,8.0,S6,203,ATL/SDP,0.9333307313501648
14.0,40.0,34.0,12.0,10.0,1.0,0.0,5.0,28.0,11.0,6.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,0.35294117647058826,0.45,0.8235294117647058,1.2735294117647058,0.4705882352941176,0.3333333333333333,1.0,0.125,0.2,0.15,0.6470588235294118,0.35294117647058826,1.8333333333333333,221.325,0.4358974358974359,0.8181818181818182,2.3939083630891775,0.6087,11.0,6.0,S6,204,LAD,0.4062180437444902
12.0,29.0,24.0,8.0,3.0,2.0,1.0,2.0,18.0,9.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,0.3793103448275862,0.75,1.1293103448275863,0.4166666666666667,0.3,0.0,0.06896551724137931,0.13793103448275862,0.10344827586206896,0.35714285714285715,0.6428571428571429,0.5555555555555556,226.69230769230768,0.4444444444444444,0.8095238095238095,-2.545061981509418,0.8212999999999999,5.0,9.0,S6,205,STL,-0.13355647276015176
9.0,12.0,12.0,5.0,2.0,1.0,0.0,2.0,12.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,1.0,1.4166666666666667,0.5833333333333333,0.3333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.0,1.0,0.0,0.0,274.0,0.4166666666666667,0.9166666666666666,-0.9344440145142072,0.2722,6.0,0.0,S6,207,MIL,-0.04339623922074898
11.0,33.0,30.0,8.0,3.0,2.0,0.0,1.0,13.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26666666666666666,0.3333333333333333,0.43333333333333335,0.7666666666666666,0.16666666666666669,0.2692307692307692,0.0,0.030303030303030304,0.09090909090909091,0.09090909090909091,0.5789473684210527,0.42105263157894735,1.375,249.12121212121212,0.3939393939393939,0.4444444444444444,-1.2224701606265402,-0.14280000000000004,11.0,8.0,S6,213,SFG/TEX,0.015385430071693263
1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,427.5,0.0,0.0,-0.40927767965188966,-0.03,1.0,1.0,S6,223,COL,-0.032586407593410346
12.0,33.0,30.0,13.0,6.0,6.0,0.0,1.0,22.0,3.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.43333333333333335,0.48484848484848486,0.7333333333333333,1.2181818181818183,0.29999999999999993,0.5217391304347826,0.0,0.030303030303030304,0.18181818181818182,0.09090909090909091,0.4166666666666667,0.5833333333333334,0.7142857142857143,218.08823529411765,0.46875,0.8275862068965517,9.021580340030415,0.7865000000000001,5.0,7.0,S6,226,PHI,1.0397904801373887
3.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,3.5,1.5,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,44.75,1.0,2.75,3.3987927183311215,0.24819999999999998,0.0,0.0,S6,227,SEA,0.3565619925766694
14.0,37.0,35.0,11.0,9.0,2.0,1.0,1.0,18.0,4.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3142857142857143,0.35135135135135137,0.5142857142857142,0.8656370656370656,0.19999999999999996,0.4,0.0,0.02702702702702703,0.24324324324324326,0.05405405405405406,0.4666666666666667,0.5333333333333333,0.875,243.77142857142857,0.35135135135135137,0.5,6.565269808418455,0.14739999999999998,7.0,8.0,S6,230,STL,0.8108421477197499
3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.0,0.25,0.0,0.0,0.2,0.0,0.0,1.0,0.0,247.0,0.2,0.2,-0.4940269339082666,0.006500000000000003,0.0,3.0,S6,238,NYM,-0.028549292461380098
14.0,36.0,35.0,10.0,6.0,2.0,0.0,4.0,24.0,6.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2857142857142857,0.3055555555555556,0.6857142857142857,0.9912698412698413,0.4,0.24,0.0,0.1111111111111111,0.16666666666666666,0.027777777777777776,0.5454545454545454,0.45454545454545453,1.2,241.54285714285714,0.3235294117647059,0.6666666666666666,-1.2430887868378668,-0.17739999999999997,12.0,10.0,S6,241,ARI,0.02583560800822855
12.0,30.0,26.0,6.0,6.0,2.0,1.0,1.0,13.0,3.0,4.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.23076923076923078,0.3333333333333333,0.5,0.8333333333333333,0.2692307692307692,0.2631578947368421,1.0,0.03333333333333333,0.2,0.13333333333333333,0.26666666666666666,0.7333333333333333,0.36363636363636365,225.67741935483872,0.23333333333333334,0.4482758620689655,-0.051435686621166155,0.6620000000000001,4.0,11.0,S6,249,LAD,0.11997683691456276
15.0,43.0,39.0,10.0,4.0,2.0,1.0,1.0,17.0,6.0,4.0,0.0,18.0,0.0,1.0,3.0,0.0,0.0,1.0,0.2564102564102564,0.32558139534883723,0.4358974358974359,0.7614788312462731,0.17948717948717952,0.45,0.25,0.023255813953488372,0.4186046511627907,0.09302325581395349,0.25,0.75,0.3333333333333333,248.6595744680851,0.32558139534883723,0.48717948717948717,-3.33214703496946,-0.11069999999999985,3.0,9.0,S6,252,NYM,-0.1538754555037056
11.0,28.0,23.0,7.0,3.0,2.0,0.0,2.0,15.0,9.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.30434782608695654,0.39285714285714285,0.6521739130434783,1.045031055900621,0.34782608695652173,0.2777777777777778,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.5384615384615384,0.46153846153846156,1.1666666666666667,253.79310344827587,0.35714285714285715,0.625,-2.7626758476958,0.6232,7.0,6.0,S6,255,ARI,-0.1594885395646793
9.0,22.0,17.0,4.0,2.0,0.0,1.0,1.0,9.0,1.0,5.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.4090909090909091,0.5294117647058824,0.9385026737967914,0.29411764705882354,0.2727272727272727,1.0,0.045454545454545456,0.22727272727272727,0.22727272727272727,0.5,0.5,1.0,235.23809523809524,0.36363636363636365,0.5,0.5900208686578015,0.12680000000000002,4.0,4.0,S6,256,TEX,0.150757050955345
2.0,6.0,6.0,2.0,1.0,1.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666667,0.2,0.0,0.16666666666666666,0.0,0.0,0.25,0.75,0.3333333333333333,224.33333333333334,0.3333333333333333,1.0,-0.22951674699992164,-0.0213,1.0,3.0,S6,257,CIN,0.0020724064153437084
9.0,25.0,23.0,3.0,2.0,1.0,0.0,1.0,7.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13043478260869565,0.2,0.30434782608695654,0.5043478260869565,0.1739130434782609,0.1111111111111111,0.0,0.04,0.16,0.08,0.35294117647058826,0.6470588235294118,0.5454545454545454,283.125,0.16,0.2916666666666667,-2.2743791175022077,-0.3556,6.0,11.0,S6,259,NYY,-0.12317090710298798
11.0,27.0,25.0,7.0,4.0,2.0,0.0,0.0,9.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.28,0.3333333333333333,0.36,0.6933333333333334,0.07999999999999996,0.3888888888888889,0.0,0.0,0.25925925925925924,0.07407407407407407,0.2727272727272727,0.7272727272727273,0.375,227.4,0.3333333333333333,0.4,1.121556423746034,-0.24999999999999997,3.0,8.0,S6,260,NYY,0.22476400739361485
5.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.2,0.0,0.0,0.16666666666666666,0.0,0.4,0.6,0.6666666666666666,280.6666666666667,0.2,0.4,-2.1666293024262284,-0.4962000000000001,2.0,3.0,S6,262,MIA,-0.19163884912728696
8.0,17.0,16.0,2.0,2.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.125,0.17647058823529413,0.375,0.5514705882352942,0.25,0.1111111111111111,0.0,0.058823529411764705,0.35294117647058826,0.058823529411764705,0.125,0.875,0.14285714285714285,247.6,0.17647058823529413,0.375,-1.113959311287496,-0.3153,1.0,7.0,S6,264,CWS,-0.0404943679686313
12.0,38.0,38.0,12.0,6.0,0.0,0.0,4.0,24.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3157894736842105,0.3157894736842105,0.631578947368421,0.9473684210526315,0.3157894736842105,0.2857142857142857,0.0,0.10526315789473684,0.15789473684210525,0.0,0.47619047619047616,0.5238095238095238,0.9090909090909091,238.07894736842104,0.3333333333333333,0.6944444444444444,-1.2248897604093791,-0.26150000000000007,10.0,11.0,S6,266,ATL/CWS/SDP,0.03599687102285594
5.0,13.0,12.0,3.0,3.0,0.0,0.0,2.0,9.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.3076923076923077,0.75,1.0576923076923077,0.5,0.1111111111111111,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.5555555555555556,0.4444444444444444,1.25,284.6923076923077,0.36363636363636365,0.8,-1.3133467878686809,0.3621,5.0,4.0,S6,268,OAK,-0.07711583637030703
9.0,22.0,18.0,3.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.16666666666666666,0.2727272727272727,0.2222222222222222,0.4949494949494949,0.05555555555555555,0.23076923076923078,0.0,0.0,0.2727272727272727,0.13636363636363635,0.3,0.7,0.42857142857142855,263.8181818181818,0.2727272727272727,0.2222222222222222,-3.7502625992518333,-0.16590000000000002,3.0,7.0,S6,269,PIT,-0.28327129583561844
13.0,27.0,24.0,5.0,3.0,3.0,0.0,1.0,11.0,5.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.20833333333333334,0.2962962962962963,0.4583333333333333,0.7546296296296295,0.24999999999999997,0.2,1.0,0.037037037037037035,0.1111111111111111,0.1111111111111111,0.6470588235294118,0.35294117647058826,1.8333333333333333,290.2857142857143,0.2692307692307692,0.43478260869565216,-1.6918684284273002,0.26439999999999997,11.0,6.0,S6,271,LAD/OAK,-0.05657847782371861
