OBC,Outs,RunExpectancy
0,0,0.9700598802395209
0,1,0.5667034178610805
0,2,0.2667525773195876
1,0,1.2781065088757397
1,1,0.9686609686609686
1,2,0.5949008498583569
2,0,1.8424657534246576
2,1,1.1398963730569949
2,2,0.6344086021505376
3,0,1.8852459016393444
3,1,1.1951219512195121
3,2,0.6031746031746031
4,0,1.4065934065934067
4,1,1.368421052631579
4,2,0.8802816901408451
5,0,2.6206896551724137
5,1,1.3409090909090908
5,2,0.72
6,0,2.787878787878788
6,1,1.3928571428571428
6,2,0.6666666666666666
7,0,2.1481481481481484
7,1,1.4269662921348314
7,2,0.7678571428571429
