G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Season,Pitcher ID,Team,is_sub_row,Last Team,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
6.0,18.333333333333332,84.0,24.0,11.0,11.0,6.0,2.0,0.0,18.0,3.0,15.0,5.0,5.0,19.0,4.0,0.0,3.6,1.6363636363636365,7.8545454545454545,0.9818181818181818,1.9636363636363636,5.8909090909090915,3.0,0.3116883116883117,0.35714285714285715,0.5324675324675324,0.8896103896103895,0.3684210526315789,0.03571428571428571,0.21428571428571427,0.07142857142857142,0.3235294117647059,0.6764705882352942,0.4782608695652174,248.51807228915663,-0.21847481358434073,0.15779999999999988,77.0,1.0,0.0,4.0,2.0,11.0,23.0,0.0,1.0,0.0,S2,233,2TM,False,PIT,2.8300058868051465,18.666666666666668,110,12.02611591268014,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.2747517489478228
4.0,11.0,45.0,10.0,3.0,3.0,3.0,2.0,0.0,9.0,1.0,7.0,4.0,3.0,12.0,2.0,0.0,1.6363636363636365,1.1818181818181819,5.454545454545454,0.5454545454545454,1.6363636363636362,4.909090909090909,3.0,0.23809523809523808,0.28888888888888886,0.38095238095238093,0.6698412698412698,0.28125,0.022222222222222223,0.2,0.06666666666666667,0.36363636363636365,0.6363636363636364,0.5714285714285714,275.0,-3.2006853938368716,0.3709999999999999,42.0,0.0,0.0,1.0,1.0,8.0,14.0,0.0,0.0,,S2,233,MIN,True,MIN,2.048187704986965,11.333333333333334,57,3.765778497338236,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4555529684494311
2.0,7.333333333333333,39.0,14.0,8.0,8.0,3.0,0.0,0.0,9.0,2.0,8.0,1.0,2.0,7.0,2.0,0.0,6.545454545454546,2.3181818181818183,11.454545454545455,1.6363636363636367,2.4545454545454546,7.363636363636363,3.0,0.4,0.4358974358974359,0.7142857142857143,1.15018315018315,0.48,0.05128205128205128,0.23076923076923078,0.07692307692307693,0.25,0.75,0.3333333333333333,220.05,2.9822105802525307,-0.21320000000000006,35.0,1.0,0.0,3.0,1.0,3.0,9.0,0.0,1.0,0.0,S2,233,PIT,True,PIT,4.002733159532419,7.333333333333333,193,8.260337415341905,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,-0.18080121950160832
4.0,13.0,53.0,13.0,7.0,7.0,3.0,0.0,0.0,17.0,2.0,9.0,3.0,4.0,10.0,1.0,0.0,3.230769230769231,1.2307692307692308,6.0,0.9230769230769231,1.3846153846153846,7.846153846153847,5.666666666666667,0.26,0.3018867924528302,0.44,0.7418867924528302,0.3548387096774194,0.03773584905660377,0.32075471698113206,0.05660377358490566,0.45,0.55,0.8181818181818182,264.3529411764706,-1.4322803980960632,0.2718,50.0,0.0,0.0,1.0,1.0,9.0,11.0,0.0,0.0,,S2,234,CLE,False,CLE,1.761474418273678,13.0,92,7.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.3027985895981492
5.0,13.333333333333334,53.0,11.0,7.0,7.0,5.0,0.0,1.0,5.0,3.0,3.0,7.0,9.0,11.0,2.0,0.0,3.15,1.2,4.949999999999999,1.3499999999999999,2.25,2.25,1.0,0.22916666666666666,0.3018867924528302,0.5208333333333334,0.8227201257861636,0.2,0.05660377358490566,0.09433962264150944,0.09433962264150944,0.59375,0.40625,1.4615384615384615,262.71153846153845,-1.093035160947081,0.5738000000000001,48.0,0.0,0.0,5.0,0.0,19.0,13.0,0.0,0.0,,S2,236,3TM,False,MIL,4.984551341350601,13.333333333333334,106,8.299160762450384,4.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.26887406588325097
1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,6.0,6.0,6.0,0.0,0.0,0.3333333333333333,0.5,1.3333333333333333,1.8333333333333333,0.0,0.25,0.0,0.25,0.5,0.5,1.0,208.25,0.3513630463003028,-0.044600000000000015,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,S2,236,HOU,True,HOU,17.684551341350602,1.0,171,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.023093244268630818
3.0,10.0,40.0,8.0,6.0,6.0,3.0,0.0,1.0,4.0,2.0,2.0,5.0,9.0,8.0,2.0,0.0,3.6,1.1,4.800000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,1.3333333333333333,0.21621621621621623,0.275,0.4864864864864865,0.7614864864864865,0.1935483870967742,0.05,0.1,0.075,0.6,0.4,1.5,275.5897435897436,0.10187761735535772,0.44399999999999995,37.0,0.0,0.0,4.0,0.0,15.0,10.0,0.0,0.0,,S2,236,MIL,True,MIL,4.384551341350601,10.0,125,7.299160762450384,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.11024284187845886
1.0,2.3333333333333335,9.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.2857142857142856,5.142857142857142,0.0,2.571428571428571,2.571428571428571,1.0,0.25,0.3333333333333333,0.375,0.7083333333333333,0.2857142857142857,0.0,0.1111111111111111,0.1111111111111111,0.6,0.4,1.5,231.11111111111111,-1.5462758246027408,0.1744,8.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,,S2,236,CLE,True,CLE,2.1131227699220294,2.3333333333333335,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18172446827342287
6.0,25.333333333333332,112.0,29.0,15.0,15.0,14.0,0.0,2.0,23.0,4.0,17.0,8.0,10.0,20.0,3.0,0.0,3.5526315789473686,1.6973684210526316,6.86842105263158,0.9473684210526316,3.3157894736842106,5.447368421052632,1.6428571428571428,0.29591836734693877,0.38392857142857145,0.5306122448979592,0.9145408163265307,0.352112676056338,0.03571428571428571,0.20535714285714285,0.125,0.5,0.5,1.0,241.09174311926606,-0.5901625841129889,0.1723000000000003,98.0,0.0,0.0,5.0,3.0,23.0,23.0,0.0,2.0,0.0,S2,237,TOR,False,TOR,3.5792881834558643,25.0,121,17.690912907454894,6.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.6,0.3962219485304838
14.0,52.666666666666664,221.0,64.0,38.0,38.0,17.0,0.0,1.0,40.0,12.0,33.0,25.0,27.0,24.0,5.0,0.0,4.329113924050633,1.5379746835443038,7.291139240506329,1.3670886075949369,1.9367088607594938,4.556962025316456,2.3529411764705883,0.31683168316831684,0.3665158371040724,0.599009900990099,0.9655257380941713,0.34210526315789475,0.05429864253393665,0.18099547511312217,0.07692307692307693,0.7040816326530612,0.29591836734693877,2.3793103448275863,245.70642201834863,3.9981872069496034,-0.22909999999999986,202.0,2.0,0.0,17.0,2.0,69.0,29.0,2.0,3.0,0.4,S2,253,CLE,False,CLE,4.095943746413893,53.0,119,36.96517799448262,8.0,8.0,3.0,2.0,5.0,4.0,0.0,0.0,0.5555555555555556,0.26556036427235996
1.0,3.0,16.0,6.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,3.0,0.0,0.0,6.0,2.3333333333333335,12.0,2.0,2.0,6.0,3.0,0.4,0.4375,0.7333333333333333,1.1708333333333334,0.45454545454545453,0.0625,0.1875,0.0625,0.5,0.5,1.0,237.75,1.0540891389009084,-0.22370000000000004,15.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,,S2,267,OAK,False,OAK,5.017884674683934,3.0,114,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.057236672444493
2.0,2.6666666666666665,19.0,8.0,5.0,5.0,2.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,11.25,3.75,18.0,0.0,4.5,9.0,2.0,0.5,0.5263157894736842,0.75,1.276315789473684,0.6153846153846154,0.0,0.21052631578947367,0.10526315789473684,0.0,1.0,0.0,191.57894736842104,4.135474630612303,0.010700000000000001,16.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,,S2,268,OAK,False,OAK,0.934551341350601,3.0,285,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35634292634458287
5.0,17.333333333333332,74.0,23.0,13.0,13.0,6.0,0.0,0.0,7.0,7.0,14.0,9.0,11.0,7.0,4.0,0.0,4.5,1.6730769230769231,7.961538461538463,2.4230769230769234,2.076923076923077,2.4230769230769234,1.1666666666666667,0.3382352941176471,0.3918918918918919,0.6764705882352942,1.068362480127186,0.2962962962962963,0.0945945945945946,0.0945945945945946,0.08108108108108109,0.7105263157894737,0.2894736842105263,2.4545454545454546,241.6891891891892,3.5713338589514314,-0.29729999999999995,68.0,0.0,0.0,2.0,0.0,27.0,11.0,2.0,0.0,1.0,S2,269,OAK,False,OAK,7.165320572119832,17.333333333333332,146,14.765778497338236,4.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.5,-0.1343367692092531
7.0,23.666666666666668,94.0,18.0,12.0,12.0,8.0,0.0,1.0,24.0,5.0,9.0,12.0,15.0,11.0,3.0,0.0,3.0422535211267605,1.0985915492957745,4.563380281690141,1.267605633802817,2.028169014084507,6.084507042253521,3.0,0.21176470588235294,0.2765957446808511,0.43529411764705883,0.71188986232791,0.22807017543859648,0.05319148936170213,0.2553191489361702,0.0851063829787234,0.6744186046511628,0.32558139534883723,2.0714285714285716,277.505376344086,-3.7454568701919353,-0.0015999999999999487,85.0,1.0,0.0,4.0,0.0,29.0,14.0,1.0,2.0,0.3333333333333333,S2,284,2TM,False,PHI,3.416945707547784,23.333333333333332,85,11.559498177792289,5.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.25,0.6575576055120809
4.0,17.0,66.0,13.0,8.0,8.0,5.0,0.0,0.0,16.0,1.0,8.0,6.0,13.0,7.0,3.0,0.0,2.823529411764706,1.0588235294117647,4.588235294117647,0.3529411764705882,1.7647058823529411,5.647058823529411,3.2,0.21666666666666667,0.2727272727272727,0.3333333333333333,0.606060606060606,0.2727272727272727,0.015151515151515152,0.24242424242424243,0.07575757575757576,0.6774193548387096,0.3225806451612903,2.1,277.17391304347825,-3.675465166594547,0.026999999999999996,60.0,1.0,0.0,4.0,0.0,21.0,10.0,1.0,2.0,0.3333333333333333,S2,284,WSH,True,WSH,1.4492572237035422,16.666666666666668,75,7.260337415341905,3.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.25,0.5662570126225458
3.0,6.666666666666667,28.0,5.0,4.0,4.0,3.0,0.0,1.0,8.0,4.0,1.0,6.0,2.0,4.0,0.0,0.0,3.5999999999999996,1.2,4.5,3.5999999999999996,2.6999999999999997,7.199999999999999,2.6666666666666665,0.2,0.2857142857142857,0.68,0.9657142857142857,0.07692307692307693,0.14285714285714285,0.2857142857142857,0.10714285714285714,0.6666666666666666,0.3333333333333333,2.0,278.4583333333333,-0.06999170359738827,-0.02859999999999996,25.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,,S2,284,PHI,True,PHI,8.434551341350602,6.666666666666667,110,4.299160762450384,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09130059288953506
3.0,11.0,39.0,6.0,4.0,4.0,2.0,0.0,0.0,9.0,3.0,3.0,8.0,7.0,3.0,2.0,0.0,2.1818181818181817,0.7272727272727273,3.2727272727272725,1.6363636363636362,1.0909090909090908,4.909090909090909,4.5,0.16216216216216217,0.20512820512820512,0.40540540540540543,0.6105336105336105,0.12,0.07692307692307693,0.23076923076923078,0.05128205128205128,0.7727272727272727,0.22727272727272727,3.4,300.8333333333333,-2.8358457282462837,0.39999999999999997,37.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.0,,S2,285,PHI,False,PHI,4.139096795896055,11.0,67,4.299160762450384,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.40100441134827314
11.0,38.666666666666664,149.0,29.0,17.0,17.0,10.0,1.0,0.0,35.0,7.0,14.0,14.0,8.0,41.0,4.0,0.0,2.637931034482759,1.0086206896551724,4.5,1.0862068965517242,1.5517241379310347,5.431034482758621,3.5,0.2116788321167883,0.26174496644295303,0.4306569343065693,0.6924019007495223,0.2268041237113402,0.04697986577181208,0.2348993288590604,0.06711409395973154,0.3835616438356164,0.6164383561643836,0.6222222222222222,253.12328767123287,-10.209611932899211,1.4975,137.0,2.0,0.0,7.0,1.0,28.0,45.0,1.0,2.0,0.3333333333333333,S2,286,PHI,False,PHI,3.0035168585919805,40.0,69,16.225515409824528,5.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.4695651917520511
2.0,3.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.3333333333333333,4.0,2.0,4.0,0.0,0.0,0.25,0.4,0.625,1.025,0.14285714285714285,0.1,0.0,0.2,0.6666666666666666,0.3333333333333333,2.0,289.1,-1.5730557328865702,-0.0020999999999999977,8.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,,S2,303,PIT,False,PIT,8.017884674683934,4.0,43,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18741322419215567
4.0,13.666666666666666,49.0,7.0,2.0,2.0,2.0,0.0,0.0,17.0,2.0,4.0,3.0,3.0,14.0,2.0,0.0,0.8780487804878049,0.6585365853658537,3.073170731707317,0.878048780487805,0.878048780487805,7.463414634146341,8.5,0.14893617021276595,0.1836734693877551,0.2978723404255319,0.481545809813287,0.17857142857142858,0.04081632653061224,0.3469387755102041,0.04081632653061224,0.30434782608695654,0.6956521739130435,0.4375,274.64,-6.831915434592412,1.0136,47.0,0.0,0.0,1.0,0.0,7.0,16.0,1.0,0.0,1.0,S2,305,PIT,False,PIT,1.5382098779359668,14.0,24,2.0,2.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.8307190328863847
1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,212.0,-0.9477977161500815,0.0685,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,S2,306,STL,False,STL,1.684551341350601,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1068228319764076
6.0,32.333333333333336,136.0,33.0,20.0,20.0,14.0,0.0,0.0,19.0,9.0,14.0,18.0,14.0,21.0,7.0,0.0,3.7113402061855667,1.4536082474226804,6.123711340206185,1.670103092783505,2.5979381443298966,3.525773195876288,1.3571428571428572,0.2727272727272727,0.34558823529411764,0.5785123966942148,0.9241006319883325,0.2553191489361702,0.0661764705882353,0.13970588235294118,0.10294117647058823,0.5942028985507246,0.4057971014492754,1.4642857142857142,243.06060606060606,-2.921796052224895,1.0117000000000003,121.0,1.0,0.0,10.0,0.0,41.0,28.0,0.0,0.0,,S2,310,2TM,False,MIL,5.4268193825877145,33.0,109,21.0,5.0,6.0,5.0,1.0,6.0,0.0,0.0,0.0,1.0,0.7016436575100713
5.0,26.666666666666668,103.0,22.0,12.0,12.0,8.0,0.0,0.0,14.0,8.0,8.0,17.0,12.0,17.0,6.0,0.0,2.6999999999999997,1.125,4.949999999999999,1.7999999999999998,1.7999999999999998,3.1500000000000004,1.75,0.23157894736842105,0.2912621359223301,0.5473684210526316,0.8386305569749617,0.1917808219178082,0.07766990291262135,0.13592233009708737,0.07766990291262135,0.6101694915254238,0.3898305084745763,1.565217391304348,257.980198019802,-7.029974330026713,0.8075000000000001,95.0,0.0,0.0,6.0,0.0,36.0,23.0,0.0,0.0,,S2,310,STL,True,STL,5.434551341350601,27.0,89,14.0,4.0,5.0,4.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0131062373087074
1.0,5.666666666666667,33.0,11.0,8.0,8.0,6.0,0.0,0.0,5.0,1.0,6.0,1.0,2.0,4.0,1.0,0.0,8.470588235294118,3.0,11.647058823529411,1.0588235294117645,6.352941176470589,5.294117647058823,0.8333333333333334,0.4230769230769231,0.5151515151515151,0.6923076923076923,1.2074592074592074,0.47619047619047616,0.030303030303030304,0.15151515151515152,0.18181818181818182,0.5,0.5,1.0,194.4516129032258,4.108178277801817,0.2042,26.0,1.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,,S2,310,MIL,True,MIL,5.390433694291778,6.0,200,7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3114625797986361
9.0,21.333333333333332,101.0,27.0,13.0,13.0,10.0,1.0,0.0,29.0,3.0,17.0,3.0,4.0,16.0,4.0,0.0,3.65625,1.734375,7.59375,0.84375,2.8125,8.15625,2.9,0.3103448275862069,0.36633663366336633,0.4942528735632184,0.8605895072265848,0.4067796610169492,0.0297029702970297,0.2871287128712871,0.09900990099009901,0.3548387096774194,0.6451612903225806,0.55,249.91,-0.04163589667056933,0.43400000000000016,87.0,4.0,0.0,7.0,0.0,11.0,20.0,0.0,0.0,,S2,322,SDP,False,SDP,2.200176341350601,24.666666666666668,79,11.453437985152815,1.0,8.0,1.0,0.0,2.0,2.0,0.0,0.0,0.5,0.30825086379239336
2.0,8.333333333333334,36.0,10.0,4.0,4.0,2.0,0.0,0.0,7.0,2.0,8.0,6.0,0.0,8.0,2.0,0.0,2.88,1.44,7.199999999999999,1.44,1.44,5.04,3.5,0.29411764705882354,0.3333333333333333,0.47058823529411764,0.803921568627451,0.32,0.05555555555555555,0.19444444444444445,0.05555555555555555,0.4117647058823529,0.5882352941176471,0.7,248.9142857142857,-1.3604018394476838,0.016599999999999983,34.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,,S2,325,SDP,False,SDP,3.8445513413506007,9.0,57,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24442772719736353
6.0,20.666666666666668,102.0,28.0,17.0,17.0,12.0,0.0,0.0,29.0,2.0,20.0,7.0,6.0,15.0,1.0,0.0,4.935483870967742,1.9354838709677418,8.129032258064516,0.5806451612903225,3.483870967741935,8.419354838709676,2.4166666666666665,0.3181818181818182,0.39215686274509803,0.45454545454545453,0.8467023172905526,0.4406779661016949,0.0196078431372549,0.28431372549019607,0.11764705882352941,0.4838709677419355,0.5161290322580645,0.9375,241.79611650485438,3.1296220551030145,-0.30710000000000004,88.0,2.0,0.0,6.0,0.0,15.0,16.0,2.0,0.0,1.0,S2,330,3TM,False,ARI,1.8780997284473753,21.333333333333332,104,13.0,4.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.6666666666666666,-0.005864166294615192
4.0,11.333333333333334,66.0,21.0,16.0,16.0,9.0,0.0,0.0,17.0,1.0,15.0,2.0,3.0,12.0,0.0,0.0,8.470588235294118,2.6470588235294117,11.117647058823529,0.5294117647058822,4.764705882352941,9.0,1.8888888888888888,0.38181818181818183,0.45454545454545453,0.5272727272727272,0.9818181818181817,0.5128205128205128,0.015151515151515152,0.25757575757575757,0.13636363636363635,0.29411764705882354,0.7058823529411765,0.4166666666666667,219.0597014925373,8.216356555603637,-0.6768000000000001,55.0,2.0,0.0,5.0,0.0,5.0,12.0,1.0,0.0,1.0,S2,330,TB,True,TB,2.2139631060564833,12.0,171,12.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,-0.6229251595972726
2.0,9.0,35.0,7.0,1.0,1.0,3.0,0.0,0.0,12.0,1.0,5.0,5.0,2.0,3.0,1.0,0.0,0.6666666666666666,1.1111111111111112,4.666666666666667,0.6666666666666666,2.0,8.0,4.0,0.21875,0.2857142857142857,0.34375,0.6294642857142857,0.3157894736842105,0.02857142857142857,0.34285714285714286,0.08571428571428572,0.6923076923076923,0.3076923076923077,2.25,278.3142857142857,-4.837732583297274,0.3357,32.0,0.0,0.0,1.0,0.0,9.0,4.0,1.0,0.0,1.0,S2,330,ARI,True,ARI,1.4623291191283787,9.0,19,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5891500364919727
1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,487.0,-0.24900191720334675,0.034,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,S2,330,LAD,True,LAD,1.684551341350601,0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02791095681068454
13.0,56.666666666666664,240.0,56.0,23.0,23.0,22.0,1.0,1.0,63.0,6.0,37.0,19.0,18.0,45.0,6.0,0.0,2.435294117647059,1.3764705882352941,5.929411764705883,0.6352941176470588,2.3294117647058825,6.670588235294118,2.8636363636363638,0.25806451612903225,0.325,0.4055299539170507,0.7305299539170507,0.33557046979865773,0.025,0.2625,0.09166666666666666,0.4742268041237113,0.5257731958762887,0.9019607843137255,261.86752136752136,-13.726892501491873,1.4726000000000001,217.0,1.0,0.0,12.0,1.0,46.0,51.0,1.0,0.0,1.0,S2,336,PIT,False,PIT,2.0021984001741306,58.333333333333336,65,22.19310056981091,9.0,9.0,6.0,3.0,6.0,2.0,1.0,0.0,0.75,2.095272871833155
14.0,59.0,249.0,70.0,33.0,33.0,11.0,0.0,0.0,59.0,17.0,38.0,15.0,20.0,51.0,11.0,0.0,3.3559322033898304,1.3728813559322033,7.11864406779661,1.728813559322034,1.1186440677966103,6.0,5.363636363636363,0.2966101694915254,0.3253012048192771,0.5932203389830508,0.918521543802328,0.3271604938271605,0.06827309236947791,0.23694779116465864,0.04417670682730924,0.4205607476635514,0.5794392523364486,0.7258064516129032,256.26720647773277,-5.294457676280647,1.8173000000000001,236.0,2.0,0.0,11.0,4.0,45.0,62.0,1.0,1.0,0.5,S2,337,SFG,False,SFG,3.989636087113313,60.0,90,31.58519416014524,10.0,8.0,4.0,0.0,9.0,4.0,0.0,0.0,0.6923076923076923,1.279126275125181
1.0,0.3333333333333333,5.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,54.0,12.0,54.0,18.0,18.0,0.0,0.0,0.75,0.8,1.75,2.55,0.6666666666666666,0.2,0.0,0.2,1.0,0.0,,155.4,2.8286937901498925,0.002899999999999986,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,S2,344,ARI,False,ARI,49.6845513413506,1.0,342,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26781555356323994
1.0,1.3333333333333333,6.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,2.25,13.5,9.0,0.0,0.0,,0.5,0.5,1.5,2.0,0.25,0.3333333333333333,0.0,0.0,1.0,0.0,,255.83333333333334,0.9097386808180694,-0.010500000000000002,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,S2,349,SFG,False,SFG,21.184551341350602,2.0,171,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07290927753970775
11.0,48.0,195.0,47.0,21.0,21.0,14.0,1.0,0.0,33.0,10.0,26.0,31.0,25.0,27.0,8.0,0.0,2.625,1.2708333333333333,5.875,1.25,1.75,4.125,2.357142857142857,0.2596685082872928,0.3128205128205128,0.49171270718232046,0.8045332200028332,0.26811594202898553,0.05128205128205128,0.16923076923076924,0.07179487179487179,0.6534653465346535,0.3465346534653465,1.8857142857142857,257.81052631578945,-10.732565764133206,1.3668,181.0,0.0,0.0,10.0,1.0,66.0,35.0,1.0,0.0,1.0,S2,373,2TM,False,TB,3.8928846746839345,49.333333333333336,74,21.299160762450384,9.0,5.0,3.0,2.0,5.0,3.0,0.0,0.0,0.625,1.6603557690315445
11.0,47.666666666666664,194.0,47.0,21.0,21.0,14.0,1.0,0.0,33.0,10.0,26.0,31.0,25.0,26.0,8.0,0.0,2.6433566433566433,1.2797202797202798,5.916083916083917,1.2587412587412588,1.762237762237762,4.153846153846153,2.357142857142857,0.2611111111111111,0.31443298969072164,0.49444444444444446,0.8088774341351661,0.27007299270072993,0.05154639175257732,0.17010309278350516,0.07216494845360824,0.66,0.34,1.9411764705882353,257.83597883597884,-10.300922138941193,1.3397999999999999,180.0,0.0,0.0,10.0,1.0,66.0,34.0,1.0,0.0,1.0,S2,373,TB,True,TB,3.9083275651268248,48.333333333333336,75,21.299160762450384,9.0,5.0,3.0,2.0,4.0,3.0,0.0,0.0,0.5714285714285714,1.6141806414219932
1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,253.0,-0.43164362519201227,0.027000000000000003,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,S2,373,BAL,True,BAL,1.684551341350601,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04617512760955109
2.0,9.666666666666666,43.0,13.0,7.0,7.0,2.0,0.0,0.0,7.0,2.0,8.0,3.0,4.0,6.0,7.0,0.0,4.344827586206897,1.5517241379310345,8.068965517241379,1.2413793103448278,1.2413793103448278,4.344827586206897,3.5,0.3170731707317073,0.3488372093023256,0.5365853658536586,0.8854225751559841,0.34375,0.046511627906976744,0.16279069767441862,0.046511627906976744,0.38095238095238093,0.6190476190476191,0.6153846153846154,269.13953488372096,0.9452740881950404,0.1061,41.0,0.0,0.0,3.0,0.0,8.0,13.0,0.0,0.0,,S2,375,COL,False,COL,3.5466203068678426,9.666666666666666,128,7.260337415341905,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.03493549006554016
7.0,12.666666666666666,63.0,19.0,12.0,12.0,11.0,1.0,1.0,11.0,3.0,11.0,5.0,3.0,5.0,2.0,0.0,5.684210526315789,2.368421052631579,9.0,1.4210526315789473,5.210526315789474,5.210526315789474,1.0,0.37254901960784315,0.47619047619047616,0.6470588235294118,1.123249299719888,0.42105263157894735,0.047619047619047616,0.1746031746031746,0.1746031746031746,0.6666666666666666,0.3333333333333333,2.0,217.8,2.900745862968428,0.024699999999999972,51.0,1.0,0.0,5.0,0.0,14.0,7.0,0.0,0.0,,S2,376,3TM,False,TB,5.631919762403233,14.0,130,10.614036766963498,3.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-0.10039638560480128
