Team,Opponent,Game ID,Season,Display Season,Session,HR,3B,2B,1B,BB,IBB,FO,SO,Auto K,PO,RGO,LGO,GIDP,SB,CS,H,TB,PA,R,RBI,RE24,WAR,WPA,Location
SFG,ATL,10248,10,S10,2,1,0,1,1,2,0,2,7,0,1,6,2,0,1,0,3,7,23,3,3,-0.1285714285714287,0.0698034239965688,-0.0173999999999999,Home
SFG,COL,3003,3,S3,1,1,0,2,0,2,0,6,3,0,2,3,4,0,1,0,3,8,23,2,2,-0.7692307692307688,0.0079552119434817,-0.3166,Away
SFG,FLA,11244,11,S11,1,3,1,2,5,3,0,5,2,0,5,2,1,0,0,0,11,24,29,9,9,4.676691729323308,0.6247595441067457,0.5127999999999998,Home
SFG,NYM,4005,4,S4,2,0,0,0,3,0,0,3,2,0,9,3,0,1,0,0,3,3,20,0,0,-4.7368421052631575,-0.3866155338093978,-0.0976,Home
SFG,PHI,2005,2,S2,2,2,0,2,1,5,1,7,3,0,1,2,4,1,2,0,5,13,27,3,3,0.6136363636363638,0.1777272727272726,-0.3561,Home
SFG,SDP,7002,7,S7,1,2,0,4,6,3,1,2,1,0,5,5,5,0,3,0,12,22,33,9,9,4.839416058394161,0.6181063665184079,0.4381000000000001,Away
SFG,STL,2002,2,S2,1,3,0,1,1,3,0,4,4,0,0,3,3,0,0,1,5,15,22,4,4,2.011363636363636,0.2934247648902821,0.2027,Home
SFG,STL,7005,7,S7,2,2,0,2,2,1,0,1,13,0,1,2,1,0,0,0,6,14,25,3,3,-1.1605839416058397,-0.0228884214668396,0.3392999999999999,Away
SFG,STL,11247,11,S11,2,1,0,2,2,4,0,3,1,0,5,6,1,2,0,0,5,10,25,4,4,-1.1879699248120303,0.0166257412898442,-0.1359,Away
STL,ATL,3004,3,S3,1,1,0,1,0,0,0,8,6,0,1,2,4,0,0,0,2,6,23,2,2,-1.951048951048951,-0.1137632016077764,-0.4366,Away
STL,ATL,6002,6,S6,1,1,0,1,4,6,0,4,2,0,5,1,2,2,0,0,6,10,26,4,4,1.75,0.2608828755703755,0.5644,Home
STL,ATL,10244,10,S10,1,0,0,2,2,3,0,3,4,0,1,3,4,2,0,1,4,6,22,1,0,-2.128571428571429,-0.1336407662890024,-0.3940000000000001,Home
STL,COL,6006,6,S6,2,1,0,2,3,6,0,4,5,0,4,4,5,2,0,0,6,11,34,6,6,-0.4285714285714287,0.0694512328887329,-0.4396999999999999,Away
STL,CWS,6011,6,S6,4,4,0,0,3,4,0,4,6,1,1,2,1,1,0,0,7,19,25,6,6,2.875,0.370079688048438,0.6637999999999998,Home
STL,NYM,7009,7,S7,3,1,0,1,1,4,0,5,10,0,0,2,1,0,0,0,3,7,25,3,3,-1.1605839416058394,-0.0228884214668396,-0.0927999999999999,Home
STL,PHI,11250,11,S11,3,2,2,1,0,4,0,2,4,0,1,1,8,2,0,0,5,16,25,4,4,-1.18796992481203,0.0166257412898442,-0.1059,Away
STL,SDP,6009,6,S6,3,3,1,3,4,1,0,2,3,1,1,4,4,1,0,0,11,25,26,6,6,2.875,0.3733828755703756,0.5941,Home
STL,SFG,2002,2,S2,1,0,0,0,3,1,0,5,6,1,1,2,4,0,0,0,3,3,22,0,0,-2.386363636363636,-0.1503605015673981,-0.2973,Away
STL,SFG,7005,7,S7,2,1,0,1,2,6,1,2,11,0,1,0,1,0,0,0,4,8,25,4,4,1.1727493917274936,0.2104449118664936,0.8393,Home
STL,SFG,11247,11,S11,2,5,0,2,2,5,0,2,8,0,2,1,1,1,0,0,9,26,28,9,9,4.676691729323308,0.6193426347559038,0.3640999999999998,Home
TBR,BAL,10250,10,S10,3,1,0,1,2,4,1,5,1,0,2,4,3,0,1,1,4,8,23,4,4,1.248979591836734,0.2110027163229564,0.0675999999999999,Home
