G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,nPA,nAB,nH,nTB,nBB,nSF,nSH,Season,Hitter ID,is_sub_row,Team,Last Team,Last Session,WAR
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,359.5,0.0,0.0,-1.0384615384615385,-0.15200000000000002,0,2,WC,2,2,0,0,0,0,0,S12,34.0,False,FUR,FUR,4,-0.09592769891053153
2,6,6,3,2,0,1,2,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.5,0.5,1.3333333333333333,1.8333333333333333,0.8333333333333333,0.5,,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,147.83333333333334,0.5,1.3333333333333333,0.36846714112742407,-0.027100000000000013,1,2,XB,6,6,3,8,0,0,0,S12,230.0,False,FUR,FUR,6,0.06060207891960936
5,12,10,2,2,1,0,0,1,5,2,2,0,2,0,0,0,0,0,1,2,2,2,0,0,0.2,0.3333333333333333,0.5,0.8333333333333333,0.3,0.14285714285714285,,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.7142857142857143,0.2857142857142857,2.5,220.58333333333334,0.16666666666666666,0.4166666666666667,1.2813432914451088,0.12509999999999996,5,2,MH,12,12,2,5,0,0,0,S12,2337.0,False,FUR,FUR,6,0.1756450587582448
2,6,6,2,2,0,0,0,2,8,3,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666665,1.0,0.0,,0.3333333333333333,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,2.0,237.5,0.3333333333333333,1.3333333333333333,1.7437294585711816,-0.08579999999999999,2,1,BN,6,6,2,8,0,0,0,S12,2573.0,False,OWL,OWL,6,0.19812831066398512
6,18,17,7,4,6,1,0,0,8,2,1,0,2,0,1,0,0,0,2,3,1,2,2,0,0.4117647058823529,0.4444444444444444,0.47058823529411764,0.9150326797385621,0.05882352941176472,0.4666666666666667,1.0,0.0,0.1111111111111111,0.05555555555555555,0.6,0.4,1.5,229.05263157894737,0.3888888888888889,0.4444444444444444,-0.1922874016217891,-0.3396,6,4,BC,18,18,7,8,0,0,0,S12,2816.0,False,OWL,OWL,6,0.05203735425842195
2,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,,365.0,0.3333333333333333,0.0,-0.3782051282051283,-0.0628,2,0,BC,3,2,0,0,1,0,0,S12,2835.0,False,SYR,SYR,6,-0.025942830417079354
4,10,9,3,0,3,0,0,0,3,0,1,0,2,0,0,0,0,0,0,2,1,0,1,0,0.3333333333333333,0.4,0.3333333333333333,0.7333333333333334,0.0,0.42857142857142855,,0.0,0.2,0.1,0.75,0.25,3.0,254.2,0.3,0.3,-1.1906240539005448,-0.0734,3,1,,10,10,3,3,0,0,0,S12,2845.0,False,UOM,UOM,5,-0.0794701307119429
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,186.0,0.0,0.0,-0.07692307692307693,-0.011200000000000002,0,1,BC,1,1,0,0,0,0,0,S12,2886.0,False,LSU,LSU,4,-0.0037330802244965344
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,349.0,0.0,0.0,-0.3333333333333333,-0.0017000000000000001,0,1,BC,1,1,0,0,0,0,0,S12,3099.0,False,OWL,OWL,6,-0.029374105865522172
2,6,6,1,1,0,0,0,1,4,3,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333333,0.5,0.0,,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,2.0,318.0,0.16666666666666666,0.6666666666666666,1.0377969714314985,-0.0393,2,1,BP,6,6,1,4,0,0,0,S12,3109.0,False,SYR,SYR,6,0.1275350619500168
2,3,3,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,,0.0,0.0,0.0,0.0,1.0,0.0,133.0,0.6666666666666666,0.6666666666666666,0.6451313426475513,0.006199999999999997,0,1,WC,3,3,2,2,0,0,0,S12,3124.0,False,FUR,FUR,5,0.07639081666818862
6,17,16,2,2,1,0,0,1,5,2,1,0,2,0,0,0,0,0,0,6,1,3,2,0,0.125,0.17647058823529413,0.3125,0.48897058823529416,0.1875,0.07692307692307693,,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.5833333333333334,0.4166666666666667,1.4,296.4117647058824,0.11764705882352941,0.29411764705882354,-1.9084330568678252,-0.1374,7,5,XB,17,17,2,5,0,0,0,S12,3194.0,False,FUR,FUR,6,-0.12353643873399282
6,18,12,1,4,0,0,0,1,4,2,5,0,6,0,0,0,0,1,0,0,2,3,1,0,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.0,,0.05555555555555555,0.3333333333333333,0.2777777777777778,0.2857142857142857,0.7142857142857143,0.4,246.77777777777777,0.05555555555555555,0.2222222222222222,-0.5740704477007441,0.020200000000000034,2,5,TT,18,18,1,4,0,0,0,S12,3202.0,False,SYR,SYR,6,0.013859049650526445
6,19,18,7,3,2,3,1,1,15,6,1,0,2,0,0,0,0,0,1,2,4,0,3,0,0.3888888888888889,0.42105263157894735,0.8333333333333334,1.2543859649122808,0.4444444444444445,0.4,,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.7,0.3,2.3333333333333335,266.10526315789474,0.3684210526315789,0.7894736842105263,2.5530463183157615,0.35930000000000006,7,3,WC,19,19,7,15,0,0,0,S12,3203.0,False,LSU,LSU,6,0.33052995371998817
6,18,18,3,1,2,0,0,1,6,2,0,0,4,0,0,0,0,0,0,4,3,3,1,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.15384615384615385,,0.05555555555555555,0.2222222222222222,0.0,0.6363636363636364,0.36363636363636365,1.75,292.22222222222223,0.16666666666666666,0.3333333333333333,-2.2534798563251917,-0.45699999999999996,7,4,BC,18,18,3,6,0,0,0,S12,3204.0,False,UOM,UOM,6,-0.15408189121191831
