G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,nPA,nAB,nH,nTB,nBB,nSF,nSH,Season,Hitter ID,is_sub_row,Team,Last Team,Last Session,WAR
7.0,19.0,16.0,8.0,5.0,4.0,1.0,0.0,3.0,18.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.5,0.5789473684210527,1.125,1.7039473684210527,0.625,0.5,,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.5,0.5,1.0,184.26315789473685,0.5789473684210527,1.1176470588235294,4.7207936061524185,0.5159,3.0,3.0,BC,19.0,17.0,9.0,19,2.0,0.0,0.0,S10,10.0,False,GRS,GRS,14,0.547272410808292
3.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,,0.0,0.5,0.0,0.0,1.0,0.0,277.1666666666667,0.16666666666666666,0.3333333333333333,-1.419538311906536,-0.0391,0.0,2.0,SM,6.0,6.0,1.0,2,0.0,0.0,0.0,S10,32.0,False,SSS,SSS,7,-0.11820865744547984
8.0,24.0,22.0,6.0,4.0,2.0,3.0,0.0,1.0,12.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,3.0,4.0,0.0,0.2727272727272727,0.2916666666666667,0.5454545454545454,0.8371212121212122,0.2727272727272727,0.25,,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.5,0.5,1.0,287.0416666666667,0.2916666666666667,0.5217391304347826,0.9366943011645588,0.42119999999999996,8.0,8.0,WC,24.0,23.0,6.0,12,1.0,0.0,0.0,S10,34.0,False,KIR,KIR,12,0.18865012509715084
4.0,9.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.5,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.42857142857142855,0.5714285714285714,0.75,267.0,0.3333333333333333,0.625,-0.6460455274377287,-0.049999999999999996,3.0,4.0,WC,9.0,8.0,2.0,5,1.0,0.0,0.0,S10,63.0,False,GRS,GRS,6,-0.028986792126012257
9.0,29.0,28.0,5.0,4.0,2.0,1.0,1.0,1.0,11.0,5.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,5.0,5.0,0.0,0.17857142857142858,0.20689655172413793,0.39285714285714285,0.5997536945812808,0.21428571428571427,0.19047619047619047,,0.034482758620689655,0.20689655172413793,0.034482758620689655,0.5,0.5,1.0,258.7931034482759,0.27586206896551724,0.36,-3.3065363682451583,-0.26999999999999996,10.0,10.0,EN,29.0,25.0,4.0,9,4.0,0.0,0.0,S10,89.0,False,KIR,KIR,14,-0.21588529705617607
6.0,18.0,17.0,4.0,3.0,1.0,1.0,0.0,2.0,11.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,0.0,0.23529411764705882,0.2777777777777778,0.6470588235294118,0.9248366013071896,0.411764705882353,0.15384615384615385,,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.6363636363636364,0.36363636363636365,1.75,279.22222222222223,0.2777777777777778,0.6470588235294118,-0.6696430505661797,-0.08399999999999999,7.0,4.0,1B,18.0,17.0,4.0,11,1.0,0.0,0.0,S10,117.0,False,SSS,SSS,13,0.004271216178903259
10.0,24.0,23.0,9.0,4.0,5.0,1.0,0.0,3.0,19.0,7.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,5.0,5.0,0.0,0.391304347826087,0.4166666666666667,0.8260869565217391,1.2427536231884058,0.43478260869565216,0.3,0.5,0.125,0.0,0.041666666666666664,0.3333333333333333,0.6666666666666666,0.5,254.56666666666666,0.5,0.8571428571428571,0.8713258609212424,0.15769999999999995,5.0,10.0,S,24.0,21.0,9.0,18,3.0,0.0,0.0,S10,127.0,False,KRK,KRK,14,0.1821132810728192
9.0,27.0,27.0,6.0,5.0,2.0,1.0,0.0,3.0,16.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,7.0,1.0,0.0,0.2222222222222222,0.2222222222222222,0.5925925925925926,0.8148148148148148,0.37037037037037035,0.13636363636363635,,0.1111111111111111,0.07407407407407407,0.0,0.5789473684210527,0.42105263157894735,1.375,257.7037037037037,0.2222222222222222,0.5925925925925926,-3.4231002266486925,0.0025999999999999704,11.0,8.0,MH,27.0,27.0,6.0,16,0.0,0.0,0.0,S10,134.0,False,ACK,ACK,14,-0.23545674081158738
7.0,18.0,17.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,3.0,0.0,0.11764705882352941,0.16666666666666666,0.29411764705882354,0.4607843137254902,0.17647058823529413,0.07692307692307693,,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.5833333333333334,0.4166666666666667,1.4,272.22222222222223,0.16666666666666666,0.3333333333333333,-3.130416778479389,-0.14579999999999999,7.0,5.0,MH,18.0,18.0,3.0,6,0.0,0.0,0.0,S10,149.0,False,KRK,KRK,11,-0.24180615661241767
11.0,33.0,33.0,11.0,3.0,6.0,4.0,0.0,1.0,18.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,7.0,2.0,0.0,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.8787878787878787,0.2121212121212121,0.3448275862068966,,0.030303030303030304,0.09090909090909091,0.0,0.5909090909090909,0.4090909090909091,1.4444444444444444,251.03030303030303,0.36363636363636365,0.59375,-2.4387762455995343,0.19089999999999996,13.0,9.0,BC,33.0,32.0,11.0,19,1.0,0.0,0.0,S10,180.0,False,ZAH,ZAH,14,-0.11327916896149784
