G,PA,AB,H,R,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS,Avg Diff,nOBP,nSLG,RE24,Season,Hitter ID,WAR
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,-0.3481548835492496,S5,391,-0.030749590496605354
1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.5,0.0,0.0,-0.4668925551303047,S5,392,-0.03855745979639126
16.0,43.0,39.0,8.0,3.0,3.0,1.0,1.0,4.0,3.0,8.0,0.0,0.0,0.20512820512820512,0.2558139534883721,0.41025641025641024,0.6660703637447823,267.0952380952381,0.275,0.4,-5.860788261678015,S5,396,-0.41124521826005844
12.0,32.0,30.0,8.0,3.0,3.0,0.0,0.0,4.0,1.0,9.0,0.0,0.0,0.26666666666666666,0.28125,0.36666666666666664,0.6479166666666667,235.41935483870967,0.2903225806451613,0.35714285714285715,-2.6384896894851995,S5,397,-0.1337402374822926
8.0,18.0,16.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,6.0,0.0,0.0,0.125,0.2222222222222222,0.5,0.7222222222222222,254.72222222222223,0.23529411764705882,0.5333333333333333,-3.069732945240987,S5,399,-0.23378713307434582
16.0,44.0,41.0,12.0,9.0,3.0,4.0,0.0,5.0,3.0,4.0,3.0,0.0,0.2926829268292683,0.3409090909090909,0.5609756097560976,0.9018847006651884,238.80851063829786,0.29545454545454547,0.5,3.392102325326783,S5,400,0.5181097382987409
16.0,39.0,35.0,4.0,5.0,2.0,0.0,1.0,6.0,4.0,9.0,0.0,0.0,0.11428571428571428,0.20512820512820512,0.2571428571428571,0.46227106227106224,284.61538461538464,0.17142857142857143,0.2727272727272727,-4.379048229635154,S5,401,-0.2793348064890508
4.0,12.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,300.0,0.16666666666666666,0.16666666666666666,-3.2599496477715686,S5,402,-0.2772041904773216
7.0,18.0,16.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,0.1875,0.2777777777777778,0.4375,0.7152777777777778,259.27777777777777,0.2777777777777778,0.4,-1.2286730437649216,S5,405,-0.04968114292673927
14.0,41.0,37.0,15.0,6.0,4.0,3.0,2.0,6.0,4.0,5.0,0.0,0.0,0.40540540540540543,0.4634146341463415,0.8378378378378378,1.3012524719841794,220.5121951219512,0.45,0.7837837837837838,3.810450017772131,S5,406,0.5477468139683169
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,0.0,0.0,-0.23173758185599672,S5,408,-0.01910786032728007
12.0,31.0,28.0,7.0,4.0,1.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.25,0.2903225806451613,0.2857142857142857,0.5760368663594471,265.8709677419355,0.27586206896551724,0.3076923076923077,-0.9398699365313117,S5,411,0.032055839954776566
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,-0.23173758185599672,S5,413,-0.01910786032728007
11.0,29.0,25.0,7.0,2.0,2.0,1.0,0.0,6.0,3.0,5.0,0.0,0.0,0.28,0.3448275862068966,0.44,0.7848275862068965,234.22222222222223,0.35714285714285715,0.4166666666666667,-2.4360984523236455,S5,414,-0.125698807341096
14.0,37.0,36.0,15.0,11.0,4.0,1.0,7.0,15.0,1.0,4.0,0.0,0.0,0.4166666666666667,0.43243243243243246,1.1666666666666667,1.5990990990990992,187.88888888888889,0.43243243243243246,1.1666666666666667,4.986129804360843,S5,415,0.6490512011939097
16.0,50.0,45.0,14.0,10.0,3.0,0.0,8.0,18.0,5.0,10.0,1.0,0.0,0.3111111111111111,0.38,0.9111111111111111,1.291111111111111,224.66666666666666,0.38,0.9111111111111111,-0.4350131344928947,S5,416,0.15979357946669076
10.0,21.0,20.0,6.0,4.0,2.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,0.3,0.2857142857142857,0.7,0.9857142857142857,200.4,0.35,0.7222222222222222,-0.37007156789630213,S5,417,0.048376698235081485
8.0,22.0,20.0,8.0,6.0,3.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.4,0.45454545454545453,0.55,1.0045454545454546,249.5909090909091,0.45454545454545453,0.55,3.7569399682643994,S5,418,0.46514374970947125
14.0,42.0,39.0,12.0,8.0,3.0,0.0,2.0,7.0,3.0,2.0,2.0,1.0,0.3076923076923077,0.35714285714285715,0.5384615384615384,0.8956043956043955,232.06666666666666,0.3333333333333333,0.5384615384615384,2.1173636439029027,S5,419,0.3825040744397136
14.0,41.0,38.0,11.0,4.0,4.0,1.0,0.0,7.0,2.0,11.0,1.0,0.0,0.2894736842105263,0.3170731707317073,0.4473684210526316,0.7644415917843389,239.57142857142858,0.325,0.45714285714285713,-3.202709845616419,S5,421,-0.15356917237053813
1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,-0.471476387826146,S5,422,-0.039015843065975386
8.0,18.0,17.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.23529411764705882,0.2777777777777778,0.4117647058823529,0.6895424836601307,273.8235294117647,0.2777777777777778,0.47058823529411764,0.46416197233598555,S5,423,0.11960235868335145
4.0,12.0,11.0,4.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.36363636363636365,0.4166666666666667,1.0,1.4166666666666667,224.66666666666666,0.4166666666666667,1.0,0.3225192213030351,S5,425,0.08104269643013877
8.0,21.0,18.0,5.0,4.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.2777777777777778,0.38095238095238093,0.3888888888888889,0.7698412698412698,251.86363636363637,0.42105263157894735,0.47058823529411764,1.0208871283505774,S5,439,0.18747256785976943
6.0,8.0,8.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.875,1.375,239.0,0.5,0.8571428571428571,1.4007452925512855,S5,474,0.1726017121216854
6.0,18.0,15.0,4.0,2.0,0.0,1.0,2.0,7.0,3.0,2.0,0.0,3.0,0.26666666666666666,0.3888888888888889,0.8,1.1888888888888889,245.52380952380952,0.4375,1.0,-2.3280273096080615,S5,477,-0.15961656951105327
2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,-1.7684764357029423,S5,478,-0.16058405213701582
14.0,44.0,37.0,14.0,7.0,4.0,0.0,0.0,5.0,7.0,8.0,2.0,3.0,0.3783783783783784,0.4772727272727273,0.4864864864864865,0.9637592137592138,235.68085106382978,0.5,0.5757575757575758,3.385509798097001,S5,479,0.5174504855757627
9.0,23.0,22.0,7.0,3.0,2.0,0.0,3.0,12.0,0.0,5.0,0.0,0.0,0.3181818181818182,0.30434782608695654,0.8181818181818182,1.1225296442687749,219.7826086956522,0.3181818181818182,0.75,-3.823039281375851,S5,480,-0.2887882773962342
2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,-1.0149089200348862,S5,481,-0.09335909628684941
10.0,24.0,20.0,3.0,4.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.15,0.2916666666666667,0.2,0.4916666666666667,269.5,0.30434782608695654,0.25,0.8869853507348693,S5,485,0.18628008367315743
5.0,10.0,10.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.3,0.6,0.8999999999999999,261.2,0.4,0.5555555555555556,-0.5379922802352635,S5,487,-0.013140249440330298
14.0,30.0,28.0,13.0,3.0,2.0,0.0,1.0,6.0,2.0,4.0,3.0,1.0,0.4642857142857143,0.5,0.6428571428571429,1.1428571428571428,221.91176470588235,0.5172413793103449,0.7037037037037037,-1.505937272234762,S5,488,-0.02861679147388805
16.0,48.0,45.0,18.0,9.0,4.0,1.0,4.0,12.0,2.0,3.0,4.0,1.0,0.4,0.4166666666666667,0.8,1.2166666666666668,210.49056603773585,0.3958333333333333,0.9767441860465116,0.8398773813297411,S5,490,0.27915083533231516
16.0,49.0,47.0,15.0,7.0,3.0,2.0,1.0,5.0,2.0,7.0,1.0,3.0,0.3191489361702128,0.3469387755102041,0.5319148936170213,0.8788536691272253,264.34615384615387,0.3404255319148936,0.5714285714285714,2.709206118918525,S5,492,0.47014960694951313
5.0,16.0,12.0,2.0,2.0,0.0,0.0,1.0,4.0,3.0,5.0,0.0,0.0,0.16666666666666666,0.3125,0.4166666666666667,0.7291666666666667,260.3125,0.35714285714285715,0.5,-2.568284489914043,S5,493,-0.19177408325829062
8.0,19.0,17.0,7.0,5.0,1.0,2.0,3.0,11.0,2.0,2.0,0.0,1.0,0.4117647058823529,0.47368421052631576,1.2352941176470589,1.7089783281733746,213.2,0.47368421052631576,1.2352941176470589,1.548168429005238,S5,497,0.2320689022085963
3.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,200.0,0.3333333333333333,0.0,0.6585464745120927,S5,499,0.09025003460112689
10.0,25.0,23.0,5.0,0.0,3.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.21739130434782608,0.28,0.34782608695652173,0.6278260869565218,245.125,0.2916666666666667,0.36363636363636365,-3.558800367556625,S5,500,-0.25423259029767237
11.0,26.0,21.0,3.0,3.0,3.0,0.0,0.0,2.0,4.0,10.0,1.0,0.0,0.14285714285714285,0.2692307692307692,0.2857142857142857,0.554945054945055,253.74074074074073,0.28,0.3333333333333333,-4.614475867017376,S5,501,-0.35573424238542783
14.0,38.0,36.0,10.0,2.0,1.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,0.2777777777777778,0.3157894736842105,0.3611111111111111,0.6769005847953216,254.775,0.3333333333333333,0.35294117647058826,-3.2291692992911423,S5,502,-0.16841281131296926
11.0,29.0,28.0,11.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,0.0,0.39285714285714285,0.41379310344827586,0.6785714285714286,1.0923645320197044,219.2,0.3793103448275862,0.6666666666666666,1.2807428442225968,S5,510,0.2459853223135282
8.0,18.0,15.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.26666666666666666,0.3888888888888889,0.4666666666666667,0.8555555555555556,223.83333333333334,0.4444444444444444,0.5333333333333333,-1.9133895679792752,S5,513,-0.11815279534817465
13.0,38.0,35.0,8.0,3.0,4.0,1.0,0.0,1.0,3.0,8.0,0.0,0.0,0.22857142857142856,0.2894736842105263,0.4,0.6894736842105263,261.6578947368421,0.2222222222222222,0.6176470588235294,-3.3261071257020376,S5,516,-0.17810659395405878
4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,302.3333333333333,0.0,0.0,-2.6607837088824002,S5,517,-0.2416829837383224
9.0,23.0,23.0,5.0,5.0,2.0,0.0,2.0,4.0,0.0,7.0,0.0,0.0,0.21739130434782608,0.21739130434782608,0.5652173913043478,0.7826086956521738,245.65217391304347,0.23809523809523808,0.6190476190476191,-1.7890596204393343,S5,520,-0.08539031130258252
15.0,33.0,31.0,12.0,4.0,4.0,1.0,0.0,4.0,1.0,4.0,2.0,0.0,0.3870967741935484,0.3939393939393939,0.5806451612903226,0.9745845552297165,217.74285714285713,0.375,0.6206896551724138,-0.6295676543197707,S5,522,0.07121786389256989
16.0,50.0,39.0,9.0,6.0,2.0,1.0,2.0,10.0,9.0,7.0,2.0,0.0,0.23076923076923078,0.36,0.48717948717948717,0.8471794871794871,261.22,0.4,0.5588235294117647,-2.911807581884296,S5,525,-0.08788586527244938
15.0,39.0,33.0,12.0,4.0,2.0,1.0,0.0,5.0,4.0,3.0,5.0,1.0,0.36363636363636365,0.41025641025641024,0.48484848484848486,0.8951048951048951,231.33333333333334,0.4444444444444444,0.5,-6.572337488039847,S5,529,-0.4986637323295201
12.0,34.0,31.0,11.0,9.0,3.0,1.0,3.0,7.0,3.0,2.0,0.0,0.0,0.3548387096774194,0.4117647058823529,0.8064516129032258,1.2182163187855788,199.3235294117647,0.4666666666666667,1.0,3.1415138129191535,S5,530,0.4523919084747819
11.0,25.0,24.0,8.0,4.0,2.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.3333333333333333,0.36,0.4166666666666667,0.7766666666666666,241.30769230769232,0.36,0.43478260869565216,3.5225666757019134,S5,533,0.4539041140281815
12.0,34.0,32.0,10.0,4.0,4.0,0.0,2.0,6.0,1.0,6.0,0.0,0.0,0.3125,0.3235294117647059,0.625,0.9485294117647058,252.5,0.34375,0.6666666666666666,-1.6027230362087332,S5,539,-0.02203177643800678
13.0,32.0,30.0,8.0,5.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.26666666666666666,0.3125,0.3333333333333333,0.6458333333333333,254.45454545454547,0.2903225806451613,0.3548387096774194,0.03726391393060946,S5,540,0.13383512285928828
16.0,51.0,43.0,16.0,13.0,4.0,0.0,3.0,6.0,8.0,8.0,7.0,1.0,0.37209302325581395,0.47058823529411764,0.6744186046511628,1.1450068399452804,227.82456140350877,0.43137254901960786,0.6222222222222222,5.427157869259944,S5,541,0.7500765777002943
16.0,46.0,42.0,15.0,6.0,5.0,1.0,3.0,7.0,4.0,7.0,1.0,0.0,0.35714285714285715,0.41304347826086957,0.7380952380952381,1.1511387163561078,212.53191489361703,0.4222222222222222,0.7954545454545454,2.3168981293711974,S5,545,0.41872111441982157
15.0,45.0,39.0,13.0,3.0,2.0,0.0,1.0,4.0,6.0,5.0,0.0,0.0,0.3333333333333333,0.4222222222222222,0.46153846153846156,0.8837606837606837,231.15555555555557,0.4,0.475,-0.1302034462123972,S5,546,0.16994505900314247
13.0,37.0,33.0,9.0,4.0,3.0,0.0,2.0,3.0,4.0,4.0,1.0,3.0,0.2727272727272727,0.35135135135135137,0.5454545454545454,0.8968058968058967,268.2439024390244,0.37142857142857144,0.5806451612903226,-2.9755702548572285,S5,547,-0.14711880472789748
11.0,30.0,25.0,5.0,2.0,3.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,0.2,0.3333333333333333,0.32,0.6533333333333333,274.0344827586207,0.3333333333333333,0.34782608695652173,-6.1103618135735,S5,549,-0.4890592456077619
3.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.2,0.5333333333333333,219.0,0.3333333333333333,0.2,-0.9509453935656544,S5,553,-0.07069915220664783
11.0,32.0,24.0,6.0,6.0,2.0,0.0,1.0,2.0,8.0,2.0,0.0,0.0,0.25,0.4375,0.4583333333333333,0.8958333333333333,234.80645161290323,0.375,0.4230769230769231,4.994174968302634,S5,557,0.6295262282964907
12.0,34.0,31.0,10.0,6.0,6.0,0.0,2.0,5.0,3.0,9.0,1.0,0.0,0.3225806451612903,0.38235294117647056,0.7096774193548387,1.0920303605313093,212.45714285714286,0.3939393939393939,0.7419354838709677,-0.27323347605284043,S5,558,0.11091717957758251
12.0,36.0,31.0,6.0,4.0,4.0,0.0,0.0,4.0,5.0,8.0,2.0,1.0,0.1935483870967742,0.3055555555555556,0.3225806451612903,0.6281362007168458,293.35897435897436,0.29411764705882354,0.3103448275862069,-5.073716477238141,S5,559,-0.3609993248243083
14.0,36.0,29.0,11.0,6.0,3.0,0.0,3.0,10.0,5.0,6.0,2.0,3.0,0.3793103448275862,0.4444444444444444,0.7931034482758621,1.2375478927203065,232.825,0.4166666666666667,0.7857142857142857,-0.526216774750618,S5,560,0.09375064542444397
15.0,44.0,43.0,14.0,6.0,2.0,1.0,2.0,9.0,1.0,7.0,1.0,2.0,0.32558139534883723,0.3409090909090909,0.5581395348837209,0.8990486257928119,250.17021276595744,0.3902439024390244,0.631578947368421,-3.30362071826423,S5,562,-0.1514625660603604
5.0,11.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.1,0.18181818181818182,0.1,0.28181818181818186,272.72727272727275,0.2,0.1111111111111111,-2.1141878194157484,S5,563,-0.1666939055000592
15.0,41.0,39.0,15.0,10.0,3.0,3.0,4.0,11.0,2.0,7.0,0.0,0.0,0.38461538461538464,0.4146341463414634,0.9230769230769231,1.3377110694183865,249.90243902439025,0.4473684210526316,0.9428571428571428,5.068737144455822,S5,564,0.6735755266366861
15.0,37.0,33.0,6.0,3.0,3.0,0.0,2.0,6.0,3.0,12.0,0.0,2.0,0.18181818181818182,0.24324324324324326,0.45454545454545453,0.6977886977886978,278.97435897435895,0.2647058823529412,0.43333333333333335,-7.046046763445773,S5,567,-0.5541664555867519
15.0,46.0,41.0,17.0,14.0,5.0,0.0,5.0,8.0,5.0,3.0,3.0,4.0,0.4146341463414634,0.4782608695652174,0.9024390243902439,1.3806998939554613,237.17307692307693,0.4888888888888889,0.9473684210526315,9.2465470579912,S5,570,1.111686007281822
8.0,19.0,16.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,0.1875,0.3157894736842105,0.1875,0.5032894736842105,272.3157894736842,0.2777777777777778,0.13333333333333333,-2.9424269569198396,S5,579,-0.21699063638391144
5.0,11.0,10.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.1,0.18181818181818182,0.4,0.5818181818181818,296.7,0.18181818181818182,0.4,-1.8345845324954386,S5,580,-0.13873357680802823
15.0,42.0,40.0,12.0,10.0,4.0,2.0,4.0,12.0,2.0,3.0,2.0,1.0,0.3,0.3333333333333333,0.8,1.1333333333333333,230.93333333333334,0.325,0.825,1.3391481008293276,S5,582,0.30468252013235614
11.0,34.0,28.0,8.0,7.0,3.0,0.0,3.0,5.0,6.0,4.0,0.0,2.0,0.2857142857142857,0.4117647058823529,0.7142857142857143,1.1260504201680672,260.75,0.36363636363636365,0.6896551724137931,4.182689607825445,S5,583,0.5565094879654111
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,-0.4552469135802469,S5,585,-0.041458793499705084
10.0,28.0,23.0,3.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0,2.0,0.0,0.13043478260869565,0.2857142857142857,0.21739130434782608,0.5031055900621118,257.73333333333335,0.2857142857142857,0.21739130434782608,-5.369937934789443,S5,594,-0.4231486534459954
12.0,33.0,31.0,14.0,8.0,9.0,0.0,1.0,6.0,2.0,7.0,2.0,0.0,0.45161290322580644,0.48484848484848486,0.8387096774193549,1.3235581622678398,188.2,0.45454545454545453,0.84375,6.028740209145754,S5,596,0.7370486502391224
9.0,23.0,22.0,4.0,3.0,0.0,1.0,3.0,5.0,1.0,9.0,0.0,0.0,0.18181818181818182,0.21739130434782608,0.6818181818181818,0.8992094861660078,264.60869565217394,0.19047619047619047,0.7142857142857143,-4.444095691266066,S5,597,-0.35089391838525563
10.0,26.0,25.0,6.0,2.0,2.0,0.0,1.0,2.0,1.0,8.0,0.0,0.0,0.24,0.2692307692307692,0.44,0.7092307692307692,253.46153846153845,0.23076923076923078,0.38461538461538464,-2.416619136941208,S5,599,-0.13594856937781108
15.0,37.0,32.0,8.0,6.0,3.0,0.0,1.0,4.0,4.0,7.0,0.0,1.0,0.25,0.32432432432432434,0.4375,0.7618243243243243,293.0,0.34285714285714286,0.43333333333333335,-1.6259369705110938,S5,600,-0.012155476293284017
11.0,27.0,24.0,9.0,6.0,3.0,2.0,2.0,8.0,3.0,4.0,0.0,0.0,0.375,0.4444444444444444,0.9166666666666666,1.3611111111111112,212.74074074074073,0.46153846153846156,1.0454545454545454,2.5982335169780515,S5,602,0.3696025938724345
2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,246.66666666666666,0.5,1.0,-1.1445831536062394,S5,604,-0.10226062178566513
16.0,50.0,45.0,18.0,9.0,2.0,2.0,2.0,7.0,4.0,3.0,0.0,1.0,0.4,0.44,0.6666666666666666,1.1066666666666667,222.96,0.4489795918367347,0.7142857142857143,6.745749965769092,S5,606,0.8778698894928894
9.0,23.0,21.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.14285714285714285,0.21739130434782608,0.19047619047619047,0.4078674948240165,268.6818181818182,0.22727272727272727,0.3,-3.6169953060633677,S5,607,-0.2681838798649859
8.0,12.0,12.0,4.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0833333333333333,1.4166666666666665,276.8333333333333,0.4,1.3,0.0018042782352074571,S5,609,0.048971202123356
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,-0.6875,S5,610,-0.0646841021416804
10.0,28.0,28.0,7.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.25,0.25,0.2857142857142857,0.5357142857142857,275.4074074074074,0.25,0.25925925925925924,-0.7856383006382529,S5,612,0.03528130996912363
11.0,28.0,25.0,5.0,5.0,1.0,0.0,2.0,6.0,3.0,5.0,1.0,0.0,0.2,0.2857142857142857,0.48,0.7657142857142857,274.86206896551727,0.25925925925925924,0.48,-2.9188596022614153,S5,614,-0.17804082019319262
6.0,9.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.125,0.2222222222222222,0.25,0.4722222222222222,313.8888888888889,0.2222222222222222,0.25,-1.4195465523230122,S5,616,-0.10536157450742478
8.0,19.0,16.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,1.0,0.1875,0.3157894736842105,0.4375,0.7532894736842105,285.3,0.3333333333333333,0.4666666666666667,-1.323866119736199,S5,620,-0.05513455266554741
15.0,46.0,40.0,12.0,12.0,0.0,0.0,3.0,5.0,5.0,4.0,2.0,0.0,0.3,0.3695652173913043,0.525,0.8945652173913043,283.2916666666667,0.3111111111111111,0.43902439024390244,2.9672804444256506,S5,622,0.48375934592526687
5.0,13.0,12.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.38461538461538464,0.3333333333333333,0.717948717948718,247.69230769230768,0.4166666666666667,0.36363636363636365,-1.2206379066845503,S5,623,-0.06920711851030018
11.0,29.0,28.0,8.0,5.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,0.2857142857142857,0.3103448275862069,0.5357142857142857,0.8460591133004927,248.6551724137931,0.32142857142857145,0.5769230769230769,0.49346541185431825,S5,629,0.16725757907670036
9.0,26.0,22.0,4.0,6.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0,0.0,0.18181818181818182,0.3076923076923077,0.36363636363636365,0.6713286713286714,248.07407407407408,0.28,0.36363636363636365,-1.8333631476884458,S5,638,-0.07762297045253486
15.0,42.0,33.0,7.0,11.0,1.0,0.0,4.0,8.0,9.0,4.0,1.0,0.0,0.21212121212121213,0.38095238095238093,0.6060606060606061,0.987012987012987,273.8837209302326,0.3902439024390244,0.6363636363636364,4.383219284683941,S5,639,0.6090896385178175
15.0,32.0,27.0,7.0,3.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.25925925925925924,0.34375,0.48148148148148145,0.8252314814814814,225.8125,0.3793103448275862,0.5,-2.005819851571436,S5,640,-0.07047325369091624
4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,341.75,0.0,0.0,-1.9764490963671308,S5,644,-0.17324952248679545
14.0,39.0,37.0,13.0,10.0,2.0,3.0,3.0,9.0,2.0,8.0,1.0,0.0,0.35135135135135137,0.38461538461538464,0.8108108108108109,1.1954261954261955,235.275,0.40540540540540543,0.8,4.499306784779395,S5,647,0.6085006949524041
11.0,29.0,25.0,3.0,4.0,0.0,0.0,2.0,6.0,4.0,5.0,0.0,0.0,0.12,0.2413793103448276,0.36,0.6013793103448276,297.2083333333333,0.25,0.375,-2.170955468145075,S5,648,-0.09918450892323896
14.0,37.0,32.0,9.0,8.0,1.0,0.0,6.0,10.0,5.0,8.0,2.0,1.0,0.28125,0.3783783783783784,0.875,1.2533783783783785,226.9,0.3611111111111111,0.8666666666666667,0.06086438694503998,S5,649,0.15652465945232935
10.0,25.0,24.0,7.0,6.0,0.0,0.0,6.0,8.0,1.0,5.0,1.0,0.0,0.2916666666666667,0.32,1.0416666666666667,1.3616666666666668,240.07692307692307,0.3333333333333333,1.0909090909090908,0.11923792038141898,S5,650,0.113571238496132
4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,269.5,0.16666666666666666,0.0,-2.2013822891217267,S5,651,-0.19574284176225504
11.0,34.0,30.0,9.0,2.0,2.0,0.0,0.0,8.0,3.0,1.0,2.0,2.0,0.3,0.35294117647058826,0.36666666666666664,0.7196078431372549,251.26315789473685,0.34375,0.4666666666666667,-7.3765229009281725,S5,654,-0.5994117629099507
13.0,34.0,30.0,7.0,5.0,2.0,2.0,1.0,4.0,4.0,7.0,1.0,0.0,0.23333333333333334,0.3235294117647059,0.5333333333333333,0.8568627450980393,245.5,0.36363636363636365,0.6,2.3462884851411268,S5,661,0.37286937569697925
13.0,30.0,27.0,5.0,1.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,0.18518518518518517,0.26666666666666666,0.2962962962962963,0.5629629629629629,261.2,0.27586206896551724,0.25,-4.633673850882303,S5,662,-0.3413904493386422
5.0,9.0,8.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.25,0.3333333333333333,0.625,0.9583333333333333,208.5,0.3333333333333333,0.75,1.2463099185517046,S5,663,0.1612240725800469
15.0,41.0,39.0,13.0,5.0,5.0,1.0,2.0,8.0,2.0,8.0,0.0,0.0,0.3333333333333333,0.36585365853658536,0.6666666666666666,1.032520325203252,244.175,0.375,0.7297297297297297,0.47178511187934635,S5,665,0.21388032337903842
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,-0.5873724489795918,S5,669,-0.054671347039639585
15.0,43.0,40.0,14.0,3.0,5.0,2.0,1.0,8.0,3.0,13.0,1.0,0.0,0.35,0.3953488372093023,0.65,1.0453488372093023,238.8372093023256,0.40476190476190477,0.6666666666666666,-3.3209380093544705,S5,671,-0.15726019302770405
15.0,42.0,36.0,13.0,5.0,0.0,3.0,1.0,5.0,5.0,7.0,2.0,1.0,0.3611111111111111,0.42857142857142855,0.6111111111111112,1.0396825396825398,225.9111111111111,0.48717948717948717,0.7333333333333333,-2.751006912470107,S5,672,-0.1043329811975873
3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,280.0,0.16666666666666666,0.0,-1.575037795749911,S5,675,-0.1331083924250735
