OBC,Outs,RunExpectancy
0,0,0.5363636363636364
0,1,0.34769947582993593
0,2,0.1784260515603799
1,0,0.6951219512195121
1,1,0.5227272727272727
1,2,0.3894927536231884
2,0,1.0971223021582734
2,1,0.720108695652174
2,2,0.40707964601769914
3,0,1.3658536585365855
3,1,1.0
3,2,0.3087248322147651
4,0,1.1759259259259258
4,1,0.8297872340425532
4,2,0.46153846153846156
5,0,1.1818181818181819
5,1,0.6724137931034483
5,2,0.4803921568627451
6,0,1.8636363636363635
6,1,1.0684931506849316
6,2,0.36
7,0,1.945945945945946
7,1,1.3181818181818181
7,2,0.640625
