G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Type,Season,Pitcher ID,is_sub_row,Team,Last Team,Last Session,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
2,3.0,9,0,0,0,1,0,0,4,0,0,3,0,1,0,0,0.0,0.3333333333333333,0.0,0.0,2.0,8.0,4.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.4444444444444444,0.1111111111111111,0.8,0.2,4.0,294.25,-1.7547169811320753,0.28679999999999994,8,0,0,0,0,4,1,0,0,,,S5,-7,False,LOU,LOU,3,0.12422709387296238,3.0,0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,1.0,0.22901462435262712
3,9.0,41,8,5,5,6,0,0,13,1,5,3,2,8,1,0,3.3333333333333335,1.5555555555555556,5.333333333333333,0.6666666666666666,4.0,8.666666666666666,2.1666666666666665,0.22857142857142856,0.34146341463414637,0.37142857142857144,0.7128919860627179,0.3333333333333333,0.024390243902439025,0.3170731707317073,0.14634146341463414,0.35714285714285715,0.6428571428571429,0.5555555555555556,235.58536585365854,0.11304203905991383,0.22149999999999997,35,0,0,2,0,5,9,0,0,,BS-H,S5,553,False,WSU,WSU,6,2.3464493160951845,9.666666666666666,94,4.604961832061068,1.0,2.0,1.0,1.0,2,0,0,0,1.0,0.23261357118469786
4,10.0,42,8,7,7,4,0,0,17,1,3,0,7,3,3,0,4.2,1.2,4.800000000000001,0.6000000000000001,2.4000000000000004,10.2,4.25,0.21621621621621623,0.2857142857142857,0.4594594594594595,0.7451737451737452,0.35,0.023809523809523808,0.40476190476190477,0.09523809523809523,0.5384615384615384,0.46153846153846156,1.1666666666666667,271.8809523809524,1.1509433962264162,-0.05020000000000001,37,1,0,2,2,7,6,1,0,1.0,TT-H,S5,702,False,UNC,UNC,6,0.8908937605396291,10.0,119,6.0,4.0,2.0,2.0,0.0,0,2,0,0,0.0,0.1347726494946498
5,11.333333333333334,36,1,1,1,1,0,0,15,1,0,6,10,2,1,0,0.5294117647058824,0.1764705882352941,0.5294117647058822,0.5294117647058822,0.5294117647058822,7.9411764705882355,15.0,0.02857142857142857,0.05555555555555555,0.11428571428571428,0.16984126984126985,0.0,0.027777777777777776,0.4166666666666667,0.027777777777777776,0.8421052631578947,0.15789473684210525,5.333333333333333,355.4,-5.994094771712517,0.7553,35,0,0,0,0,16,3,0,0,,TT-H,S5,786,False,LOU,LOU,6,0.5555996428925705,12.0,16,1.0,3.0,3.0,1.0,1.0,1,0,0,0,1.0,0.81358118212893
3,5.666666666666667,25,6,1,1,4,0,2,4,0,3,2,4,5,0,0,1.0588235294117647,1.7647058823529411,6.352941176470589,0.0,4.235294117647058,4.235294117647058,1.0,0.2857142857142857,0.4,0.42857142857142855,0.8285714285714285,0.35294117647058826,0.0,0.16,0.16,0.6153846153846154,0.38461538461538464,1.6,243.3913043478261,-2.007400847131305,0.291,21,0,0,3,0,8,5,0,0,,NT-H,S5,1686,False,CCU,CCU,6,2.4967761134808057,5.666666666666667,49,1.393061224489796,3.0,0.0,0.0,0.0,0,0,0,0,0.0,0.34947043537818495
3,10.0,36,5,2,2,2,0,0,6,1,2,4,6,11,2,0,1.2,0.7,3.0,0.6000000000000001,1.2000000000000002,3.5999999999999996,3.0,0.14705882352941177,0.19444444444444445,0.29411764705882354,0.488562091503268,0.14814814814814814,0.027777777777777776,0.16666666666666666,0.05555555555555555,0.4583333333333333,0.5416666666666666,0.8461538461538461,275.3333333333333,-3.8490566037735845,0.28880000000000006,34,0,0,2,0,11,13,0,0,,FP-H,S5,1687,False,GT,GT,6,2.4908937605396293,10.0,40,2.0,2.0,3.0,2.0,2.0,2,1,0,0,0.6666666666666666,0.5990773653350369
4,12.666666666666666,67,19,18,18,10,0,0,13,7,7,6,5,7,7,0,8.526315789473685,2.2894736842105265,9.0,3.3157894736842106,4.7368421052631575,6.157894736842106,1.3,0.3392857142857143,0.43283582089552236,0.8035714285714286,1.236407249466951,0.32432432432432434,0.1044776119402985,0.19402985074626866,0.14925373134328357,0.44,0.56,0.7857142857142857,225.91044776119404,10.541264583033271,-1.2613999999999999,56,1,0,5,0,11,14,0,0,,TT-S,S5,1692,False,LOU,LOU,6,9.290893760539628,12.666666666666666,281,18.0,2.0,2.0,0.0,0.0,0,3,0,0,0.0,-0.6555291185209813
4,11.333333333333334,45,10,5,5,1,0,0,7,1,3,1,4,8,14,0,2.6470588235294117,0.9705882352941176,5.294117647058823,0.5294117647058822,0.5294117647058822,3.7058823529411757,7.0,0.22727272727272727,0.24444444444444444,0.45454545454545453,0.6989898989898989,0.25,0.022222222222222223,0.15555555555555556,0.022222222222222223,0.18518518518518517,0.8148148148148148,0.22727272727272727,245.82222222222222,-1.9359953792837887,0.3445000000000001,44,0,0,5,1,5,22,0,0,,WC-B,S5,1695,False,CCU,CCU,6,1.9673643487749233,12.0,66,4.0,1.0,4.0,1.0,0.0,2,2,0,0,0.5,0.4613141691254768
2,5.333333333333333,25,9,7,7,1,0,0,6,4,3,2,3,3,1,0,7.875,1.875,10.125,4.5,1.125,6.75,6.0,0.391304347826087,0.4,1.0434782608695652,1.4434782608695653,0.35714285714285715,0.16,0.24,0.04,0.5555555555555556,0.4444444444444444,1.25,232.19230769230768,3.2525991528686946,-0.37999999999999995,23,1,0,1,1,5,4,0,1,0.0,BF-H,S5,1703,False,NCS,NCS,6,9.853393760539628,5.333333333333333,259,7.0,2.0,1.0,1.0,0.0,0,2,0,0,0.0,-0.17652956462181504
3,10.0,38,8,2,2,2,1,0,5,1,5,4,6,8,5,0,1.2,1.0,4.800000000000001,0.6000000000000001,1.2000000000000002,3.0,2.5,0.2222222222222222,0.2631578947368421,0.3888888888888889,0.652046783625731,0.23333333333333334,0.02631578947368421,0.13157894736842105,0.05263157894736842,0.48,0.52,0.9230769230769231,264.3157894736842,-3.849056603773584,0.3791000000000001,36,0,0,1,1,12,13,1,0,1.0,EG-S,S5,1705,False,GT,GT,6,2.690893760539629,10.0,59,3.0,2.0,2.0,2.0,1.0,2,0,0,0,1.0,0.6109757933882412
