G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Type,Season,Pitcher ID,is_sub_row,Team,Last Team,Last Session,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
1,2.0,7,1,1.0,1.0,0,0,0,3,1,0,0,2,1,0,0,3.0,0.5,3.0,3.0,0.0,9.0,,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.7142857142857142,0.0,0.14285714285714285,0.42857142857142855,0.0,0.6666666666666666,0.3333333333333333,2.0,284.85714285714283,-0.36610978520286386,0.0045000000000000005,7,0,0,0,0,2,1,0,0,,BS-H,S5,4,False,TAI,TAI,2,4.72437337942956,2.0,86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0621139934361861
2,10.666666666666666,50,10,7.0,7.0,8,0,0,8,3,3,3,4,12,5,0,3.9375,1.6875,5.625,1.6875,4.5,4.5,1.0,0.23809523809523808,0.36,0.5714285714285714,0.9314285714285714,0.22580645161290322,0.06,0.16,0.16,0.2916666666666667,0.7083333333333334,0.4117647058823529,236.41176470588235,-0.5136038186157512,0.05289999999999994,42,0,0,3,1,7,17,1,0,1.0,BS-H,S5,10,False,LMN,LMN,14,5.63062337942956,11.0,78,5.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.23352477411800163
1,3.3333333333333335,17,5,5.0,5.0,3,0,0,0,2,2,3,3,3,0,0,9.0,2.4,9.0,3.5999999999999996,5.3999999999999995,0.0,0.0,0.35714285714285715,0.47058823529411764,0.9285714285714286,1.3991596638655461,0.25,0.11764705882352941,0.0,0.17647058823529413,0.7,0.3,2.3333333333333335,240.38888888888889,2.6873387892157234,-0.38980000000000004,14,0,0,0,1,7,3,1,0,1.0,BS-H,S5,13,False,NUL,NUL,7,11.72437337942956,3.3333333333333335,258,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20679798555438733
1,4.0,19,4,1.0,1.0,3,0,0,4,0,3,2,1,4,1,0,1.5,1.75,6.0,0.0,4.5,6.0,1.3333333333333333,0.25,0.3684210526315789,0.3125,0.680921052631579,0.3333333333333333,0.0,0.21052631578947367,0.15789473684210525,0.375,0.625,0.6,237.6315789473684,-0.5819411296738264,-0.02409999999999997,16,0,0,1,0,3,5,0,0,,FP-H,S5,18,False,MVM,MVM,1,1.4743733794295593,4.333333333333333,113,2.8464966862501084,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1274165820248247
2,1.0,5,2,1.0,1.0,0,0,0,1,0,2,1,0,1,0,0,6.0,2.0,12.0,0.0,0.0,6.0,,0.4,0.4,0.4,0.8,0.5,0.0,0.2,0.0,0.5,0.5,1.0,168.75,-0.591523817762283,0.0017770000000000002,5,0,0,0,0,1,1,0,0,,NT-B,S5,22,False,PPP,PPP,12,-0.7756266205704407,1.6666666666666667,5,0.045874352988937384,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07736882100187095
5,18.666666666666668,74,19,11.0,11.0,4,0,0,8,5,9,10,7,18,8,0,3.5357142857142856,1.232142857142857,6.107142857142857,1.6071428571428572,1.2857142857142856,2.571428571428571,2.0,0.27941176470588236,0.3108108108108108,0.6176470588235294,0.9284578696343402,0.24561403508771928,0.06756756756756757,0.10810810810810811,0.05405405405405406,0.44680851063829785,0.5531914893617021,0.8076923076923077,245.78378378378378,-0.6401974350113993,0.0998,68,2,0,2,3,21,26,0,1,0.0,FP-H,S5,32,False,PPP,PPP,13,4.492230522286702,19.333333333333332,118,13.248754260614099,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3336230440406512
2,0.3333333333333333,3,2,1.0,1.0,0,0,0,0,0,1,0,0,1,0,0,18.0,6.0,36.0,0.0,0.0,0.0,,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666665,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,121.33333333333333,0.7685708307177235,-0.8030999999999999,3,0,0,1,0,0,1,0,0,,FP-S,S5,34,False,2TM,MVM,12,1.2243733794295593,1.6666666666666667,40,0.39229024943310653,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.06592721953638676
1,0.0,2,2,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,1.0,1.0,1.5,2.5,1.0,0.0,0.0,0.0,,,,70.5,1.4661016949152543,-0.8071999999999999,2,0,0,1,0,0,0,0,0,,FP-S,S5,34,True,LMN,LMN,11,,0.6666666666666666,101,0.39229024943310653,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.13932359380126838
1,0.3333333333333333,1,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,223.0,-0.6975308641975309,0.0040999999999999995,1,0,0,0,0,0,1,0,0,,FP-S,S5,34,True,MVM,MVM,12,1.2243733794295593,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07339637426488162
2,12.0,48,7,4.0,4.0,6,1,0,8,2,1,6,1,11,9,0,2.0,1.0833333333333333,3.5,1.0,3.0,4.0,1.3333333333333333,0.16666666666666666,0.2708333333333333,0.4523809523809524,0.7232142857142857,0.15625,0.041666666666666664,0.16666666666666666,0.125,0.2857142857142857,0.7142857142857143,0.4,250.30434782608697,-4.196658711217182,0.3798,42,0,0,2,2,8,20,0,0,,NH-S,S5,42,False,2TM,RKT,14,3.5577067127628927,12.0,72,5.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5945436876878877
