OBC,Outs,RunExpectancy
0,0,0.6390210740992522
0,1,0.4011786038077969
0,2,0.1964873765093304
1,0,0.8896210873146623
1,1,0.5887445887445888
1,2,0.41350210970464135
2,0,1.1452054794520548
2,1,0.7252747252747253
2,2,0.4306049822064057
3,0,1.5
3,1,0.9692307692307692
3,2,0.4228855721393035
4,0,1.5347222222222223
4,1,0.9922779922779923
4,2,0.6468085106382979
5,0,1.8775510204081634
5,1,1.1414141414141414
5,2,0.5333333333333333
6,0,2.1470588235294117
6,1,1.2702702702702702
6,2,0.4666666666666667
7,0,1.962962962962963
7,1,1.4013157894736843
7,2,0.7701149425287356
