G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Type,Season,Pitcher ID,is_sub_row,Team,Last Team,Last Session,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
3,7.333333333333333,32,7,3,3,3,0,0,8,1,5,1,1,7,5,0,2.4545454545454546,1.3636363636363638,5.7272727272727275,0.8181818181818183,2.4545454545454546,6.545454545454547,2.6666666666666665,0.2413793103448276,0.3125,0.3793103448275862,0.6918103448275862,0.3,0.03125,0.25,0.09375,0.14285714285714285,0.8571428571428571,0.16666666666666666,246.75757575757575,-0.8711340206185565,0.27830000000000005,29,0,0,1,0,2,12,1,0,1.0,BS-S,S10,220,False,BSU,BSU,5,1.752883310719132,6.666666666666667,114,4.5229668950572535,1.0,2.0,0.0,0.0,0,0,0,0,0.0,0.22172352518087068
1,0.3333333333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,18.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,264.0,-0.1951219512195122,0.0507,1,0,0,0,0,0,0,0,0,,POS,S10,2327,False,NWU,NWU,4,-5.065298507462686,1.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.02371876146942044
4,11.0,44,10,5,5,5,0,0,8,2,4,1,6,7,7,0,2.727272727272727,1.3636363636363635,5.454545454545454,1.0909090909090908,2.727272727272727,4.363636363636363,1.6,0.2564102564102564,0.3409090909090909,0.5897435897435898,0.9306526806526807,0.27586206896551724,0.045454545454545456,0.18181818181818182,0.11363636363636363,0.391304347826087,0.6086956521739131,0.6428571428571429,226.32608695652175,-1.0103092783505156,0.06849999999999996,39,0,0,1,3,9,14,0,2,0.0,EN-B,S10,2498,False,NWU,NWU,5,3.2074287652645865,10.333333333333334,106,6.504878048780488,2.0,1.0,0.0,0.0,0,0,0,0,0.0,0.28611984712369726
3,7.0,33,10,7,7,3,0,0,6,3,4,0,4,7,3,0,6.0,1.8571428571428572,8.571428571428571,2.571428571428571,2.571428571428571,5.142857142857142,2.0,0.3333333333333333,0.3939393939393939,0.8,1.1939393939393939,0.3333333333333333,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.2857142857142857,0.7142857142857143,0.4,213.21621621621622,3.175257731958763,-0.3875,30,0,0,1,2,4,10,3,1,0.75,FP-H,S10,2593,False,FOK,FOK,5,6.077558635394457,6.333333333333333,212,8.0,1.0,1.0,0.0,0.0,1,1,0,0,0.5,-0.17870908372939207
4,9.0,38,11,7,7,1,0,0,6,5,6,7,4,6,3,0,4.666666666666667,1.3333333333333333,7.333333333333334,3.3333333333333335,0.6666666666666666,4.0,6.0,0.2972972972972973,0.3157894736842105,0.7027027027027027,1.0184921763869133,0.23076923076923078,0.13157894736842105,0.15789473684210525,0.02631578947368421,0.5714285714285714,0.42857142857142855,1.3333333333333333,256.2564102564103,2.0824742268041243,-0.04520000000000003,37,0,0,0,0,12,9,1,0,1.0,BS-S,S10,2954,False,FOK,FOK,5,7.156923714759536,8.666666666666666,142,7.352497096399535,1.0,3.0,0.0,0.0,1,1,1,0,0.5,-0.04839790147658207
2,6.0,24,5,2,2,4,0,0,3,0,3,3,2,5,2,0,2.0,1.5,5.0,0.0,4.0,3.0,0.75,0.25,0.375,0.4,0.775,0.29411764705882354,0.0,0.125,0.16666666666666666,0.46153846153846156,0.5384615384615384,0.8571428571428571,226.16,-0.6783505154639173,-0.011400000000000021,20,0,0,1,1,6,7,1,0,1.0,BF-H,S10,2986,False,BSU,BSU,4,1.9347014925373136,5.333333333333333,63,2.0,2.0,0.0,0.0,0.0,0,1,0,0,0.0,0.16879264388565302
2,6.0,24,6,0,0,2,0,0,4,0,5,6,1,0,5,0,0.0,1.3333333333333333,6.0,0.0,2.0,4.0,2.0,0.2727272727272727,0.3333333333333333,0.3181818181818182,0.6515151515151515,0.3333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.6428571428571429,0.35714285714285715,1.8,274.9166666666667,-3.2783505154639174,0.6166999999999999,22,0,0,1,0,9,5,0,0,,WC-S,S10,2989,False,TOL,TOL,4,0.6013681592039803,6.0,0,0.0,0.0,2.0,0.0,0.0,2,0,0,0,1.0,0.428792643885653
2,6.0,33,12,8,8,5,0,0,4,2,9,1,3,5,3,0,8.0,2.8333333333333335,12.0,2.0,5.0,4.0,0.8,0.46153846153846156,0.5151515151515151,0.7307692307692307,1.245920745920746,0.45454545454545453,0.06060606060606061,0.12121212121212122,0.15151515151515152,0.42857142857142855,0.5714285714285714,0.75,199.8235294117647,4.721649484536081,-0.6575000000000001,26,2,0,1,0,6,8,1,0,1.0,POS,S10,2990,False,TOL,TOL,3,6.434701492537314,5.333333333333333,315,10.0,1.0,1.0,0.0,0.0,0,2,0,0,0.0,-0.33334825898712384
5,11.0,43,10,8,8,0,0,0,9,7,0,4,2,12,6,0,4.363636363636363,0.9090909090909091,5.454545454545454,3.8181818181818183,0.0,4.909090909090909,,0.23255813953488372,0.23255813953488372,0.7906976744186046,1.0232558139534884,0.1111111111111111,0.16279069767441862,0.20930232558139536,0.0,0.25,0.75,0.3333333333333333,246.51162790697674,1.9896907216494846,-0.4358000000000001,43,0,0,3,0,6,18,0,0,,FP-S,S10,2991,False,NWU,NWU,5,7.57106512890095,11.0,122,8.0,2.0,2.0,0.0,0.0,0,3,0,0,0.0,-0.01808671922377201
4,11.0,43,10,6,6,2,0,0,11,1,4,2,4,8,6,0,3.272727272727273,1.0909090909090908,5.454545454545454,0.5454545454545454,1.0909090909090908,6.0,5.5,0.25,0.27906976744186046,0.475,0.7540697674418604,0.3103448275862069,0.023255813953488372,0.2558139534883721,0.046511627906976744,0.3333333333333333,0.6666666666666666,0.5,246.51111111111112,-0.6639175257731957,0.23190000000000002,40,1,0,4,1,7,14,1,1,0.5,BS-H,S10,2994,False,BSU,BSU,5,0.6619742198100409,11.333333333333334,70,4.704994192799071,2.0,2.0,0.0,0.0,1,1,1,0,0.5,0.24727410551849602
