G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,Season,Hitter ID,is_sub_row,Team,Last Team,Last Session,WAR
7,18,17,6,2,4,0,0,2,12,6,1,0,1,0,0,0,0,0,0,0,5,4,1,0,0.35294117647058826,0.3888888888888889,0.7058823529411765,1.0947712418300655,0.35294117647058826,0.2857142857142857,,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.5,0.5,1.0,228.0,0.3888888888888889,0.7058823529411765,3.834297124445471,0.5478,5,5,BC,S1,103.0,False,DET,DET,7,0.4480047124445471
7,18,15,4,5,2,0,0,2,10,2,3,0,4,0,0,0,0,0,0,0,3,2,2,0,0.26666666666666666,0.3888888888888889,0.6666666666666666,1.0555555555555556,0.39999999999999997,0.2222222222222222,,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.42857142857142855,0.5714285714285714,0.75,249.16666666666666,0.3888888888888889,0.6666666666666666,0.058947652841859266,-0.15040000000000003,3,4,BN,S1,104.0,False,DET,DET,7,0.07046976528418591
6,15,14,4,0,4,0,0,0,4,1,1,0,3,1,0,0,0,0,1,0,5,1,1,0,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.6190476190476191,0.0,0.36363636363636365,,0.0,0.2,0.06666666666666667,0.75,0.25,3.0,278.92857142857144,0.3333333333333333,0.2857142857142857,-2.0650877516973725,-0.29109999999999997,6,2,BC,S1,106.0,False,DET,DET,7,-0.15269627516973724
6,18,16,4,3,1,0,1,2,12,4,1,0,4,0,0,0,0,1,1,0,1,7,1,0,0.25,0.2777777777777778,0.75,1.0277777777777777,0.5,0.18181818181818182,,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.18181818181818182,0.8181818181818182,0.2222222222222222,214.94444444444446,0.2777777777777778,0.75,0.8185263147150624,0.059599999999999986,2,9,BP,S1,107.0,False,DET,DET,7,0.14642763147150623
3,9,9,2,0,0,2,0,0,4,2,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.5,,0.0,0.5555555555555556,0.0,0.5,0.5,1.0,268.6666666666667,0.2222222222222222,0.4444444444444444,-0.15842092689918788,0.28269999999999995,1,1,BP,S1,112.0,False,HOU,HOU,4,0.01644540731008121
7,22,20,8,4,7,1,0,0,9,2,2,0,1,0,0,0,0,0,1,0,5,5,1,0,0.4,0.45454545454545453,0.45,0.9045454545454545,0.04999999999999999,0.42105263157894735,,0.0,0.045454545454545456,0.09090909090909091,0.5,0.5,1.0,226.54545454545453,0.45454545454545453,0.45,-0.04691899760549656,0.2454,6,6,BC,S1,115.0,False,DET,DET,7,0.07423310023945033
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,168.0,0.0,0.0,-0.20125152625152626,-0.0068000000000000005,0,1,BN,S1,120.0,False,MIN,MIN,2,-0.016537652625152627
1,4,4,2,1,1,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5,0.5,1.0,,0.0,0.5,0.0,,,,164.0,0.5,1.0,-0.0010564187909725409,0.1193,0,0,BC,S1,122.0,False,HOU,HOU,7,0.014244358120902745
7,23,21,5,1,2,2,0,1,10,3,1,0,1,0,0,1,0,1,2,0,8,5,3,0,0.23809523809523808,0.2608695652173913,0.47619047619047616,0.7370600414078674,0.23809523809523808,0.2,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.5263157894736842,0.47368421052631576,1.1111111111111112,282.1666666666667,0.2608695652173913,0.47619047619047616,-0.16662984905800238,-0.4251,10,9,BC,S1,125.0,False,HOU,HOU,7,0.06584951509419976
7,20,20,6,3,5,1,0,0,7,2,0,0,3,0,0,0,0,0,0,0,6,5,0,0,0.3,0.3,0.35,0.6499999999999999,0.04999999999999999,0.35294117647058826,,0.0,0.15,0.0,0.5454545454545454,0.45454545454545453,1.2,259.1,0.3,0.35,-2.7463975476902935,-0.34369999999999995,6,5,BN,S1,133.0,False,ARI,ARI,7,-0.20288975476902937
2,4,4,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,0.0,0.6666666666666666,,0.0,0.25,0.0,1.0,0.0,,240.0,0.5,0.5,0.17275336690629045,-0.0379,1,0,BC,S1,147.0,False,BAL,BAL,7,0.031625336690629044
7,17,17,3,1,1,2,0,0,5,0,0,0,2,0,0,0,0,0,2,0,7,4,1,0,0.17647058823529413,0.17647058823529413,0.29411764705882354,0.47058823529411764,0.11764705882352941,0.2,,0.0,0.11764705882352941,0.0,0.6428571428571429,0.35714285714285715,1.8,296.8235294117647,0.17647058823529413,0.29411764705882354,-3.633510601439108,-0.5631,9,5,BC,S1,151.0,False,BAL,BAL,7,-0.3023635601439108
7,20,20,2,1,1,1,0,0,3,0,0,0,5,0,0,0,0,0,3,0,6,6,1,0,0.1,0.1,0.15,0.25,0.04999999999999999,0.13333333333333333,,0.0,0.25,0.0,0.5625,0.4375,1.2857142857142858,291.9,0.1,0.15,-6.066101364483793,-1.0937,9,7,BP,S1,158.0,False,BAL,BAL,7,-0.5348601364483793
7,21,19,5,0,4,1,0,0,6,0,2,0,1,0,0,0,0,0,2,0,8,5,0,0,0.2631578947368421,0.3333333333333333,0.3157894736842105,0.6491228070175439,0.05263157894736842,0.2777777777777778,,0.0,0.047619047619047616,0.09523809523809523,0.6666666666666666,0.3333333333333333,2.0,262.6666666666667,0.3333333333333333,0.3157894736842105,-1.8349876127099356,-0.07920000000000002,10,5,BC,S1,162.0,False,BAL,BAL,7,-0.10816126127099357
4,9,9,2,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.0,0.25,,0.0,0.1111111111111111,0.0,0.16666666666666666,0.8333333333333334,0.2,233.55555555555554,0.2222222222222222,0.2222222222222222,1.2787526038929997,-0.051899999999999995,1,5,BC,S1,167.0,False,2TM,MIN,7,0.16016276038929997
3,8,8,2,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0.25,0.25,0.25,0.5,0.0,0.2857142857142857,,0.0,0.125,0.0,0.2,0.8,0.25,227.875,0.25,0.25,1.6376509089777453,0.048499999999999995,1,4,BC,S1,167.0,True,PHI,PHI,6,0.19246509089777453
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,279.0,0.0,0.0,-0.35889830508474563,-0.10039999999999999,0,1,BC,S1,167.0,True,MIN,MIN,7,-0.032302330508474565
4,11,9,2,4,0,0,1,1,7,1,2,0,2,0,0,0,0,0,0,0,1,2,2,0,0.2222222222222222,0.36363636363636365,0.7777777777777778,1.1414141414141414,0.5555555555555556,0.16666666666666666,,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.2,0.8,0.25,243.27272727272728,0.36363636363636365,0.7777777777777778,0.7661122614902305,0.1277,1,4,BN,S1,168.0,False,NYM,NYM,7,0.11607372614902305
7,21,18,4,2,2,0,1,1,9,1,3,0,3,0,0,0,0,0,2,0,7,4,0,0,0.2222222222222222,0.3333333333333333,0.5,0.8333333333333333,0.2777777777777778,0.21428571428571427,,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.6923076923076923,0.3076923076923077,2.25,263.0952380952381,0.3333333333333333,0.5,-1.3002904483927131,-0.3098999999999999,9,4,BC,S1,171.0,False,BAL,BAL,7,-0.05469154483927132
7,22,19,7,6,4,1,0,2,14,3,3,0,2,0,0,0,0,0,1,0,3,5,2,0,0.3684210526315789,0.45454545454545453,0.7368421052631579,1.1913875598086123,0.3684210526315789,0.3333333333333333,,0.09090909090909091,0.09090909090909091,0.13636363636363635,0.36363636363636365,0.6363636363636364,0.5714285714285714,222.77272727272728,0.45454545454545453,0.7368421052631579,1.9889255543704984,0.2718999999999999,4,7,BC,S1,190.0,False,TOR,TOR,7,0.27781755543704983
4,9,5,1,1,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0.2,0.5555555555555556,0.2,0.7555555555555555,0.0,0.25,,0.0,0.1111111111111111,0.4444444444444444,0.6666666666666666,0.3333333333333333,2.0,241.0,0.5555555555555556,0.2,-0.4557286819592874,0.02370000000000001,2,1,BN,S1,199.0,False,ATL,ATL,7,-0.013285368195928743
7,19,17,4,2,4,0,0,0,4,1,2,0,7,0,0,0,0,0,0,0,3,2,1,0,0.23529411764705882,0.3157894736842105,0.23529411764705882,0.5510835913312693,0.0,0.4,,0.0,0.3684210526315789,0.10526315789473684,0.5,0.5,1.0,263.2631578947368,0.3157894736842105,0.23529411764705882,0.332122295083819,0.0649,3,3,BP,S1,206.0,False,2TM,PHI,7,0.10137472950838189
6,16,14,4,2,4,0,0,0,4,1,2,0,4,0,0,0,0,0,0,0,3,2,1,0,0.2857142857142857,0.375,0.2857142857142857,0.6607142857142857,0.0,0.4,,0.0,0.25,0.125,0.5,0.5,1.0,246.0,0.375,0.2857142857142857,0.6485353086519084,0.1501,3,3,BP,S1,206.0,True,ATL,ATL,6,0.12225353086519083
1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,355.3333333333333,0.0,0.0,-0.31641301356808943,-0.08520000000000001,0,0,BP,S1,206.0,True,PHI,PHI,7,-0.020878801356808942
7,12,11,2,1,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,5,0,0,0.18181818181818182,0.25,0.18181818181818182,0.4318181818181818,0.0,0.2,,0.0,0.08333333333333333,0.08333333333333333,0.375,0.625,0.6,268.5,0.25,0.18181818181818182,-1.695180363115146,-0.1076,3,5,BC,S1,213.0,False,MIN,MIN,7,-0.12646803631151463
6,17,14,3,2,2,0,0,1,6,1,3,0,8,0,0,0,0,0,1,0,1,2,0,0,0.21428571428571427,0.35294117647058826,0.42857142857142855,0.7815126050420168,0.21428571428571427,0.4,,0.058823529411764705,0.47058823529411764,0.17647058823529413,0.5,0.5,1.0,253.125,0.35294117647058826,0.42857142857142855,0.01981043147690298,-0.018999999999999975,2,2,BP,S1,222.0,False,DET,DET,7,0.06296854314769029
7,17,17,2,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,4,0,8,6,1,0,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.29411764705882354,0.05882352941176472,0.11764705882352941,,0.0,0.0,0.0,0.631578947368421,0.3684210526315789,1.7142857142857142,320.3529411764706,0.11764705882352941,0.17647058823529413,-4.883600519436173,-0.7305,12,7,BN,S1,224.0,False,2TM,ATL,7,-0.4273725519436173
6,14,14,2,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,3,0,6,5,1,0,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.3571428571428571,0.07142857142857142,0.14285714285714285,,0.0,0.0,0.0,0.6,0.4,1.5,310.7142857142857,0.14285714285714285,0.21428571428571427,-2.5757976326323613,-0.4223,9,6,BN,S1,224.0,True,ARI,ARI,6,-0.20735476326323612
1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.75,0.25,3.0,365.3333333333333,0.0,0.0,-2.307802886803812,-0.3082,3,1,BN,S1,224.0,True,ATL,ATL,7,-0.2200177886803812
7,22,14,5,1,2,2,1,0,9,4,8,1,2,0,0,1,0,0,1,0,4,2,1,0,0.35714285714285715,0.5909090909090909,0.6428571428571429,1.2337662337662338,0.28571428571428575,0.4166666666666667,0.0,0.0,0.09090909090909091,0.36363636363636365,0.625,0.375,1.6666666666666667,213.63636363636363,0.5909090909090909,0.6428571428571429,2.6184389510259236,0.7573999999999999,5,3,BC,S1,226.0,False,ATL,ATL,7,0.34076889510259234
5,14,14,7,1,7,0,0,0,7,5,0,0,0,0,0,0,0,0,3,0,4,2,1,0,0.5,0.5,0.5,1.0,0.0,0.5,,0.0,0.0,0.0,0.7,0.3,2.3333333333333335,226.64285714285714,0.5,0.5,0.8184320361081017,-0.30860000000000004,7,3,BC,S1,231.0,False,ATL,ATL,7,0.13206820361081015
7,22,21,6,4,1,3,0,2,15,6,0,0,3,0,0,0,0,1,1,0,4,9,0,0,0.2857142857142857,0.2727272727272727,0.7142857142857143,0.987012987012987,0.4285714285714286,0.23529411764705882,,0.09090909090909091,0.13636363636363635,0.0,0.3333333333333333,0.6666666666666666,0.5,224.77272727272728,0.2727272727272727,0.7142857142857143,0.03231652794350198,0.38400000000000006,5,10,BP,S1,232.0,False,ATL,ATL,7,0.08215665279435018
7,17,15,3,2,1,1,0,1,7,3,2,0,3,0,0,0,0,0,0,0,4,5,0,0,0.2,0.29411764705882354,0.4666666666666667,0.7607843137254902,0.26666666666666666,0.18181818181818182,,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.4444444444444444,0.5555555555555556,0.8,242.7058823529412,0.29411764705882354,0.4666666666666667,0.5517010337570394,0.015500000000000014,4,5,BP,S1,233.0,False,BAL,BAL,7,0.11615760337570394
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,315.0,0.0,0.0,-1.3617021276595744,-0.022000000000000002,0,0,BC,S1,237.0,False,TOR,TOR,5,-0.13258271276595743
7,24,20,8,1,7,1,0,0,9,1,4,0,2,1,0,0,0,0,0,0,4,4,2,0,0.4,0.5,0.45,0.95,0.04999999999999999,0.4444444444444444,,0.0,0.08333333333333333,0.16666666666666666,0.4,0.6,0.6666666666666666,218.7391304347826,0.5,0.45,0.7249131257798329,0.21869999999999998,4,6,BC,S1,241.0,False,HOU,HOU,7,0.15859131257798328
7,22,19,6,2,2,3,0,1,12,2,2,0,3,0,0,0,0,1,1,0,4,4,3,0,0.3157894736842105,0.36363636363636365,0.631578947368421,0.9952153110047847,0.3157894736842105,0.3125,,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.38461538461538464,0.6153846153846154,0.625,255.6818181818182,0.36363636363636365,0.631578947368421,0.6901574819887932,-0.268,5,8,BP,S1,242.0,False,ATL,ATL,7,0.1479407481988793
6,14,14,2,0,2,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,2,6,0,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.2,,0.0,0.2857142857142857,0.0,0.25,0.75,0.3333333333333333,260.64285714285717,0.14285714285714285,0.14285714285714285,-2.2882061712807173,-0.29760000000000003,2,6,BP,S1,267.0,False,MIN,MIN,6,-0.17859561712807173
3,7,7,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,2.0,331.7142857142857,0.14285714285714285,0.14285714285714285,-2.4486419853982784,-0.17900000000000002,4,2,BC,S1,273.0,False,OAK,OAK,7,-0.21975169853982784
7,17,16,6,1,5,1,0,0,7,1,1,0,1,0,0,0,0,0,0,0,4,5,0,0,0.375,0.4117647058823529,0.4375,0.8492647058823529,0.0625,0.4,,0.0,0.058823529411764705,0.058823529411764705,0.4444444444444444,0.5555555555555556,0.8,234.05882352941177,0.4117647058823529,0.4375,-0.02965689564896945,-0.2443,4,5,BC,S1,274.0,False,ARI,ARI,7,0.05802181043510305
1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3333333333333333,0.0,1.0,0.0,,406.0,0.0,0.0,-1.0719037001645697,-0.022499999999999996,2,0,BP,S1,284.0,False,WAS,WAS,3,-0.09642787001645697
3,5,5,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0.2,0.2,0.2,0.4,0.0,0.25,,0.0,0.2,0.0,0.0,1.0,0.0,230.2,0.2,0.2,-0.00988612836438918,-0.09190000000000001,0,3,BN,S1,286.0,False,PHI,PHI,7,0.01694888716356108
6,15,13,5,6,0,2,1,2,15,6,2,1,3,0,0,0,0,0,1,0,2,3,0,0,0.38461538461538464,0.4666666666666667,1.1538461538461537,1.6205128205128205,0.7692307692307692,0.375,,0.13333333333333333,0.2,0.13333333333333333,0.5,0.5,1.0,227.14285714285714,0.4666666666666667,1.1538461538461537,4.805713175078163,0.5673,3,3,BN,S1,287.0,False,PHI,PHI,7,0.5343838175078164
5,10,9,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,1,2,1,0,0.0,0.1,0.0,0.1,0.0,0.0,,0.0,0.5,0.1,0.4,0.6,0.6666666666666666,297.4,0.1,0.0,-4.50549728372682,-0.33990000000000004,2,3,BP,S1,290.0,False,2TM,PHI,7,-0.41467472837268204
4,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.7142857142857143,0.0,0.6666666666666666,0.3333333333333333,2.0,333.0,0.0,0.0,-3.2050436298157194,-0.3009,2,1,BP,S1,290.0,True,MIN,MIN,6,-0.29539186298157194
1,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,214.33333333333334,0.3333333333333333,0.0,-1.3004536539111007,-0.039,0,2,BP,S1,290.0,True,PHI,PHI,7,-0.11928286539111006
7,21,21,9,4,6,3,0,0,12,3,0,0,7,0,0,0,0,0,0,0,1,3,1,0,0.42857142857142855,0.42857142857142855,0.5714285714285714,1.0,0.14285714285714285,0.6428571428571429,,0.0,0.3333333333333333,0.0,0.2,0.8,0.25,215.04761904761904,0.42857142857142855,0.5714285714285714,0.6769150716772651,0.2384,1,4,BN,S1,300.0,False,PHI,PHI,7,0.14302900716772649
4,10,10,2,2,1,0,0,1,5,3,0,0,3,0,0,0,0,0,0,0,3,2,0,0,0.2,0.2,0.5,0.7,0.3,0.16666666666666666,,0.1,0.3,0.0,0.6,0.4,1.5,268.0,0.2,0.5,1.0688556343656541,0.1389,3,2,BC,S1,303.0,False,PIT,PIT,7,0.1427605634365654
