OBC,Outs,RunExpectancy
0,0,0.705
0,1,0.4276595744680851
0,2,0.19900497512437812
1,0,1.1623931623931625
1,1,0.910958904109589
1,2,0.32450331125827814
2,0,1.3387096774193548
2,1,1.0
2,2,0.5344827586206896
3,0,1.3636363636363635
3,1,1.0
3,2,0.29545454545454547
4,0,1.3448275862068966
4,1,1.6037735849056605
4,2,0.7818181818181819
5,0,1.875
5,1,1.0476190476190477
5,2,0.39285714285714285
6,0,2.5
6,1,1.5
6,2,0.42857142857142855
7,0,2.4444444444444446
7,1,2.4827586206896552
7,2,1.2
