OBC,Outs,RunExpectancy
0,0,0.5306122448979592
0,1,0.30666666666666664
0,2,0.2
1,0,0.8666666666666667
1,1,0.5714285714285714
1,2,0.35714285714285715
2,0,0.9333333333333333
2,1,0.25
2,2,0.2222222222222222
3,0,1.0
3,1,0.7
3,2,0.3333333333333333
4,0,1.0
4,1,0.0
4,2,1.0
5,0,5.0
5,1,2.0
5,2,0.2
6,0,1.0
6,1,2.5
7,1,4.0
7,2,4.0
