G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Type,Season,Pitcher ID,is_sub_row,Team,Last Team,Last Session,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
1.0,0.6666666666666666,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,9.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.5,0.5,1.0,282.5,-0.39406779661016944,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,S3,-6,False,RIC,RIC,2,6.273584905660377,0.6666666666666666,18,0.07857142857142857,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.06614591009579955
1.0,2.0,9.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,1.5,6.0,3.0,3.0,9.0,3.0,0.25,0.3333333333333333,0.75,1.0833333333333333,0.25,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,1.0,0.0,193.75,1.7118644067796607,0.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,,S3,-5,False,VT,VT,2,6.773584905660377,2.0,227,3.0,1.0,1.0,1.0,0.0,0,1,0,0,0.0,-0.09096904937361824
1.0,2.3333333333333335,8.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.571428571428571,0.42857142857142855,2.571428571428571,2.571428571428571,0.0,5.142857142857142,,0.125,0.125,0.5,0.625,0.0,0.125,0.25,0.0,0.2,0.8,0.25,291.375,-0.9322033898305083,0.0,8.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,,,S3,-4,False,IND,IND,2,5.630727762803234,2.3333333333333335,65,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0.0,0.1645246868091378
1.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.3333333333333333,2.0,0.0,0.0,0.0,,0.1,0.1,0.2,0.30000000000000004,0.1,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.8,336.7,-1.9322033898305084,0.0,10.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,,,S3,-3,False,TOL,TOL,2,1.7735849056603774,3.0,0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,1.0,0.28235077376565954
1.0,1.6666666666666667,13.0,7.0,6.0,6.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,21.599999999999998,4.8,25.200000000000003,3.5999999999999996,3.5999999999999996,3.5999999999999996,1.0,0.5833333333333334,0.6153846153846154,1.25,1.8653846153846154,0.6,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,1.0,0.0,171.92307692307693,4.961864406779661,0.0,12.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,,POS,S3,-2,False,NEB,NEB,2,10.173584905660377,1.6666666666666667,551,6.078571428571428,1.0,0.0,0.0,0.0,0,1,0,0,0.0,-0.3803168754605748
2.0,3.0,17.0,4.0,3.0,3.0,5.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,6.0,3.0,8.0,2.0,10.0,4.0,0.4,0.3333333333333333,0.5294117647058824,0.6666666666666666,1.196078431372549,0.3333333333333333,0.058823529411764705,0.11764705882352941,0.29411764705882354,0.0,1.0,0.0,208.375,1.517796610169491,0.0,12.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,,S3,-1,False,HOF,HOF,2,9.773584905660378,3.3333333333333335,143,3.1619047619047613,1.0,1.0,1.0,0.0,1,0,0,0,1.0,-0.00025792188651432293
2.0,3.3333333333333335,14.0,3.0,2.0,2.0,1.0,0.0,0.0,5.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,3.5999999999999996,1.2,5.3999999999999995,1.7999999999999998,1.7999999999999998,9.0,5.0,0.23076923076923078,0.2857142857142857,0.5384615384615384,0.8241758241758241,0.2857142857142857,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.6,0.4,1.5,235.63636363636363,-0.18220338983050838,0.0,13.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,,BF-S,S3,60,False,NEB,NEB,2,3.5735849056603772,4.0,76,2.0,1.0,2.0,1.0,0.0,1,0,0,0,1.0,0.143002947678703
1.0,3.0,15.0,5.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,4.0,2.0,10.0,0.0,2.0,6.0,3.0,0.35714285714285715,0.4,0.6428571428571429,1.042857142857143,0.45454545454545453,0.0,0.2,0.06666666666666667,0.3333333333333333,0.6666666666666666,0.5,246.64285714285714,1.7820823244552062,0.0,14.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,,WC-S,S3,129,False,WSU,WSU,2,0.7735849056603774,3.0,101,2.0,1.0,1.0,1.0,0.0,0,1,0,0,0.0,-0.04451258027160758
1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.5,1.0,336.85714285714283,-1.9322033898305084,0.0,9.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,1B-B,S3,130,False,UOM,UOM,2,-0.2264150943396226,3.0,0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,1.0,0.27343773028739865
1.0,3.0,12.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,4.0,1.3333333333333333,6.0,2.0,2.0,6.0,3.0,0.2727272727272727,0.3333333333333333,0.5454545454545454,0.8787878787878787,0.2857142857142857,0.08333333333333333,0.25,0.08333333333333333,0.4,0.6,0.6666666666666666,213.5,0.06779661016949168,0.0,11.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,,WC-S,S3,131,False,WSU,WSU,1,5.1069182389937104,3.0,101,2.0,1.0,1.0,1.0,0.0,1,0,0,0,1.0,0.10017686072218127
