G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,nPA,nAB,nH,nTB,nBB,nSF,nSH,Season,Hitter ID,is_sub_row,Team,Last Team,Last Session,WAR
6,14,12,2,1.0,1,0,0,1,5,1.0,2,0,5,0,0,1,0,0,0,3,1,1,0,0,0.16666666666666666,0.2857142857142857,0.4166666666666667,0.7023809523809523,0.25,0.16666666666666666,0.0,0.07142857142857142,0.35714285714285715,0.14285714285714285,0.8,0.2,4.0,279.06666666666666,0.2857142857142857,0.4166666666666667,-1.3832280215325097,-0.0827,4,1,TT,14,12,2,5,2,0,0,S8,32.0,False,SBD,SBD,18,-0.08142069558571689
5,12,8,6,4.0,2,3,1,0,11,3.0,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0.75,0.8333333333333334,1.375,2.2083333333333335,0.625,0.8571428571428571,,0.0,0.08333333333333333,0.3333333333333333,1.0,0.0,,138.75,0.8333333333333334,1.375,4.335531577486683,0.09269999999999998,2,0,WC,12,8,6,11,4,0,0,S8,34.0,False,QQ,QQ,17,0.4823263919494118
5,13,12,2,2.0,1,0,0,1,5,2.0,1,0,3,0,0,0,0,0,1,2,4,1,0,0,0.16666666666666666,0.23076923076923078,0.4166666666666667,0.6474358974358975,0.25,0.125,,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.875,0.125,7.0,328.84615384615387,0.23076923076923078,0.4166666666666667,-1.44247434197286,-0.1598,7,1,TT,13,12,2,5,1,0,0,S8,59.0,False,ESP,ESP,18,-0.09140976381314722
5,13,11,3,1.0,1,1,0,1,7,1.0,2,0,2,0,0,0,0,0,3,2,4,0,0,0,0.2727272727272727,0.38461538461538464,0.6363636363636364,1.020979020979021,0.36363636363636365,0.25,,0.07692307692307693,0.15384615384615385,0.15384615384615385,1.0,0.0,,287.3076923076923,0.38461538461538464,0.6363636363636364,-1.950716981812947,-0.23819999999999994,9,0,WC,13,11,3,7,2,0,0,S8,90.0,False,ESP,ESP,18,-0.14223402779715594
7,17,16,5,4.0,0,2,0,3,16,8.0,1,0,9,0,0,0,0,0,0,0,1,0,1,0,0.3125,0.35294117647058826,1.0,1.3529411764705883,0.6875,0.5,,0.17647058823529413,0.5294117647058824,0.058823529411764705,0.5,0.5,1.0,235.41176470588235,0.29411764705882354,0.9411764705882353,3.8667648970440034,0.5687000000000001,1,1,TT,17,17,5,16,0,0,0,S8,91.0,False,TXR,TXR,18,0.45577190482212027
5,12,11,1,1.0,0,1,0,0,2,1.0,1,0,4,1,0,0,0,0,0,0,2,4,0,0,0.09090909090909091,0.16666666666666666,0.18181818181818182,0.3484848484848485,0.09090909090909091,0.14285714285714285,,0.0,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.6666666666666666,0.5,235.45454545454547,0.16666666666666666,0.18181818181818182,-1.3915404792892354,-0.23030000000000003,2,4,HK,12,11,1,2,1,0,0,S8,114.0,False,TXR,TXR,17,-0.09038081372818005
5,9,6,1,2.0,1,0,0,0,1,0.0,3,0,1,0,2,0,0,0,0,0,1,3,0,0,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.611111111111111,0.0,0.2,1.0,0.0,0.1111111111111111,0.3333333333333333,0.25,0.75,0.3333333333333333,205.0,0.4444444444444444,0.16666666666666666,0.1705728201981299,0.09120000000000002,1,3,1B,9,6,1,1,3,0,0,S8,117.0,False,TXR,TXR,16,0.05363720767037061
5,15,15,2,1.0,1,1,0,0,3,0.0,0,0,2,0,1,0,0,0,0,2,1,4,4,0,0.13333333333333333,0.13333333333333333,0.2,0.33333333333333337,0.06666666666666668,0.15384615384615385,1.0,0.0,0.13333333333333333,0.0,0.2727272727272727,0.7272727272727273,0.375,286.25,0.2,0.21428571428571427,-3.362295025856499,-0.5449,3,8,S,15,14,2,3,1,0,0,S8,127.0,False,QQ,QQ,18,-0.27526295983472054
4,12,12,2,1.0,1,1,0,0,3,0.0,0,0,5,0,0,0,0,0,0,0,3,1,1,0,0.16666666666666666,0.16666666666666666,0.25,0.41666666666666663,0.08333333333333334,0.2857142857142857,,0.0,0.4166666666666667,0.0,0.6,0.4,1.5,300.4166666666667,0.16666666666666666,0.25,-2.6627961498870114,-0.26320000000000005,3,2,BC,12,12,2,3,0,0,0,S8,135.0,False,ESP,ESP,17,-0.21750638078795764
7,20,17,5,2.0,1,3,1,0,10,4.0,1,0,3,0,0,1,0,2,0,2,3,5,1,0,0.29411764705882354,0.3,0.5882352941176471,0.888235294117647,0.29411764705882354,0.3125,0.0,0.0,0.15,0.05,0.38461538461538464,0.6153846153846154,0.625,264.0,0.25,0.6,0.36897343904404506,0.0343,5,8,WC,20,20,5,12,0,0,0,S8,149.0,False,MOB,MOB,18,0.11818606757231034
1,3,3,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3333333333333333,0.0,0.5,0.5,1.0,306.0,0.0,0.0,-0.7267357491238089,-0.1128,1,1,XB,3,3,0,0,0,0,0,S8,152.0,False,TXR,TXR,12,-0.060480266362195015
2,7,6,2,1.0,1,0,1,0,4,1.0,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0.3333333333333333,0.42857142857142855,0.6666666666666666,1.0952380952380951,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.14285714285714285,0.5,0.5,1.0,243.5,0.42857142857142855,0.7142857142857143,1.3562277299717502,0.13099999999999998,2,2,1B,7,7,3,5,0,0,0,S8,163.0,False,QQ,QQ,17,0.16407382628094208
6,14,11,2,1.0,1,1,0,0,3,1.0,2,0,3,0,1,1,0,1,0,1,1,5,0,0,0.18181818181818182,0.2857142857142857,0.2727272727272727,0.5584415584415584,0.09090909090909088,0.2222222222222222,0.5,0.0,0.21428571428571427,0.14285714285714285,0.25,0.75,0.3333333333333333,232.9375,0.2857142857142857,0.3076923076923077,-0.7023412247292845,-0.1542,2,6,BC,14,13,3,4,1,0,0,S8,180.0,False,TXR,TXR,17,-0.013332015905394378
5,12,12,2,0.0,2,0,0,0,2,0.0,0,0,5,0,0,0,0,0,1,2,0,3,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.2857142857142857,,0.0,0.4166666666666667,0.0,0.5,0.5,1.0,283.3333333333333,0.16666666666666666,0.16666666666666666,-3.1392726177277543,-0.3513,3,3,S,12,12,2,2,0,0,0,S8,198.0,False,SBD,SBD,17,-0.26515402757203194
4,11,9,3,2.0,1,0,0,2,9,2.0,1,0,0,0,0,0,1,0,0,2,0,3,1,0,0.3333333333333333,0.4,1.0,1.4,0.6666666666666667,0.14285714285714285,,0.18181818181818182,0.0,0.09090909090909091,0.3333333333333333,0.6666666666666666,0.5,177.45454545454547,0.5,1.125,0.629332205591179,0.1471,2,4,BP,11,8,3,9,2,0,1,S8,233.0,False,TXR,TXR,17,0.10764201857646609
6,13,11,1,2.0,0,0,0,1,4,1.0,2,1,0,0,0,0,0,0,1,3,0,7,0,0,0.09090909090909091,0.23076923076923078,0.36363636363636365,0.5944055944055944,0.2727272727272727,0.0,,0.07692307692307693,0.0,0.15384615384615385,0.36363636363636365,0.6363636363636364,0.5714285714285714,246.0,0.23076923076923078,0.36363636363636365,-1.8412090861662476,-0.32130000000000003,4,7,SM,13,11,1,4,2,0,0,S8,262.0,False,TXR,TXR,18,-0.13128323823248597
5,10,9,0,0.0,0,0,0,0,0,0.0,1,0,3,0,0,0,0,0,2,1,2,3,0,0,0.0,0.1,0.0,0.1,0.0,0.0,,0.0,0.3,0.1,0.625,0.375,1.6666666666666667,293.9,0.1,0.0,-5.107506051096781,-0.3807,5,3,BC,10,9,0,0,1,0,0,S8,265.0,False,TXR,TXR,18,-0.47010624327572514
