OBC,Outs,RunExpectancy
0,0,0.03826955074875208
0,1,0.010775862068965518
0,2,0.007352941176470588
1,0,0.1206896551724138
1,1,0.06206896551724138
1,2,0.027210884353741496
2,0,0.04838709677419355
2,1,0.03296703296703297
2,2,0.017543859649122806
3,0,0.09090909090909091
3,1,0.0
3,2,0.0
4,0,0.03571428571428571
4,1,0.11320754716981132
4,2,0.05454545454545454
5,0,0.0
5,1,0.0
5,2,0.0
6,0,0.0
6,1,0.041666666666666664
6,2,0.0
7,0,0.0
7,1,0.3333333333333333
7,2,0.0
