G,IP,BF,H,R,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Season,Pitcher ID,Team,is_sub_row,Last Team,FIP,nIP,ERA+,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
9.0,18.666666666666668,69.0,16.0,5.0,2.0,0.0,1.0,7.0,1.0,8.0,4.0,6.0,10.0,24.0,0.0,1.607142857142857,0.9642857142857142,5.142857142857142,0.3214285714285714,0.6428571428571428,2.25,3.5,0.24242424242424243,0.2608695652173913,0.4090909090909091,0.6699604743083004,0.2542372881355932,0.014492753623188406,0.10144927536231885,0.028985507246376812,0.2765957446808511,0.723404255319149,0.38235294117647056,265.35714285714283,-10.252651122918364,0.3404,66.0,1.0,0.0,6.0,1.0,13.0,34.0,0.0,2.0,0.0,S11,395,TOR,False,TOR,1.5310705496308445,20.0,84,1.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.2862890240024434
8.0,19.0,78.0,13.0,9.0,10.0,0.0,0.0,14.0,1.0,5.0,6.0,9.0,19.0,7.0,0.0,2.8421052631578947,1.2105263157894737,4.105263157894737,0.3157894736842105,3.1578947368421053,4.421052631578947,1.4,0.19696969696969696,0.2948717948717949,0.3939393939393939,0.6888111888111887,0.22641509433962265,0.01282051282051282,0.1794871794871795,0.1282051282051282,0.3953488372093023,0.6046511627906976,0.6538461538461539,259.85897435897436,-4.72453027003341,0.47439999999999993,66.0,2.0,0.0,4.0,3.0,17.0,26.0,1.0,0.0,1.0,S11,413,CLE,False,CLE,2.052687090984228,21.0,152,4.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.7675235358935925
5.0,26.0,117.0,26.0,17.0,16.0,3.0,0.0,13.0,5.0,13.0,17.0,22.0,18.0,5.0,0.0,3.923076923076923,1.6153846153846154,6.0,1.153846153846154,3.6923076923076925,3.0,0.8125,0.26,0.358974358974359,0.49,0.848974358974359,0.25301204819277107,0.042735042735042736,0.1111111111111111,0.13675213675213677,0.6461538461538462,0.35384615384615387,1.826086956521739,257.39830508474574,-2.456016844002532,-0.6480999999999999,100.0,1.0,0.0,8.0,0.0,42.0,23.0,5.0,0.0,1.0,S11,471,ANA,False,ANA,4.609367252927548,26.666666666666668,97,5.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,0.2,0.6882074477356304
6.0,32.0,128.0,19.0,7.0,17.0,3.0,0.0,21.0,0.0,8.0,14.0,14.0,26.0,16.0,0.0,1.3125,1.125,3.5625,0.0,3.1875,3.9375,1.2352941176470589,0.1743119266055046,0.28125,0.30275229357798167,0.5840022935779816,0.2111111111111111,0.0,0.1640625,0.1328125,0.43243243243243246,0.5675675675675675,0.7619047619047619,268.7109375,-15.197892768480582,1.5604000000000005,109.0,2.0,0.0,8.0,3.0,32.0,42.0,3.0,0.0,1.0,S11,481,TBR,False,TBR,1.5444634067737018,32.666666666666664,208,5.0,5.0,4.0,1.0,3.0,2.0,0.0,0.0,0.6,2.004007547847445
6.0,12.0,51.0,15.0,10.0,5.0,0.0,0.0,4.0,2.0,7.0,8.0,9.0,6.0,4.0,0.0,5.0,1.6666666666666667,7.5,1.0,2.5,2.0,0.8,0.32608695652173914,0.39215686274509803,0.6086956521739131,1.000852514919011,0.325,0.0392156862745098,0.0784313725490196,0.09803921568627451,0.6551724137931034,0.3448275862068966,1.9,250.31578947368422,2.079569887289477,-0.12120000000000004,46.0,0.0,0.0,5.0,1.0,19.0,10.0,3.0,3.0,0.5,S11,485,MIN,False,MIN,4.013213406773701,13.0,113,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.01502627137762944
4.0,5.0,23.0,6.0,3.0,4.0,0.0,0.0,4.0,1.0,5.0,0.0,2.0,5.0,2.0,0.0,3.6,2.0,7.199999999999999,1.2000000000000002,4.800000000000001,4.800000000000001,1.0,0.3333333333333333,0.43478260869565216,0.5,0.9347826086956521,0.35714285714285715,0.043478260869565216,0.17391304347826086,0.17391304347826086,0.36363636363636365,0.6363636363636364,0.5714285714285714,225.69565217391303,-1.1268588164333795,0.11649999999999998,18.0,1.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,S11,517,ANA,False,ANA,4.663213406773702,6.0,130,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.1996938522135403
8.0,26.666666666666668,109.0,22.0,14.0,13.0,0.0,0.0,40.0,7.0,10.0,4.0,10.0,12.0,7.0,1.0,3.15,1.3125,4.949999999999999,1.5750000000000002,2.925,9.0,3.076923076923077,0.22916666666666666,0.3211009174311927,0.5208333333333334,0.841934250764526,0.30612244897959184,0.06422018348623854,0.3669724770642202,0.11926605504587157,0.5128205128205128,0.48717948717948717,1.0526315789473684,250.63302752293578,-6.966753585397654,0.9996000000000003,96.0,0.0,0.0,3.0,2.0,20.0,19.0,0.0,0.0,0.0,S11,607,DET,False,DET,3.1382134067737018,27.333333333333332,88,5.0,5.0,2.0,0.0,3.0,2.0,1.0,0.0,0.6,1.1090174799376809
6.0,22.666666666666668,94.0,21.0,8.0,10.0,0.0,0.0,23.0,3.0,12.0,8.0,12.0,15.0,5.0,0.0,2.1176470588235294,1.3676470588235294,5.5588235294117645,0.7941176470588236,2.6470588235294117,6.088235294117647,2.3,0.25301204819277107,0.32978723404255317,0.4578313253012048,0.7876185593437579,0.3103448275862069,0.031914893617021274,0.24468085106382978,0.10638297872340426,0.5454545454545454,0.45454545454545453,1.2,253.05154639175257,-4.9223877081952105,0.4788,83.0,1.0,0.0,4.0,2.0,24.0,20.0,2.0,1.0,0.6666666666666666,S11,610,DET,False,DET,2.277919289126643,23.0,94,5.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.847836563584696
3.0,15.333333333333334,63.0,8.0,6.0,9.0,0.0,0.0,23.0,4.0,2.0,3.0,4.0,12.0,4.0,0.0,2.3478260869565215,1.108695652173913,3.1304347826086953,1.5652173913043477,3.5217391304347823,9.0,2.5555555555555554,0.14814814814814814,0.2698412698412698,0.4074074074074074,0.6772486772486772,0.14814814814814814,0.06349206349206349,0.36507936507936506,0.14285714285714285,0.30434782608695654,0.6956521739130435,0.4375,249.38095238095238,-4.479710235866903,0.2856000000000001,54.0,0.0,0.0,2.0,0.0,7.0,16.0,0.0,0.0,0.0,S11,646,CWS,False,CWS,3.41538731981718,15.333333333333334,469,3.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.686297203844201
3.0,2.3333333333333335,9.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.8571428571428571,5.142857142857142,0.0,0.0,7.7142857142857135,0.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.75,0.3333333333333333,283.55555555555554,-2.7066274909022825,0.14120000000000002,9.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,S11,647,PIT,False,PIT,-1.3082151646548694,4.0,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3047093462698726
6.0,25.666666666666668,109.0,23.0,17.0,13.0,0.0,0.0,33.0,13.0,8.0,11.0,11.0,10.0,7.0,1.0,3.974025974025974,1.4025974025974026,5.376623376623376,3.0389610389610384,3.0389610389610384,7.7142857142857135,2.5384615384615383,0.23958333333333334,0.3302752293577982,0.6875,1.0177752293577982,0.2,0.11926605504587157,0.30275229357798167,0.11926605504587157,0.5952380952380952,0.40476190476190477,1.4705882352941178,259.97297297297297,-0.26986379117587034,-0.5215999999999998,96.0,0.0,0.0,0.0,2.0,25.0,17.0,1.0,1.0,0.5,S11,714,TOR,False,TOR,6.795680939241233,26.0,75,6.0,4.0,4.0,0.0,1.0,4.0,0.0,0.0,0.2,0.43932850051550243
2.0,1.0,8.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,24.0,5.0,24.0,12.0,6.0,6.0,1.0,0.5714285714285714,0.625,1.5714285714285714,2.196428571428571,0.5,0.25,0.125,0.125,0.0,1.0,0.0,169.66666666666666,3.2440281312788466,-0.9613,7.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,S11,716,ATL,False,ATL,28.2632134067737,2.0,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.294139171190423
7.0,15.0,66.0,18.0,7.0,4.0,0.0,0.0,11.0,3.0,8.0,5.0,9.0,15.0,4.0,0.0,2.8,1.4666666666666666,7.199999999999999,1.2000000000000002,1.6,4.3999999999999995,2.75,0.29508196721311475,0.3333333333333333,0.6065573770491803,0.9398907103825136,0.3125,0.045454545454545456,0.16666666666666666,0.06060606060606061,0.4411764705882353,0.5588235294117647,0.7894736842105263,245.6417910447761,-4.6515657997157405,0.2139999999999999,61.0,1.0,0.0,4.0,3.0,15.0,19.0,1.0,0.0,1.0,S11,771,COL,False,COL,3.196546740107035,16.666666666666668,100,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.714831625955633
5.0,12.333333333333334,53.0,12.0,10.0,5.0,0.0,0.0,11.0,4.0,4.0,5.0,3.0,5.0,12.0,0.0,4.864864864864865,1.3783783783783783,5.837837837837838,1.9459459459459456,2.4324324324324325,5.351351351351351,2.2,0.25,0.32075471698113206,0.5833333333333334,0.9040880503144655,0.24242424242424243,0.07547169811320754,0.20754716981132076,0.09433962264150944,0.34615384615384615,0.6538461538461539,0.5294117647058824,240.1090909090909,0.5562989699783742,-0.20040000000000002,48.0,0.0,0.0,4.0,0.0,9.0,17.0,2.0,0.0,1.0,S11,783,ATL,False,ATL,4.91186205542235,13.0,94,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.1448667308378462
9.0,19.0,78.0,22.0,10.0,5.0,0.0,0.0,7.0,5.0,12.0,10.0,6.0,12.0,16.0,0.0,3.1578947368421053,1.4210526315789473,6.947368421052632,1.5789473684210527,1.5789473684210527,2.2105263157894735,1.4,0.3013698630136986,0.34615384615384615,0.5753424657534246,0.9214963119072708,0.2786885245901639,0.0641025641025641,0.08974358974358974,0.0641025641025641,0.391304347826087,0.6086956521739131,0.6428571428571429,254.70238095238096,-2.0318594296575903,0.4576,73.0,0.0,0.0,5.0,0.0,18.0,28.0,2.0,4.0,0.3333333333333333,S11,786,MIL,False,MIL,4.736897617300018,21.0,82,0.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.4982564518560104
11.0,34.0,147.0,45.0,20.0,3.0,0.0,0.0,15.0,7.0,26.0,11.0,15.0,15.0,43.0,0.0,3.5294117647058822,1.411764705882353,7.9411764705882355,1.2352941176470589,0.5294117647058824,2.6470588235294117,5.0,0.3146853146853147,0.32653061224489793,0.5454545454545454,0.8719851576994433,0.3114754098360656,0.047619047619047616,0.10204081632653061,0.02040816326530612,0.3333333333333333,0.6666666666666666,0.5,253.21333333333334,-7.266503412688521,-0.8987000000000004,143.0,1.0,0.0,12.0,0.0,29.0,58.0,3.0,0.0,1.0,S11,788,HOU,False,HOU,3.3220369361854662,34.333333333333336,75,4.0,10.0,3.0,0.0,4.0,3.0,2.0,0.0,0.5714285714285714,1.2827447618697105
5.0,28.333333333333332,119.0,19.0,21.0,19.0,0.0,0.0,31.0,5.0,7.0,8.0,14.0,22.0,6.0,0.0,4.447058823529412,1.3411764705882354,4.023529411764706,1.0588235294117647,4.023529411764706,6.564705882352942,1.631578947368421,0.19387755102040816,0.31932773109243695,0.42857142857142855,0.7478991596638656,0.21875,0.04201680672268908,0.2605042016806723,0.15966386554621848,0.4716981132075472,0.5283018867924528,0.8928571428571429,256.06666666666666,1.8541359187883735,-0.34069999999999995,98.0,2.0,0.0,6.0,1.0,25.0,28.0,0.0,1.0,0.0,S11,1692,CIN,False,CIN,3.380860465597231,29.333333333333332,140,4.0,4.0,3.0,0.0,2.0,2.0,0.0,0.0,0.5,0.2647580819409051
6.0,29.333333333333332,126.0,29.0,20.0,13.0,0.0,0.0,14.0,7.0,14.0,21.0,17.0,18.0,14.0,0.0,4.090909090909091,1.4318181818181819,5.931818181818182,1.4318181818181819,2.659090909090909,2.8636363636363638,1.0769230769230769,0.25892857142857145,0.3333333333333333,0.5178571428571429,0.8511904761904763,0.2391304347826087,0.05555555555555555,0.1111111111111111,0.10317460317460317,0.5675675675675675,0.43243243243243246,1.3125,252.06201550387595,0.01219979767177426,-0.7067000000000002,112.0,1.0,0.0,8.0,0.0,42.0,32.0,3.0,0.0,1.0,S11,1703,MIN,False,MIN,4.74048613404643,29.333333333333332,81,6.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.16666666666666666,0.4754323807478441
2.0,6.666666666666667,24.0,6.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,3.0,7.0,3.0,1.0,0.0,0.0,1.05,5.3999999999999995,0.0,0.8999999999999999,2.6999999999999997,3.0,0.2608695652173913,0.2916666666666667,0.34782608695652173,0.6394927536231885,0.3,0.0,0.125,0.041666666666666664,0.7333333333333333,0.26666666666666666,2.75,284.7307692307692,-3.571421880027965,0.5273,23.0,0.0,0.0,2.0,0.0,11.0,4.0,0.0,2.0,0.0,S11,1724,TBR,False,TBR,0.8132134067737018,6.0,121,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.4479331138151815
5.0,21.666666666666668,83.0,18.0,9.0,7.0,0.0,1.0,12.0,3.0,11.0,5.0,9.0,5.0,27.0,0.0,2.4923076923076923,1.1538461538461537,4.984615384615385,0.8307692307692307,1.9384615384615382,3.323076923076923,1.7142857142857142,0.23684210526315788,0.30120481927710846,0.40789473684210525,0.7090995561192137,0.2459016393442623,0.03614457831325301,0.14457831325301204,0.08433734939759036,0.37254901960784315,0.6274509803921569,0.59375,269.52941176470586,-4.372198023131024,0.20139999999999997,76.0,0.0,0.0,4.0,0.0,19.0,32.0,1.0,2.0,0.3333333333333333,S11,1759,NYY,False,NYY,2.924751868312163,21.666666666666668,229,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.5,0.7512050874142673
2.0,2.0,10.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,6.0,2.0,6.0,3.0,6.0,3.0,0.5,0.2857142857142857,0.4,0.8571428571428571,1.2571428571428571,0.16666666666666666,0.1,0.1,0.2,0.4,0.6,0.6666666666666666,216.7,-0.5864211466019171,0.1017,7.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,S11,1777,ARI,False,ARI,9.763213406773701,3.0,43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09647166708201882
7.0,36.333333333333336,145.0,29.0,7.0,13.0,0.0,0.0,28.0,3.0,19.0,17.0,27.0,21.0,10.0,0.0,1.1559633027522935,1.1559633027522935,4.7889908256880735,0.49541284403669716,2.146788990825688,4.623853211009174,2.1538461538461537,0.2196969696969697,0.2896551724137931,0.3409090909090909,0.6305642633228841,0.25742574257425743,0.020689655172413793,0.19310344827586207,0.0896551724137931,0.6125,0.3875,1.5806451612903225,271.5821917808219,-15.836424419018638,1.3837000000000002,132.0,0.0,0.0,7.0,0.0,49.0,31.0,1.0,1.0,0.5,S11,1786,PHI,False,PHI,1.868717993929665,36.333333333333336,171,6.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,0.8,2.132170952018357
7.0,23.0,93.0,19.0,6.0,11.0,1.0,0.0,9.0,2.0,10.0,7.0,7.0,14.0,26.0,0.0,1.565217391304348,1.3043478260869565,4.956521739130435,0.5217391304347826,2.8695652173913047,2.347826086956522,0.8181818181818182,0.23170731707317074,0.3225806451612903,0.3902439024390244,0.7128245476003148,0.23943661971830985,0.021505376344086023,0.0967741935483871,0.11827956989247312,0.3103448275862069,0.6896551724137931,0.45,257.37113402061857,-10.485165735766016,1.7288,82.0,0.0,0.0,7.0,0.0,18.0,40.0,3.0,2.0,0.6,S11,1792,SFG,False,SFG,3.0458221024258756,23.0,198,4.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,0.5,1.4003314110995935
6.0,32.666666666666664,127.0,25.0,12.0,5.0,0.0,0.0,20.0,6.0,10.0,14.0,19.0,34.0,9.0,1.0,2.2040816326530615,0.9183673469387755,4.591836734693878,1.1020408163265307,0.9183673469387755,3.673469387755102,4.0,0.2066115702479339,0.23622047244094488,0.4628099173553719,0.6990303897963168,0.19791666666666666,0.047244094488188976,0.15748031496062992,0.03937007874015748,0.44155844155844154,0.5584415584415584,0.7906976744186046,265.015625,-9.465207859599325,0.8006000000000001,121.0,1.0,0.0,5.0,4.0,34.0,43.0,1.0,0.0,1.0,S11,1801,CHC,False,CHC,2.8856623863655386,33.333333333333336,112,6.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.4269561017171366
10.0,20.666666666666668,86.0,18.0,10.0,10.0,1.0,0.0,9.0,1.0,9.0,10.0,15.0,19.0,5.0,0.0,2.9032258064516125,1.3548387096774193,5.225806451612903,0.29032258064516125,2.9032258064516125,2.6129032258064515,0.9,0.23684210526315788,0.32558139534883723,0.42105263157894735,0.7466340269277846,0.25757575757575757,0.011627906976744186,0.10465116279069768,0.11627906976744186,0.5384615384615384,0.46153846153846156,1.1666666666666667,258.0581395348837,-3.2520874010584597,0.22539999999999977,76.0,0.0,0.0,5.0,3.0,28.0,24.0,1.0,1.0,0.5,S11,1834,BAL,False,BAL,2.4728908261285403,22.333333333333332,128,2.0,7.0,0.0,0.0,1.0,1.0,2.0,0.0,0.5,0.650542890933559
3.0,5.0,27.0,8.0,11.0,4.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,3.0,6.0,0.0,13.2,2.4,9.600000000000001,2.4000000000000004,4.800000000000001,2.4000000000000004,0.5,0.36363636363636365,0.4444444444444444,0.9545454545454546,1.398989898989899,0.3157894736842105,0.07407407407407407,0.07407407407407407,0.14814814814814814,0.3076923076923077,0.6923076923076923,0.4444444444444444,227.0,6.77364850568597,-0.11860000000000002,22.0,1.0,0.0,1.0,3.0,4.0,9.0,0.0,0.0,0.0,S11,1838,2TM,False,MTL,8.063213406773702,6.333333333333333,52,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.5752250590296638
1.0,2.3333333333333335,12.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,10.285714285714285,2.142857142857143,5.142857142857142,2.571428571428571,7.7142857142857135,0.0,0.0,0.2222222222222222,0.4166666666666667,0.6666666666666666,1.0833333333333333,0.125,0.08333333333333333,0.0,0.25,0.42857142857142855,0.5714285714285714,0.75,254.83333333333334,1.853786257310783,-0.05740000000000002,9.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,S11,1838,ATL,True,ATL,10.69178483534513,3.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1399831628248858
2.0,2.6666666666666665,15.0,6.0,7.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,15.75,2.625,13.5,2.25,2.25,4.5,2.0,0.46153846153846156,0.4666666666666667,1.1538461538461537,1.6205128205128205,0.45454545454545453,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.16666666666666666,0.8333333333333334,0.2,204.73333333333332,4.919862248375186,-0.061200000000000004,13.0,1.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,S11,1838,MTL,True,MTL,5.763213406773701,3.3333333333333335,27,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43524189620477804
8.0,25.333333333333332,124.0,31.0,27.0,23.0,0.0,0.0,22.0,10.0,13.0,18.0,12.0,16.0,2.0,0.0,6.394736842105264,2.1315789473684212,7.342105263157896,2.3684210526315788,5.447368421052632,5.210526315789474,0.9565217391304348,0.3069306930693069,0.43548387096774194,0.6831683168316832,1.118652187799425,0.30434782608695654,0.08064516129032258,0.1774193548387097,0.18548387096774194,0.6666666666666666,0.3333333333333333,2.0,225.6771653543307,8.960518712484209,-1.8154,101.0,0.0,0.0,8.0,0.0,36.0,18.0,3.0,0.0,1.0,S11,1843,PIT,False,PIT,7.381634459405282,25.666666666666668,66,4.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.3333333333333333,-0.4269654212177648
8.0,18.666666666666668,86.0,21.0,14.0,10.0,0.0,0.0,22.0,2.0,13.0,3.0,6.0,15.0,8.0,1.0,4.5,1.6607142857142856,6.75,0.6428571428571428,3.2142857142857144,7.071428571428571,2.2,0.28,0.36046511627906974,0.44,0.8004651162790697,0.36538461538461536,0.023255813953488372,0.2558139534883721,0.11627906976744186,0.28125,0.71875,0.391304347826087,242.97701149425288,4.423524165202861,0.06780000000000004,75.0,1.0,0.0,6.0,0.0,9.0,23.0,0.0,1.0,0.0,S11,1942,NYM,False,NYM,1.9060705496308445,21.333333333333332,83,4.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,-0.11701826569257298
6.0,12.0,56.0,17.0,10.0,4.0,0.0,0.0,13.0,6.0,7.0,7.0,9.0,4.0,2.0,0.0,5.0,1.75,8.5,3.0,2.0,6.5,3.25,0.3269230769230769,0.375,0.75,1.125,0.3333333333333333,0.10714285714285714,0.23214285714285715,0.07142857142857142,0.7391304347826086,0.2608695652173913,2.8333333333333335,236.26785714285714,2.1049147973495397,-0.508,52.0,0.0,0.0,4.0,0.0,17.0,6.0,1.0,0.0,1.0,S11,1961,KCR,False,KCR,6.596546740107035,14.333333333333334,49,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0013540138272778001
8.0,23.666666666666668,112.0,31.0,15.0,16.0,0.0,0.0,19.0,6.0,18.0,7.0,16.0,16.0,7.0,0.0,3.8028169014084505,1.9859154929577463,7.859154929577465,1.5211267605633803,4.056338028169014,4.816901408450704,1.1875,0.3229166666666667,0.41964285714285715,0.5833333333333334,1.0029761904761905,0.352112676056338,0.05357142857142857,0.16964285714285715,0.14285714285714285,0.5490196078431373,0.45098039215686275,1.2173913043478262,223.39830508474577,-1.7542551804659299,-0.24839999999999984,96.0,0.0,0.0,7.0,0.0,28.0,23.0,5.0,1.0,0.8333333333333334,S11,1963,ARI,False,ARI,4.981523265928631,25.333333333333332,65,4.0,4.0,1.0,0.0,4.0,2.0,0.0,0.0,0.6666666666666666,0.5991165051710565
4.0,16.0,67.0,14.0,8.0,6.0,0.0,0.0,16.0,1.0,6.0,8.0,3.0,10.0,10.0,0.0,3.0,1.25,5.25,0.375,2.25,6.0,2.6666666666666665,0.22950819672131148,0.29850746268656714,0.39344262295081966,0.6919500856373868,0.29545454545454547,0.014925373134328358,0.23880597014925373,0.08955223880597014,0.375,0.625,0.6,262.030303030303,-0.5500580389796559,0.16489999999999994,61.0,0.0,0.0,7.0,0.0,12.0,20.0,0.0,0.0,0.0,S11,1977,COL,False,COL,1.2007134067737018,16.666666666666668,92,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.3084638051242072
6.0,9.666666666666666,34.0,4.0,1.0,4.0,0.0,0.0,6.0,1.0,2.0,7.0,6.0,3.0,4.0,0.0,0.6206896551724138,0.8275862068965518,2.4827586206896557,0.6206896551724139,2.4827586206896557,3.724137931034483,1.5,0.13333333333333333,0.23529411764705882,0.26666666666666666,0.5019607843137255,0.13043478260869565,0.029411764705882353,0.17647058823529413,0.11764705882352941,0.6818181818181818,0.3181818181818182,2.142857142857143,286.6666666666667,-8.081986271850921,1.1369999999999998,30.0,0.0,0.0,1.0,0.0,15.0,7.0,1.0,1.0,0.5,S11,2206,TBR,False,TBR,2.608040992980598,11.0,477,0.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.9368191054193042
6.0,28.333333333333332,108.0,18.0,7.0,14.0,0.0,0.0,21.0,4.0,7.0,16.0,9.0,22.0,8.0,0.0,1.4823529411764707,1.1294117647058823,3.8117647058823536,0.8470588235294118,2.9647058823529413,4.447058823529412,1.5,0.19148936170212766,0.2962962962962963,0.39361702127659576,0.689913317572892,0.2028985507246377,0.037037037037037035,0.19444444444444445,0.12962962962962962,0.5081967213114754,0.4918032786885246,1.0333333333333334,272.0,-10.439716979633413,0.4946,94.0,0.0,0.0,7.0,0.0,31.0,30.0,1.0,3.0,0.25,S11,2207,NYY,False,NYY,3.0985075244207607,28.0,205,6.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.6,1.452530864119074
10.0,37.333333333333336,167.0,44.0,26.0,15.0,0.0,1.0,10.0,8.0,26.0,14.0,7.0,23.0,54.0,0.0,4.178571428571428,1.5803571428571428,7.071428571428571,1.2857142857142856,2.4107142857142856,1.6071428571428572,0.6666666666666666,0.2894736842105263,0.3532934131736527,0.5263157894736842,0.8796092026473369,0.26865671641791045,0.04790419161676647,0.059880239520958084,0.08982035928143713,0.2222222222222222,0.7777777777777778,0.2857142857142857,246.89655172413794,2.393045294154061,0.4282999999999999,152.0,0.0,0.0,8.0,2.0,22.0,77.0,5.0,3.0,0.625,S11,2220,KCR,False,KCR,4.7185705496308445,39.333333333333336,94,8.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.6,0.39244899602910654
5.0,11.0,52.0,18.0,15.0,1.0,0.0,0.0,17.0,9.0,7.0,3.0,3.0,6.0,3.0,1.0,8.181818181818182,1.7272727272727273,9.818181818181818,4.909090909090909,0.5454545454545454,9.272727272727273,17.0,0.35294117647058826,0.36538461538461536,0.9215686274509803,1.2869532428355956,0.36,0.17307692307692307,0.3269230769230769,0.019230769230769232,0.4,0.6,0.6666666666666666,227.39622641509433,6.245225459157691,-0.39659999999999995,51.0,0.0,0.0,2.0,0.0,6.0,9.0,1.0,0.0,1.0,S11,2222,HOU,False,HOU,9.08139522495552,12.333333333333334,34,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,-0.42780887332226814
2.0,1.3333333333333333,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,4.5,0.0,0.0,4.5,0.0,0.2,0.2,0.2,0.4,0.25,0.0,0.2,0.0,0.6666666666666666,0.3333333333333333,2.0,283.4,-0.8971007582524027,0.17920000000000003,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,S11,2256,KCR,False,KCR,-0.23678659322629825,2.0,0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10862485203615382
6.0,11.0,43.0,7.0,3.0,7.0,0.0,0.0,5.0,1.0,5.0,4.0,9.0,6.0,5.0,0.0,1.6363636363636365,1.2727272727272727,3.8181818181818183,0.5454545454545454,3.8181818181818183,2.727272727272727,0.7142857142857143,0.19444444444444445,0.32558139534883723,0.3055555555555556,0.6311369509043928,0.2,0.023255813953488372,0.11627906976744186,0.16279069767441862,0.6071428571428571,0.39285714285714285,1.5454545454545454,259.02272727272725,-6.42126763329185,0.6571999999999999,36.0,0.0,0.0,1.0,0.0,17.0,11.0,1.0,0.0,1.0,S11,2275,NYM,False,NYM,3.4450315885918834,13.0,564,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.8047938387430416
