OBC,Outs,RunExpectancy
0,0,0.5989830508474576
0,1,0.38656646312822923
0,2,0.1729365524985963
1,0,0.7712609970674487
1,1,0.6205923836389281
1,2,0.34825174825174826
2,0,1.0175879396984924
2,1,0.6875
2,2,0.44922547332185886
3,0,1.4871794871794872
3,1,0.900709219858156
3,2,0.357487922705314
4,0,1.2015503875968991
4,1,0.8552631578947368
4,2,0.5418502202643172
5,0,1.5636363636363637
5,1,1.125
5,2,0.4476744186046512
6,0,1.9393939393939394
6,1,1.5338345864661653
6,2,0.775
7,0,1.744186046511628
7,1,1.38135593220339
7,2,0.8533333333333334
