G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,RE24,WPA,WAR,GB_outs,FB_outs,nPA,nAB,nH,nTB,nBB,nSF,nSH,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,OPS+,Avg Diff,nOBP,nSLG,Season,Team
2,22.0,17.0,5.0,4.0,2.0,2.0,0.0,1.0,10.0,4.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,1.4237288135593225,0.0,0.3384598378776713,2.0,6.0,22.0,17.0,5.0,10.0,5.0,0.0,0.0,0.29411764705882354,0.45454545454545453,0.5882352941176471,1.0427807486631016,0.29411764705882354,0.3333333333333333,0.0,0.045454545454545456,0.18181818181818182,0.22727272727272727,0.25,0.75,0.3333333333333333,152.0,222.75,0.45454545454545453,0.5882352941176471,S3,CSUF
2,24.0,22.0,7.0,6.0,3.0,1.0,2.0,1.0,15.0,6.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.7796610169491522,0.0,0.4918791451731761,0.0,8.0,24.0,22.0,7.0,15.0,2.0,0.0,0.0,0.3181818181818182,0.375,0.6818181818181818,1.0568181818181817,0.3636363636363636,0.42857142857142855,0.0,0.041666666666666664,0.2916666666666667,0.08333333333333333,0.0,1.0,0.0,145.0,204.38194444444443,0.375,0.6818181818181818,S3,HOF
2,21.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,2.0,0.0,-3.8644067796610164,0.0,-0.19926676492262338,7.0,6.0,21.0,18.0,1.0,2.0,3.0,0.0,0.0,0.05555555555555555,0.19047619047619047,0.1111111111111111,0.30158730158730157,0.05555555555555555,0.07142857142857142,0.0,0.0,0.19047619047619047,0.14285714285714285,0.5384615384615384,0.46153846153846156,1.1666666666666667,-19.0,299.5238095238095,0.19047619047619047,0.1111111111111111,S3,IND
2,29.0,25.0,9.0,6.0,4.0,2.0,1.0,2.0,19.0,6.0,4.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,2.3855932203389827,0.0,0.4970375829034635,2.0,8.0,29.0,25.0,9.0,19.0,4.0,0.0,0.0,0.36,0.4482758620689655,0.76,1.2082758620689655,0.4,0.4117647058823529,0.0,0.06896551724137931,0.20689655172413793,0.13793103448275862,0.2,0.8,0.25,182.0,206.61111111111111,0.4482758620689655,0.76,S3,NEB
2,22.0,21.0,3.0,2.0,1.0,1.0,0.0,1.0,7.0,2.0,1.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,-1.8644067796610162,0.0,0.009646278555637489,5.0,3.0,22.0,21.0,3.0,7.0,1.0,0.0,0.0,0.14285714285714285,0.18181818181818182,0.3333333333333333,0.5151515151515151,0.19047619047619047,0.2,0.0,0.045454545454545456,0.45454545454545453,0.045454545454545456,0.625,0.375,1.6666666666666667,19.0,247.3181818181818,0.18181818181818182,0.3333333333333333,S3,RIC
2,25.0,24.0,9.0,5.0,4.0,4.0,0.0,1.0,16.0,5.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,3.4939467312348675,0.0,0.5722207600800084,2.0,5.0,25.0,24.0,9.0,16.0,1.0,0.0,0.0,0.375,0.4,0.6666666666666666,1.0666666666666667,0.29166666666666663,0.5333333333333333,0.0,0.04,0.32,0.04,0.2857142857142857,0.7142857142857143,0.4,150.0,225.92,0.4,0.6666666666666666,S3,TCU
2,23.0,20.0,5.0,3.0,1.0,2.0,0.0,2.0,13.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,4.0,0.0,-0.8644067796610166,0.0,0.11855932203389838,3.0,10.0,23.0,20.0,5.0,13.0,2.0,1.0,0.0,0.25,0.30434782608695654,0.65,0.9543478260869566,0.4,0.1875,0.0,0.08695652173913043,0.13043478260869565,0.08695652173913043,0.23076923076923078,0.7692307692307693,0.3,117.0,237.7391304347826,0.30434782608695654,0.65,S3,TOL
2,20.0,18.0,3.0,4.0,0.0,1.0,0.0,2.0,10.0,4.0,2.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.7796610169491527,0.0,0.2562269712601327,0.0,7.0,20.0,18.0,3.0,10.0,2.0,0.0,0.0,0.16666666666666666,0.25,0.5555555555555556,0.8055555555555556,0.38888888888888895,0.125,0.0,0.1,0.4,0.1,0.0,1.0,0.0,82.0,194.6,0.25,0.5555555555555556,S3,UOM
2,21.0,20.0,3.0,2.0,2.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,1.0,0.0,-1.8644067796610166,0.0,0.0007332350773766039,5.0,6.0,21.0,20.0,3.0,6.0,1.0,0.0,0.0,0.15,0.19047619047619047,0.3,0.49047619047619045,0.15,0.15384615384615385,0.0,0.047619047619047616,0.2857142857142857,0.047619047619047616,0.45454545454545453,0.5454545454545454,0.8333333333333334,16.0,219.61904761904762,0.19047619047619047,0.3,S3,VT
2,23.0,21.0,5.0,4.0,1.0,2.0,0.0,2.0,13.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,0.1355932203389838,0.0,0.21855932203389838,7.0,7.0,23.0,21.0,5.0,13.0,2.0,0.0,0.0,0.23809523809523808,0.30434782608695654,0.6190476190476191,0.9233954451345756,0.380952380952381,0.17647058823529413,0.0,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.5,0.5,1.0,111.0,261.3478260869565,0.30434782608695654,0.6190476190476191,S3,WSU
