G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Type,Season,Pitcher ID,is_sub_row,Team,Last Team,Last Session,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
1.0,3.3333333333333335,18.0,7.0,6.0,6.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,6.0,1.0,0.0,10.799999999999999,2.4,12.600000000000001,5.3999999999999995,1.7999999999999998,3.5999999999999996,2.0,0.4117647058823529,0.4444444444444444,1.1764705882352942,1.6209150326797386,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.125,0.875,0.14285714285714285,176.55555555555554,4.036932901957332,-0.33959999999999996,17.0,0.0,0.0,2.0,1.0,1.0,7.0,0.0,0.0,,FP-H,S6,1,False,SAR,SAR,5,12.413555787278415,3.6666666666666665,246,4.423617678772581,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3391701391563898
1.0,6.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0,6.0,2.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,4.0,,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.07142857142857142,0.0,0.2222222222222222,0.0,0.42857142857142855,0.5714285714285714,0.75,319.0,-3.544763513513514,0.5206,18.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,,BS-H,S6,2,False,SAS,SAS,10,-0.31977754605491815,6.0,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.41899950239069483
1.0,0.6666666666666666,4.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3.0,18.0,18.0,0.0,9.0,,0.5,0.5,2.0,2.5,0.0,0.5,0.25,0.0,0.0,1.0,0.0,167.0,1.5998914223669922,-0.0069,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,BS-H,S6,10,False,PUK,PUK,1,37.01355578727841,1.0,204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14565066422795625
1.0,4.333333333333333,17.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,4.0,1.0,0.0,1.3846153846153848,0.9230769230769231,5.538461538461538,0.0,0.0,4.153846153846154,,0.23529411764705882,0.23529411764705882,0.35294117647058826,0.5882352941176471,0.2857142857142857,0.0,0.17647058823529413,0.0,0.5,0.5,1.0,275.05555555555554,-1.54964974002236,0.02849999999999999,17.0,0.0,0.0,2.0,0.0,5.0,5.0,1.0,0.0,1.0,NH-S,S6,20,False,LID,LID,1,-0.3710595973369697,5.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21590350553939364
2.0,11.333333333333334,45.0,10.0,5.0,5.0,3.0,0.0,0.0,9.0,2.0,4.0,7.0,3.0,10.0,3.0,0.0,2.6470588235294117,1.1470588235294117,5.294117647058823,1.0588235294117645,1.5882352941176472,4.764705882352941,3.0,0.23809523809523808,0.28888888888888886,0.47619047619047616,0.765079365079365,0.25806451612903225,0.044444444444444446,0.2,0.06666666666666667,0.48,0.52,0.9230769230769231,254.4090909090909,-1.6894184493940205,0.13550000000000006,42.0,0.0,0.0,4.0,0.0,12.0,13.0,0.0,0.0,,BS-H,S6,28,False,MPD,MPD,8,2.513555787278415,11.333333333333334,72,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3302497225377605
7.0,16.0,56.0,6.0,3.0,3.0,4.0,1.0,0.0,9.0,1.0,3.0,4.0,10.0,15.0,8.0,0.0,1.125,0.625,2.25,0.375,1.5,3.375,2.25,0.11764705882352941,0.17857142857142858,0.21568627450980393,0.39425770308123254,0.11904761904761904,0.017857142857142856,0.16071428571428573,0.07142857142857142,0.41025641025641024,0.5897435897435898,0.6956521739130435,291.6862745098039,-5.439914200575171,0.8759999999999999,51.0,1.0,0.0,2.0,0.0,16.0,23.0,0.0,0.0,,FP-H,S6,32,False,2TM,LMN,14,1.451055787278415,17.0,43,3.609146558240101,1.0,6.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.7447301121799187
6.0,15.666666666666666,52.0,4.0,2.0,2.0,3.0,0.0,0.0,9.0,1.0,2.0,4.0,10.0,14.0,8.0,0.0,0.7659574468085106,0.4468085106382979,1.5319148936170215,0.3829787234042554,1.148936170212766,3.446808510638298,3.0,0.08333333333333333,0.1346153846153846,0.16666666666666666,0.30128205128205127,0.07692307692307693,0.019230769230769232,0.17307692307692307,0.057692307692307696,0.42105263157894735,0.5789473684210527,0.7272727272727273,301.8333333333333,-6.646873090645015,0.9006999999999998,48.0,1.0,0.0,1.0,0.0,16.0,22.0,0.0,0.0,,FP-H,S6,32,True,TTT,TTT,13,1.2688749362145852,16.666666666666668,27,2.211502326884345,1.0,6.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.8510875231781603
1.0,0.3333333333333333,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,9.0,36.0,0.0,18.0,0.0,0.0,0.6666666666666666,0.75,1.0,1.75,0.6666666666666666,0.0,0.0,0.25,0.0,1.0,0.0,129.33333333333334,1.2069588900698451,-0.0247,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,FP-H,S6,32,True,LMN,LMN,14,10.013555787278415,0.3333333333333333,855,1.3976442313557564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10635741099824154
2.0,2.6666666666666665,11.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.125,6.75,0.0,0.0,4.5,,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.7272727272727273,0.3333333333333333,0.0,0.18181818181818182,0.0,0.3333333333333333,0.6666666666666666,0.5,254.72727272727272,-0.7695964290387421,0.0408,11.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,,FP-S,S6,34,False,2TM,LMN,6,-0.4864442127215849,4.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1163904574279174
1.0,2.3333333333333335,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.8571428571428571,5.142857142857142,0.0,0.0,5.142857142857142,,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.2857142857142857,0.0,0.2222222222222222,0.0,0.2,0.8,0.25,260.6666666666667,-1.3680619021845222,0.07200000000000001,9.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,,FP-S,S6,34,True,PUK,PUK,3,-0.7007299270072991,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16906776573812393
